rank	word	tier	code4
11610	面皮	B_前50000	mmpi
11611	硬化	B_前50000	ykhx
11612	菜肴	B_前50000	cdyc
11613	涂鸦	B_前50000	tuya
11614	重度	B_前50000	isdo
11615	苏打	B_前50000	suda
11617	根基	B_前50000	gfji
11618	梳头	B_前50000	uutz
11619	昏睡	B_前50000	hyuv
11620	校内	B_前50000	jnnw
11621	中风	B_前50000	vsfg
11622	部下	B_前50000	buxx
11623	片片	B_前50000	pmpm
11624	诬陷	B_前50000	wuxm
11625	黑衣	B_前50000	hwyi
11626	雇主	B_前50000	guvu
11627	亚麻	B_前50000	yama
11628	让开	B_前50000	rhkd
11630	收据	B_前50000	uzju
11631	逃命	B_前50000	tcmk
11632	华侨	B_前50000	hxqn
11633	赏识	B_前50000	uhui
11634	童子	B_前50000	tszi
11635	闹剧	B_前50000	ncju
11636	热身	B_前50000	reuf
11637	毒性	B_前50000	duxk
11638	凭空	B_前50000	pkks
11639	网民	B_前50000	whmb
11640	同龄	B_前50000	tslk
11641	气压	B_前50000	qiya
11642	偷窥	B_前50000	tzkv
11644	照旧	B_前50000	vcjq
11645	走狗	B_前50000	zzgz
11646	多方	B_前50000	dofh
11647	可敬	B_前50000	kejk
11648	启事	B_前50000	qiui
11653	凶恶	B_前50000	xsee
11654	喜气	B_前50000	xiqi
11655	健美	B_前50000	jmmw
11656	日方	B_前50000	rifh
11657	圣洁	B_前50000	ugjp
11658	两旁	B_前50000	llph
11659	电机	B_前50000	dmji
11661	宴席	B_前50000	yjxi
11662	税务	B_前50000	uvwu
11663	走红	B_前50000	zzhs
11664	配乐	B_前50000	pwle
11665	正轨	B_前50000	vggv
11667	转战	B_前50000	vrvj
11669	左脚	B_前50000	zojn
11670	湖畔	B_前50000	hupj
11671	黄花	B_前50000	hlhx
11672	成像	B_前50000	igxl
11673	止血	B_前50000	vixp
11674	危难	B_前50000	wwnj
11675	天分	B_前50000	tmff
11676	瘦弱	B_前50000	uzro
11677	豪迈	B_前50000	hcmd
11678	班里	B_前50000	bjli
11679	书生	B_前50000	uuug
11680	船头	B_前50000	irtz
11682	恭候	B_前50000	gshz
11683	翻转	B_前50000	fjvr
11684	交界	B_前50000	jnjp
11685	照例	B_前50000	vcli
11686	店家	B_前50000	dmjx
11687	招标	B_前50000	vcbn
11689	作对	B_前50000	zodv
11690	玩命	B_前50000	wjmk
11691	就医	B_前50000	jqyi
11693	机油	B_前50000	jiyz
11695	行头	B_前50000	hgtz
11697	方程	B_前50000	fhig
11698	飘荡	B_前50000	pndh
11699	迈开	B_前50000	mdkd
11700	绝招	B_前50000	jtvc
11703	皇马	B_前50000	hlma
11705	鞭策	B_前50000	bmce
11707	构图	B_前50000	gztu
11708	田径	B_前50000	tmjk
11709	掌心	B_前50000	vhxb
11710	奇遇	B_前50000	jiyu
11712	朝气	B_前50000	icqi
11713	监护	B_前50000	jmhu
11714	解冻	B_前50000	jpds
11715	拓宽	B_前50000	takr
11716	文体	B_前50000	wfti
11717	取舍	B_前50000	quue
11718	起草	B_前50000	qicc
11719	事发	B_前50000	uifa
11720	交互	B_前50000	jnhu
11721	奉行	B_前50000	fghg
11722	开办	B_前50000	kdbj
11723	原形	B_前50000	yrxk
11726	征收	B_前50000	vguz
11727	婆家	B_前50000	pojx
11728	故宫	B_前50000	gugs
11729	积攒	B_前50000	jicr
11731	自理	B_前50000	zili
11732	信条	B_前50000	xbtn
11733	哀悼	B_前50000	aidc
11735	寿星	B_前50000	uzxk
11736	帮派	B_前50000	bhpd
11737	幼小	B_前50000	yzxn
11738	安生	B_前50000	anug
11740	失散	B_前50000	uisj
11741	呼应	B_前50000	huyk
11742	吃吃	B_前50000	iiii
11743	观测	B_前50000	grce
11744	饶恕	B_前50000	rcuu
11745	全队	B_前50000	qrdv
11746	雄心	B_前50000	xsxb
11748	进驻	B_前50000	jbvu
11749	格言	B_前50000	geyj
11751	门路	B_前50000	mflu
11752	错字	B_前50000	cozi
11754	侍卫	B_前50000	uiww
11755	兴建	B_前50000	xkjm
11757	天窗	B_前50000	tmil
11758	绩效	B_前50000	jixn
11759	喘息	B_前50000	irxi
11760	站岗	B_前50000	vjgh
11761	初见	B_前50000	iujm
11762	吭声	B_前50000	hhug
11763	旨意	B_前50000	viyi
11764	险些	B_前50000	xmxp
11765	下凡	B_前50000	xxfj
11766	药方	B_前50000	ycfh
11767	备注	B_前50000	bwvu
11768	表象	B_前50000	bnxl
11769	赌场	B_前50000	duih
11770	质朴	B_前50000	vipn
11771	独到	B_前50000	dudc
11772	双眼	B_前50000	ulyj
11773	肺癌	B_前50000	fwai
11774	跺脚	B_前50000	dojn
11775	把持	B_前50000	baii
11777	虚无	B_前50000	xumo
11778	引出	B_前50000	ybiu
11779	狡辩	B_前50000	jnbm
11780	落户	B_前50000	lahu
11781	国界	B_前50000	gojp
11783	起到	B_前50000	qidc
11784	掉落	B_前50000	dnla
11785	钢管	B_前50000	ghgr
11786	从严	B_前50000	csyj
11787	提要	B_前50000	diyc
11788	何人	B_前50000	herf
11789	谈笑	B_前50000	tjxn
11790	长跑	B_前50000	ihpc
11791	圆圆	B_前50000	yryr
11792	报案	B_前50000	bcan
11793	生人	B_前50000	ugrf
11794	录用	B_前50000	luys
11795	短路	B_前50000	drlu
11796	有线	B_前50000	yzxm
11798	叛乱	B_前50000	pjlr
11799	私心	B_前50000	sixb
11800	矛头	B_前50000	mctz
11801	驾校	B_前50000	jxjn
11802	遭殃	B_前50000	zcyh
11803	撒手	B_前50000	sauz
11804	烧伤	B_前50000	ucuh
11806	碍事	B_前50000	aiui
11807	富于	B_前50000	fuyu
11809	黑幕	B_前50000	hwmu
11810	高声	B_前50000	gcug
11811	老话	B_前50000	lchx
11812	划破	B_前50000	hxpo
11813	大礼	B_前50000	dali
11814	衰竭	B_前50000	ukjp
11816	惊异	B_前50000	jkyi
11817	淳朴	B_前50000	iypn
11819	私房	B_前50000	sifh
11820	空想	B_前50000	ksxl
11821	贵阳	B_前50000	gvyh
11822	工序	B_前50000	gsxu
11823	互通	B_前50000	huts
11824	贪图	B_前50000	tjtu
11825	品行	B_前50000	pbhg
11827	既定	B_前50000	jidk
11828	奥妙	B_前50000	aomn
11829	静电	B_前50000	jkdm
11830	章节	B_前50000	vhjp
11831	寒暄	B_前50000	hjxr
11832	受害	B_前50000	uzhd
11833	赤裸	B_前50000	iilo
11834	博学	B_前50000	boxt
11835	强项	B_前50000	jlxl
11837	征战	B_前50000	vgvj
11838	佣人	B_前50000	ysrf
11840	世故	B_前50000	uigu
11841	舍友	B_前50000	ueyz
11843	滨海	B_前50000	bbhd
11845	望望	B_前50000	whwh
11846	坍塌	B_前50000	tjta
11849	涟漪	B_前50000	lmyi
11851	良机	B_前50000	llji
11854	停产	B_前50000	tkij
11855	心房	B_前50000	xbfh
11856	弹奏	B_前50000	djzz
11858	沙哑	B_前50000	uaya
11860	共存	B_前50000	gscy
11862	边防	B_前50000	bmfh
11863	绍兴	B_前50000	ucxk
11864	高一	B_前50000	gcyi
11865	细看	B_前50000	xikj
11866	音调	B_前50000	ybdn
11867	历代	B_前50000	lidd
11868	引领	B_前50000	yblk
11869	卧床	B_前50000	woil
11870	严惩	B_前50000	yjig
11871	吱吱	B_前50000	vivi
11872	孟子	B_前50000	mgzi
11873	惨痛	B_前50000	cjts
11874	地基	B_前50000	deji
11875	下厨	B_前50000	xxiu
11876	不尽	B_前50000	bujb
11877	供水	B_前50000	gsuv
11878	穷困	B_前50000	qsky
11879	门面	B_前50000	mfmm
11880	超高	B_前50000	icgc
11881	进站	B_前50000	jbvj
11883	打捞	B_前50000	dalc
11885	救火	B_前50000	jqho
11887	脚底	B_前50000	jndi
11889	瘟疫	B_前50000	wfyi
11890	人儿	B_前50000	rfer
11891	商讨	B_前50000	uhtc
11892	双面	B_前50000	ulmm
11893	平分	B_前50000	pkff
11894	轻重	B_前50000	qkis
11895	纵使	B_前50000	zsui
11896	注释	B_前50000	vuui
11898	后劲	B_前50000	hzjb
11899	自找	B_前50000	zivc
11901	非但	B_前50000	fwdj
11902	忘我	B_前50000	whwo
11904	正派	B_前50000	vgpd
11905	蟋蟀	B_前50000	xiuk
11906	都会	B_前50000	duhv
11907	编导	B_前50000	bmdc
11908	庄子	B_前50000	vlzi
11909	大款	B_前50000	dakr
11910	眷属	B_前50000	jruu
11911	谈及	B_前50000	tjji
11912	劫持	B_前50000	jpii
11916	战舰	B_前50000	vjjm
11917	雪景	B_前50000	xtjk
11919	专制	B_前50000	vrvi
11921	吓倒	B_前50000	hedc
11922	办学	B_前50000	bjxt
11923	萦绕	B_前50000	ykrc
11924	养病	B_前50000	yhbk
11926	指针	B_前50000	vivf
11927	长进	B_前50000	ihjb
11928	旺季	B_前50000	whji
11929	撤出	B_前50000	ieiu
11930	升官	B_前50000	uggr
11933	遗书	B_前50000	yiuu
11934	崇敬	B_前50000	isjk
11935	翻滚	B_前50000	fjgy
11936	苍茫	B_前50000	chmh
11937	撞车	B_前50000	vlie
11938	图标	B_前50000	tubn
11939	热忱	B_前50000	reif
11940	漏掉	B_前50000	lzdn
11943	脸面	B_前50000	lmmm
11944	残余	B_前50000	cjyu
11945	盔甲	B_前50000	kvjx
11946	摩登	B_前50000	madg
11947	军阀	B_前50000	jyfa
11949	吃醋	B_前50000	iicu
11951	学子	B_前50000	xtzi
11952	相撞	B_前50000	xlvl
11953	水沟	B_前50000	uvgz
11956	比作	B_前50000	bizo
11957	追查	B_前50000	vvia
11958	家禽	B_前50000	jxqb
11959	驱赶	B_前50000	qugj
11960	危及	B_前50000	wwji
11961	精子	B_前50000	jkzi
11962	抗体	B_前50000	khti
11963	发球	B_前50000	faqq
11964	充气	B_前50000	isqi
11965	巴结	B_前50000	bajp
11966	破损	B_前50000	posy
11968	应邀	B_前50000	ykyc
11969	谩骂	B_前50000	mjma
11970	晶莹	B_前50000	jkyk
11971	崩塌	B_前50000	bgta
11973	斟酌	B_前50000	vfvo
11974	闭关	B_前50000	bigr
11975	依恋	B_前50000	yilm
11976	诡计	B_前50000	gvji
11978	经纪	B_前50000	jkji
11980	对阵	B_前50000	dvvf
11981	受尽	B_前50000	uzjb
11982	掌管	B_前50000	vhgr
11983	撞见	B_前50000	vljm
11984	失掉	B_前50000	uidn
11985	摩尔	B_前50000	maer
11986	随和	B_前50000	svhe
11987	收尾	B_前50000	uzww
11988	摊位	B_前50000	tjww
11989	拉丁	B_前50000	ladk
11990	屹立	B_前50000	yili
11991	豆瓣	B_前50000	dzbj
11992	盘问	B_前50000	pjwf
11994	亏待	B_前50000	kvdd
11997	冲淡	B_前50000	isdj
11998	防空	B_前50000	fhks
11999	起因	B_前50000	qiyb
12000	疗程	B_前50000	lnig
12001	小刀	B_前50000	xndc
12002	蕴藏	B_前50000	yych
12003	出厂	B_前50000	iuih
12004	惨重	B_前50000	cjis
12005	远古	B_前50000	yrgu
12006	跋涉	B_前50000	baue
12007	省心	B_前50000	ugxb
12008	文案	B_前50000	wfan
12009	调试	B_前50000	dnui
12011	阴郁	B_前50000	ybyu
12012	女童	B_前50000	nvts
12014	凯撒	B_前50000	kdsa
12015	落幕	B_前50000	lamu
12016	纪实	B_前50000	jiui
12019	旗子	B_前50000	qizi
12020	志趣	B_前50000	viqu
12024	邻近	B_前50000	lbjb
12026	珍视	B_前50000	vfui
12027	好气	B_前50000	hcqi
12029	民意	B_前50000	mbyi
12030	空缺	B_前50000	ksqt
12031	享福	B_前50000	xlfu
12033	硕大	B_前50000	uoda
12035	何种	B_前50000	heis
12036	哗啦	B_前50000	hxla
12037	作伴	B_前50000	zobj
12038	抗击	B_前50000	khji
12039	超重	B_前50000	icis
12040	寄宿	B_前50000	jisu
12041	见长	B_前50000	jmih
12042	平头	B_前50000	pktz
12044	绝情	B_前50000	jtqk
12045	活命	B_前50000	homk
12046	顺带	B_前50000	uydd
12047	男爵	B_前50000	njjt
12048	糖水	B_前50000	thuv
12051	素食	B_前50000	suui
12052	木质	B_前50000	muvi
12054	随地	B_前50000	svde
12056	配送	B_前50000	pwss
12057	黄蜂	B_前50000	hlfg
12058	阿里	B_前50000	aali
12059	开拍	B_前50000	kdpd
12060	右腿	B_前50000	yztv
12061	斑点	B_前50000	bjdm
12062	仿真	B_前50000	fhvf
12064	尾随	B_前50000	wwsv
12065	失明	B_前50000	uimk
12066	特技	B_前50000	teji
12067	全副	B_前50000	qrfu
12068	电磁	B_前50000	dmci
12069	前奏	B_前50000	qmzz
12070	打分	B_前50000	daff
12071	方块	B_前50000	fhkk
12073	拔牙	B_前50000	baya
12074	低音	B_前50000	diyb
12076	钻戒	B_前50000	zrjp
12077	缺水	B_前50000	qtuv
12079	泡汤	B_前50000	pcth
12080	骚动	B_前50000	scds
12082	名贵	B_前50000	mkgv
12083	果酱	B_前50000	gojl
12084	测评	B_前50000	cepk
12085	挡风	B_前50000	dhfg
12087	衣架	B_前50000	yijx
12088	公墓	B_前50000	gsmu
12089	出彩	B_前50000	iucd
12090	水边	B_前50000	uvbm
12091	康熙	B_前50000	khxi
12092	回程	B_前50000	hvig
12095	索尼	B_前50000	soni
12096	助长	B_前50000	vuih
12097	停歇	B_前50000	tkxp
12099	厂里	B_前50000	ihli
12100	净土	B_前50000	jktu
12101	强健	B_前50000	jljm
12102	画室	B_前50000	hxui
12103	背书	B_前50000	bwuu
12104	僧人	B_前50000	sgrf
12105	挚友	B_前50000	viyz
12106	握紧	B_前50000	wojb
12107	目送	B_前50000	muss
12108	迟缓	B_前50000	iihr
12109	迸发	B_前50000	bgfa
12110	飞碟	B_前50000	fwdp
12111	竣工	B_前50000	jygs
12112	听讲	B_前50000	tkjl
12113	房价	B_前50000	fhjp
12114	奉命	B_前50000	fgmk
12116	菜园	B_前50000	cdyr
12117	叫嚣	B_前50000	jnxn
12118	下文	B_前50000	xxwf
12119	大黄	B_前50000	dahl
12120	人脸	B_前50000	rflm
12121	器具	B_前50000	qiju
12122	淡定	B_前50000	djdk
12123	平复	B_前50000	pkfu
12125	授课	B_前50000	uzke
12126	出局	B_前50000	iuju
12127	光影	B_前50000	glyk
12128	恼怒	B_前50000	ncnu
12129	前夜	B_前50000	qmye
12130	膳食	B_前50000	ujui
12132	大全	B_前50000	daqr
12133	床垫	B_前50000	ildm
12134	右派	B_前50000	yzpd
12135	叛变	B_前50000	pjbm
12136	数额	B_前50000	uoee
12138	接地	B_前50000	jpde
12140	心软	B_前50000	xbrr
12142	支点	B_前50000	vidm
12143	恩人	B_前50000	enrf
12145	卢布	B_前50000	lubu
12147	未尝	B_前50000	wwih
12148	整改	B_前50000	vggd
12149	恩惠	B_前50000	enhv
12150	难闻	B_前50000	njwf
12151	甩开	B_前50000	ukkd
12152	顺道	B_前50000	uydc
12153	财力	B_前50000	cdli
12154	开明	B_前50000	kdmk
12155	辩证	B_前50000	bmvg
12156	天神	B_前50000	tmuf
12158	汉城	B_前50000	hjig
12159	黯然	B_前50000	anrj
12160	肥大	B_前50000	fwda
12161	通气	B_前50000	tsqi
12164	软糖	B_前50000	rrth
12166	静默	B_前50000	jkmo
12167	境况	B_前50000	jkkl
12168	其二	B_前50000	qier
12169	缠住	B_前50000	ijvu
12170	公用	B_前50000	gsys
12171	沥青	B_前50000	liqk
12172	处世	B_前50000	iuui
12173	遮盖	B_前50000	vegd
12174	大兵	B_前50000	dabk
12175	破译	B_前50000	poyi
12178	降级	B_前50000	jlji
12179	长廊	B_前50000	ihlh
12180	茂盛	B_前50000	mcig
12181	附件	B_前50000	fujm
12184	冰糖	B_前50000	bkth
12186	格斗	B_前50000	gedz
12187	政法	B_前50000	vgfa
12188	界线	B_前50000	jpxm
12189	下行	B_前50000	xxhg
12190	脊梁	B_前50000	jill
12191	脸孔	B_前50000	lmks
12192	患难	B_前50000	hrnj
12194	费城	B_前50000	fwig
12195	冲走	B_前50000	iszz
12196	焰火	B_前50000	yjho
12198	奖牌	B_前50000	jlpd
12199	受损	B_前50000	uzsy
12200	本市	B_前50000	bfui
12202	乔丹	B_前50000	qndj
12204	县级	B_前50000	xmji
12205	平房	B_前50000	pkfh
12206	前夫	B_前50000	qmfu
12207	确凿	B_前50000	qtzc
12208	搏击	B_前50000	boji
12209	倒车	B_前50000	dcie
12211	收支	B_前50000	uzvi
12212	望见	B_前50000	whjm
12213	搁浅	B_前50000	geqm
12214	道义	B_前50000	dcyi
12215	救活	B_前50000	jqho
12216	毛笔	B_前50000	mcbi
12217	杂货	B_前50000	zaho
12218	厅长	B_前50000	tkih
12219	酷爱	B_前50000	kuai
12220	想开	B_前50000	xlkd
12221	旗舰	B_前50000	qijm
12222	王八	B_前50000	whba
12223	奇观	B_前50000	jigr
12224	相干	B_前50000	xlgj
12225	阵雨	B_前50000	vfyu
12227	木工	B_前50000	mugs
12228	得病	B_前50000	debk
12230	进货	B_前50000	jbho
12231	行军	B_前50000	hgjy
12232	后生	B_前50000	hzug
12233	全员	B_前50000	qryr
12234	游乐	B_前50000	yzle
12237	啪啪	B_前50000	papa
12238	相公	B_前50000	xlgs
12240	阴道	B_前50000	ybdc
12242	沉吟	B_前50000	ifyb
12243	狗头	B_前50000	gztz
12244	搁置	B_前50000	gevi
12245	猪蹄	B_前50000	vuti
12246	序幕	B_前50000	xumu
12247	密布	B_前50000	mibu
12248	能人	B_前50000	ngrf
12249	积压	B_前50000	jiya
12250	独白	B_前50000	dubd
12251	臃肿	B_前50000	ysvs
12252	内科	B_前50000	nwke
12253	驰骋	B_前50000	iiig
12255	估算	B_前50000	gusr
12257	盛产	B_前50000	igij
12258	小便	B_前50000	xnbm
12259	胸襟	B_前50000	xsjb
12261	病历	B_前50000	bkli
12262	残废	B_前50000	cjfw
12263	矮小	B_前50000	aixn
12264	受挫	B_前50000	uzco
12265	汉族	B_前50000	hjzu
12268	思量	B_前50000	sill
12269	元老	B_前50000	yrlc
12270	颤动	B_前50000	ijds
12271	晚班	B_前50000	wjbj
12273	常理	B_前50000	ihli
12275	病菌	B_前50000	bkjy
12276	洋人	B_前50000	yhrf
12277	监考	B_前50000	jmkc
12280	相知	B_前50000	xlvi
12281	精巧	B_前50000	jkqn
12282	树皮	B_前50000	uupi
12284	摒弃	B_前50000	bkqi
12286	大戏	B_前50000	daxi
12288	虱子	B_前50000	uizi
12289	宴请	B_前50000	yjqk
12291	珍重	B_前50000	vfis
12292	纸牌	B_前50000	vipd
12293	请来	B_前50000	qkld
12295	劣势	B_前50000	lpui
12296	良久	B_前50000	lljq
12299	高升	B_前50000	gcug
12300	气力	B_前50000	qili
12301	满腔	B_前50000	mjql
12304	过硬	B_前50000	goyk
12306	版面	B_前50000	bjmm
12307	轻薄	B_前50000	qkbc
12308	火药	B_前50000	hoyc
12310	水滴	B_前50000	uvdi
12311	忌讳	B_前50000	jihv
12312	烟头	B_前50000	yjtz
12314	起哄	B_前50000	qihs
12315	棋盘	B_前50000	qipj
12316	轻巧	B_前50000	qkqn
12317	写实	B_前50000	xpui
12318	飞鸟	B_前50000	fwnn
12319	要饭	B_前50000	ycfj
12320	岂能	B_前50000	qing
12321	缭绕	B_前50000	lnrc
12322	养护	B_前50000	yhhu
12323	情境	B_前50000	qkjk
12324	帘子	B_前50000	lmzi
12325	苦衷	B_前50000	kuvs
12327	沉沉	B_前50000	ifif
12328	故居	B_前50000	guju
12329	露水	B_前50000	luuv
12330	性爱	B_前50000	xkai
12331	求学	B_前50000	qqxt
12332	倒塌	B_前50000	dcta
12333	原定	B_前50000	yrdk
12334	高昂	B_前50000	gcah
12336	本体	B_前50000	bfti
12337	远景	B_前50000	yrjk
12339	条条	B_前50000	tntn
12340	病魔	B_前50000	bkmo
12341	生子	B_前50000	ugzi
12342	雇用	B_前50000	guys
12343	耐用	B_前50000	ndys
12344	暴徒	B_前50000	bctu
12345	拷问	B_前50000	kcwf
12346	造价	B_前50000	zcjp
12348	用水	B_前50000	ysuv
12349	切身	B_前50000	qpuf
12350	法郎	B_前50000	falh
12351	近况	B_前50000	jbkl
12352	灵气	B_前50000	lkqi
12353	过半	B_前50000	gobj
12354	伯父	B_前50000	bdfu
12355	惦念	B_前50000	dmnm
12356	宗师	B_前50000	zsui
12357	瓦斯	B_前50000	wasi
12358	梦乡	B_前50000	mgxl
12359	松子	B_前50000	sszi
12360	互利	B_前50000	huli
12361	珍妮	B_前50000	vfni
12362	赶超	B_前50000	gjic
12363	铁塔	B_前50000	tpta
12364	台面	B_前50000	tdmm
12366	区长	B_前50000	ouih
12368	恶棍	B_前50000	eegy
12369	漱口	B_前50000	uukz
12370	舅妈	B_前50000	jqma
12371	火红	B_前50000	hohs
12372	盖章	B_前50000	gdvh
12373	实录	B_前50000	uilu
12376	营长	B_前50000	ykih
12377	花圈	B_前50000	hxjr
12378	道谢	B_前50000	dcxp
12379	晴空	B_前50000	qkks
12380	一方	B_前50000	yifh
12381	悠然	B_前50000	yzrj
12383	伯母	B_前50000	bdmu
12386	铁丝	B_前50000	tpsi
12387	为名	B_前50000	wwmk
12388	冲绳	B_前50000	isug
12391	悲壮	B_前50000	bwvl
12392	西医	B_前50000	xiyi
12393	裸露	B_前50000	lolu
12394	切记	B_前50000	qpji
12395	及早	B_前50000	jizc
12396	末端	B_前50000	modr
12397	举重	B_前50000	juis
12398	放生	B_前50000	fhug
12399	溢出	B_前50000	yiiu
12401	渊源	B_前50000	yryr
12403	宝库	B_前50000	bcku
12404	雷雨	B_前50000	lwyu
12406	灵光	B_前50000	lkgl
12407	针灸	B_前50000	vfjq
12408	躲藏	B_前50000	doch
12409	芋头	B_前50000	yutz
12410	绝技	B_前50000	jtji
12411	埋没	B_前50000	mdmo
12412	刀片	B_前50000	dcpm
12413	信服	B_前50000	xbfu
12414	愈加	B_前50000	yujx
12415	纵火	B_前50000	zsho
12416	宜昌	B_前50000	yiih
12418	腊肠	B_前50000	laih
12420	石灰	B_前50000	djhv
12421	驼背	B_前50000	tobw
12422	开路	B_前50000	kdlu
12424	专区	B_前50000	vrou
12425	铜牌	B_前50000	tspd
12426	铁门	B_前50000	tpmf
12427	遗物	B_前50000	yiwu
12429	公私	B_前50000	gssi
12430	广岛	B_前50000	gldc
12431	下线	B_前50000	xxxm
12432	健在	B_前50000	jmzd
12433	抓获	B_前50000	vxho
12434	深意	B_前50000	ufyi
12435	袖口	B_前50000	xqkz
12436	鱼缸	B_前50000	yugh
12437	旁听	B_前50000	phtk
12438	修车	B_前50000	xqie
12439	挂念	B_前50000	gxnm
12440	豆角	B_前50000	dzjn
12441	剧痛	B_前50000	juts
12442	别样	B_前50000	bpyh
12443	称谓	B_前50000	ifww
12444	白话	B_前50000	bdhx
12445	齐声	B_前50000	qiug
12448	盆子	B_前50000	pfzi
12450	扭动	B_前50000	nqds
12454	下跪	B_前50000	xxgv
12455	酿成	B_前50000	nlig
12457	悬殊	B_前50000	xruu
12460	连带	B_前50000	lmdd
12461	四下	B_前50000	sixx
12462	阳历	B_前50000	yhli
12463	少儿	B_前50000	ucer
12466	剪子	B_前50000	jmzi
12467	贫富	B_前50000	pbfu
12469	打嗝	B_前50000	dage
12470	屁话	B_前50000	pihx
12471	剧毒	B_前50000	judu
12473	打搅	B_前50000	dajn
12475	您老	B_前50000	nblc
12476	得手	B_前50000	deuz
12477	就职	B_前50000	jqvi
12478	猪圈	B_前50000	vujr
12479	花椒	B_前50000	hxjn
12480	曲调	B_前50000	qudn
12481	吸管	B_前50000	xigr
12482	出师	B_前50000	iuui
12483	击倒	B_前50000	jidc
12484	轻便	B_前50000	qkbm
12485	灵通	B_前50000	lkts
12486	寒气	B_前50000	hjqi
12487	从今	B_前50000	csjb
12488	下流	B_前50000	xxlq
12489	错失	B_前50000	coui
12490	批量	B_前50000	pill
12491	烙印	B_前50000	lcyb
12492	矫正	B_前50000	jnvg
12493	出外	B_前50000	iuwd
12494	不巧	B_前50000	buqn
12495	兴许	B_前50000	xkxu
12496	先例	B_前50000	xmli
12497	晨光	B_前50000	ifgl
12498	空话	B_前50000	kshx
12499	教义	B_前50000	jnyi
12500	西山	B_前50000	xiuj
12501	篇幅	B_前50000	pmfu
12503	单个	B_前50000	djge
12504	幼虫	B_前50000	yzis
12505	电量	B_前50000	dmll
12506	干劲	B_前50000	gjjb
12508	婉转	B_前50000	wjvr
12509	焊接	B_前50000	hjjp
12510	目击	B_前50000	muji
12511	药片	B_前50000	ycpm
12512	随处	B_前50000	sviu
12513	吹捧	B_前50000	ivpg
12514	饥荒	B_前50000	jihl
12516	中和	B_前50000	vshe
12518	暗杀	B_前50000	anua
12519	西城	B_前50000	xiig
12520	统帅	B_前50000	tsuk
12521	战果	B_前50000	vjgo
12522	纷争	B_前50000	ffvg
12523	吼叫	B_前50000	hzjn
12524	分队	B_前50000	ffdv
12525	教皇	B_前50000	jnhl
12526	小岛	B_前50000	xndc
12527	转手	B_前50000	vruz
12528	缺德	B_前50000	qtde
12529	大车	B_前50000	daie
12532	风貌	B_前50000	fgmc
12533	活佛	B_前50000	hofo
12534	羁绊	B_前50000	jibj
12535	通缉	B_前50000	tsji
12536	窝囊	B_前50000	wonh
12539	滑行	B_前50000	hxhg
12540	画展	B_前50000	hxvj
12541	余下	B_前50000	yuxx
12542	座谈	B_前50000	zotj
12544	鸵鸟	B_前50000	tonn
12545	晶体	B_前50000	jkti
12546	我看	B_前50000	wokj
12547	台子	B_前50000	tdzi
12548	汇总	B_前50000	hvzs
12549	挑逗	B_前50000	tndz
12551	定理	B_前50000	dkli
12554	下酒	B_前50000	xxjq
12555	木棍	B_前50000	mugy
12556	下马	B_前50000	xxma
12557	磨坊	B_前50000	mofh
12558	蜷缩	B_前50000	qrso
12560	渊博	B_前50000	yrbo
12561	火化	B_前50000	hohx
12563	受罪	B_前50000	uzzv
12564	出山	B_前50000	iuuj
12565	故里	B_前50000	guli
12566	其后	B_前50000	qihz
12567	证词	B_前50000	vgci
12568	谐音	B_前50000	xpyb
12569	环卫	B_前50000	hrww
12570	壮士	B_前50000	vlui
12571	大权	B_前50000	daqr
12572	挺进	B_前50000	tkjb
12574	难点	B_前50000	njdm
12576	豪情	B_前50000	hcqk
12577	同日	B_前50000	tsri
12578	牌坊	B_前50000	pdfh
12579	生根	B_前50000	uggf
12580	份量	B_前50000	ffll
12582	节哀	B_前50000	jpai
12583	续集	B_前50000	xuji
12584	包头	B_前50000	bctz
12585	三峡	B_前50000	sjxx
12586	鲜红	B_前50000	xmhs
12587	起先	B_前50000	qixm
12588	驳回	B_前50000	bohv
12589	水底	B_前50000	uvdi
12590	特级	B_前50000	teji
12591	负伤	B_前50000	fuuh
12593	亲家	B_前50000	qbjx
12594	清秀	B_前50000	qkxq
12596	祭奠	B_前50000	jidm
12598	恭敬	B_前50000	gsjk
12599	割断	B_前50000	gedr
12602	炽热	B_前50000	iire
12603	害虫	B_前50000	hdis
12604	烟雨	B_前50000	yjyu
12605	弹力	B_前50000	djli
12606	诗篇	B_前50000	uipm
12608	节后	B_前50000	jphz
12609	瞻仰	B_前50000	vjyh
12610	猛击	B_前50000	mgji
12611	蝌蚪	B_前50000	kedz
12612	进退	B_前50000	jbtv
12613	堂弟	B_前50000	thdi
12614	抢占	B_前50000	qlvj
12615	圆滑	B_前50000	yrhx
12616	奖赏	B_前50000	jluh
12617	误区	B_前50000	wuou
12620	就诊	B_前50000	jqvf
12622	断言	B_前50000	dryj
12623	麻药	B_前50000	mayc
12625	眼红	B_前50000	yjhs
12626	谦卑	B_前50000	qmbw
12628	巫婆	B_前50000	wupo
12629	谚语	B_前50000	yjyu
12630	公会	B_前50000	gshv
12631	打鼓	B_前50000	dagu
12632	炎症	B_前50000	yjvg
12633	苦海	B_前50000	kuhd
12635	花都	B_前50000	hxdu
12636	何物	B_前50000	hewu
12637	烟台	B_前50000	yjtd
12638	暴动	B_前50000	bcds
12640	末期	B_前50000	moji
