owner,from,to,hard,soft,full1800,full1800_sq,full3761,full3761_sq,full6000,full6000_sq,short1800,short1800_sq,short3761,short3761_sq,three1800,three3761
讠,f,a,0,35.5225,9,9,65,75,241,283,1,1,17,19,1233,2461
