词	码	词位	码位词数	一简字	拆开输入	键数	当量	低于1.4	08排名	虎码	同码其他词
愣在	lgzd	1	1	在	lgv␣z␣	6	1.42	否	1014207	79	
所获	soho	1	1	所	s␣hom␣	6	1.42	否	1014573	805	
摔了	ukle	2	2	了	uko␣l␣	6	1.42	否	1016780	0	甩了
撩起	lnqi	1	2	起	lno␣q␣	6	1.42	否	1016950	553	聊起
有码	yzma	2	2	有	y␣max␣	6	1.42	否	1018632	60	有吗
有诈	yzva	2	2	有	y␣vaf␣	6	1.42	否	1018634	56	油炸
盖了	gdle	2	2	了	gdr␣l␣	6	1.42	否	1023313	59	改了
管我	grwo	1	1	我	grh␣w␣	6	1.42	否	1024937	165	
练了	lmle	1	1	了	lmi␣l␣	6	1.42	否	1025312	302	
缠在	ijzd	1	1	在	iji␣z␣	6	1.42	否	1025652	576	
醉了	zvle	1	1	了	zve␣l␣	6	1.42	否	1031523	450	
颇有	poyz	1	1	有	pog␣y␣	6	1.42	否	1033034	1770	
飞起	fwqi	2	2	起	fwb␣q␣	6	1.42	否	1033160	907	废弃
饱了	bcle	2	2	了	bcw␣l␣	6	1.42	否	1033197	83	报了
这样	veyh	1	2	这	v␣yh␣	5	1.425	否	14	48288	遮阳
看到	kjdc	1	2	看	k␣dc␣	5	1.425	否	40	35488	砍刀
真的	vfde	1	2	的	vf␣d␣	5	1.425	否	72	29246	贞德
看见	kjjm	1	2	看	k␣jm␣	5	1.425	否	125	13593	坎肩
不断	budr	1	2	不	b␣dr␣	5	1.425	否	321	14358	不端
就算	jqsr	1	1	就	j␣sr␣	5	1.425	否	1067	13540	
不见	bujm	2	2	不	b␣jm␣	5	1.425	否	1192	8595	部件
不再	buzd	1	2	不	b␣zd␣	5	1.425	否	1333	10506	不在
不到	budc	1	2	不	b␣dc␣	5	1.425	否	2384	14758	补刀
白人	bdrf	1	2	人	bd␣r␣	5	1.425	否	3598	780	白刃
路人	lurf	1	1	人	lu␣r␣	5	1.425	否	4588	1860	
不得	bude	1	1	不	b␣de␣	5	1.425	否	5010	11932	
不得	budw	1	1	不	b␣de␣	5	1.425	否	5010	11932	
发票	fapn	1	2	发	f␣pn␣	5	1.425	否	6072	3370	发飘
平和	pkhe	1	1	和	pk␣h␣	5	1.425	否	6870	2328	
旁人	phrf	1	1	人	ph␣r␣	5	1.425	否	8155	2050	
不容	burs	1	1	不	b␣rs␣	5	1.425	否	10553	4033	
发问	fawf	1	3	发	f␣wf␣	5	1.425	否	15553	1003	发文、〖发文〗: 剪贴板文章-----第1段
不算	busr	1	1	不	b␣sr␣	5	1.425	否	16257	4170	
不平	bupk	1	1	不	b␣pk␣	5	1.425	否	16336	2245	
了得	lnde	1	1	了	l␣de␣	5	1.425	否	17273	765	
僧人	sgrf	1	1	人	sg␣r␣	5	1.425	否	17313	1091	
了断	lndr	1	1	了	l␣dr␣	5	1.425	否	21682	581	
同人	tsrf	1	2	人	ts␣r␣	5	1.425	否	21849	737	同仁
就学	jqxt	1	2	就	j␣xt␣	5	1.425	否	21897	598	旧学
高发	gcfa	2	2	发	gc␣f␣	5	1.425	否	22496	343	告发
而非	erfw	1	1	而	e␣fw␣	5	1.425	否	28852	1507	
才学	cdxt	1	2	才	c␣xt␣	5	1.425	否	38483	498	采血
啊哟	aayo	1	1	啊	a␣yo␣	5	1.425	否	39160	317	
拍片	pdpm	1	1	拍	p␣pm␣	5	1.425	否	57991	277	
不忙	bumh	1	1	不	b␣mh␣	5	1.425	否	62854	753	
破发	pofa	1	1	发	po␣f␣	5	1.425	否	69072	100	
在上	zduh	1	1	在	z␣uh␣	5	1.425	否	71917	3118	
怎的	zfde	1	1	的	zf␣d␣	5	1.425	否	74322	772	
小票	xnpn	1	1	小	x␣pn␣	5	1.425	否	74962	273	
起风	qifg	1	2	起	q␣fg␣	5	1.425	否	83014	651	启封
起眼	qiyj	2	2	起	q␣yj␣	5	1.425	否	84791	1282	气焰
发片	fapm	1	1	发	f␣pm␣	5	1.425	否	86709	307	
全有	qryz	1	2	有	qr␣y␣	5	1.425	否	91162	75	劝诱
同在	tszd	1	1	在	ts␣z␣	5	1.425	否	95562	1116	
没票	mwpn	1	1	没	m␣pn␣	5	1.425	否	109013	59	
看得	kjde	1	1	看	k␣de␣	5	1.425	否	110049	3783	
看得	kjdw	1	2	看	k␣de␣	5	1.425	否	110049	3783	科技队伍
不关	bugr	2	2	不	b␣gr␣	5	1.425	否	128250	1218	不管
跟人	gfrf	1	1	人	gf␣r␣	5	1.425	否	137088	150	
就见	jqjm	1	2	就	j␣jm␣	5	1.425	否	169722	0	九键
不学	buxt	1	2	不	b␣xt␣	5	1.425	否	187917	868	补血
小片	xnpm	1	1	小	x␣pm␣	5	1.425	否	194147	456	
人等	rfdg	1	1	人	r␣dg␣	5	1.425	否	208830	59	
高才	gccd	1	1	才	gc␣c␣	5	1.425	否	211327	58	
落发	lofa	1	1	发	lo␣f␣	5	1.425	否	229904	220	
人年	rfnm	1	1	人	r␣nm␣	5	1.425	否	237511	59	
人浪	rflh	1	1	人	r␣lh␣	5	1.425	否	239341	59	
怒发	nufa	1	1	发	nu␣f␣	5	1.425	否	242403	56	
这关	vegr	1	1	这	v␣gr␣	5	1.425	否	242966	59	
看样	kjyh	1	3	看	k␣yh␣	5	1.425	否	250856	1222	空军一号、科技与狠活
不选	buxr	1	2	不	b␣xr␣	5	1.425	否	303044	77	补选
真没	vfmw	1	2	没	vf␣m␣	5	1.425	否	361244	1402	真美
不太	butd	1	2	不	b␣td␣	5	1.425	否	371532	4090	步态
这得	vede	1	1	这	v␣de␣	5	1.425	否	375598	378	
这得	vedw	1	1	这	v␣de␣	5	1.425	否	375598	378	
连发	lmfa	1	1	发	lm␣f␣	5	1.425	否	396341	411	
而对	erdv	1	2	而	e␣dv␣	5	1.425	否	415521	1391	二队
在同	zdts	2	2	在	z␣ts␣	5	1.425	否	441717	59	再通
就得	jqdw	1	2	就	j␣de␣	5	1.425	否	443361	2207	金钱地位
你见	nijm	1	2	你	n␣jm␣	5	1.425	否	458486	351	拟建
给人	gwrf	1	1	人	gw␣r␣	5	1.425	否	472732	0	
连拍	lmpd	1	2	拍	lm␣p␣	5	1.425	否	476241	251	联排
个高	gegc	1	1	个	g␣gc␣	5	1.425	否	606754	1431	
混有	hyyz	1	1	有	hy␣y␣	5	1.425	否	633922	242	
等人	dgrf	1	1	人	dg␣r␣	5	1.425	否	765607	367	
不应	buyk	1	2	不	b␣yk␣	5	1.425	否	1000333	3210	补上一课
关了	grle	1	1	了	gr␣l␣	5	1.425	否	1003869	1550	
却在	qtzd	1	1	在	qt␣z␣	5	1.425	否	1006366	1822	
吃上	iiuh	1	1	吃	i␣uh␣	5	1.425	否	1007329	618	
太小	tdxn	1	1	小	td␣x␣	5	1.425	否	1009889	990	
应在	ykzd	1	2	在	yk␣z␣	5	1.425	否	1012368	130	映在
早有	zcyz	1	1	有	zc␣y␣	5	1.425	否	1017829	1142	
横在	hgzd	1	1	在	hg␣z␣	5	1.425	否	1019580	76	
特在	tezd	1	1	在	te␣z␣	5	1.425	否	1022188	59	
真小	vfxn	1	2	小	vf␣x␣	5	1.425	否	1023556	59	执法效能
论起	lyqi	2	2	起	ly␣q␣	5	1.425	否	1028411	81	抡起
该有	gdyz	1	2	有	gd␣y␣	5	1.425	否	1028510	205	改由
跟在	gfzd	1	1	在	gf␣z␣	5	1.425	否	1029654	2815	
连个	lmge	1	3	个	lm␣g␣	5	1.425	否	1030597	1086	恋歌、练歌
所有	soyz	1	1	所有	s␣y␣	4	1.433	否	77	24422	
而是	erui	1	3	而是	e␣u␣	4	1.433	否	2820	19367	二十、儿时
我有	woyz	1	2	我有	w␣y␣	4	1.433	否	27704	5706	握有
我所	woso	1	1	我所	w␣s␣	4	1.433	否	78779	2410	
人员	rfyr	1	3	人	r␣yrt␣	6	1.44	否	356	12532	日复一日、人缘
拍照	pdvc	1	2	拍	p␣vcb␣	6	1.44	否	1116	1663	牌照
发言	fayj	1	2	发	f␣yjf␣	6	1.44	否	2324	1680	发炎
吓人	xxrf	1	3	人	xxt␣r␣	6	1.44	否	2474	1217	虾仁、心细如发
和尚	heuh	1	1	和	h␣uhy␣	6	1.44	否	2568	4072	
艺人	yirf	1	4	人	yim␣r␣	6	1.44	否	3532	782	宜人、伊人、一人
仆人	purf	1	1	人	puk␣r␣	6	1.44	否	3954	1480	
人权	rfqr	1	1	人	r␣qrw␣	6	1.44	否	3984	1093	
人造	rfzc	1	1	人	r␣zcv␣	6	1.44	否	5018	902	
诊所	vfso	1	1	所	vff␣s␣	6	1.44	否	5240	618	
发扬	fayh	1	2	发	f␣yho␣	6	1.44	否	5924	1247	发痒
看重	kjvs	2	2	看	k␣vsc␣	6	1.44	否	6313	1607	看中
柔和	rzhe	1	2	和	rzz␣h␣	6	1.44	否	7175	2230	糅合
盲人	mhrf	1	1	人	mhe␣r␣	6	1.44	否	7356	716	
住所	vuso	1	1	所	vuk␣s␣	6	1.44	否	7913	2257	
小雨	xnyu	1	3	小	x␣yul␣	6	1.44	否	8104	1367	小于、血浓于水
人际	rfji	2	2	人	r␣jiy␣	6	1.44	否	9810	1656	人机
专人	vrrf	1	2	人	vrp␣r␣	6	1.44	否	12281	633	专任
饱和	bche	1	2	和	bcw␣h␣	6	1.44	否	13266	550	宝盒
告发	gcfa	1	2	发	gcv␣f␣	6	1.44	否	14150	505	高发
不善	buuj	1	3	不	b␣uju␣	6	1.44	否	16186	1446	不失时机、巴氏杀菌
暴发	bcfa	2	2	发	bcb␣f␣	6	1.44	否	19063	523	爆发
没辙	mwve	1	1	没	m␣vee␣	6	1.44	否	19518	422	
练就	lmjq	1	2	就	lmi␣j␣	6	1.44	否	19810	708	恋旧
小泉	xnqr	1	2	小	x␣qrd␣	6	1.44	否	20038	198	小圈
哨所	ucso	1	1	所	uct␣s␣	6	1.44	否	22280	206	
不灵	bulk	1	1	不	b␣lkp␣	6	1.44	否	23765	540	
毫发	hcfa	1	1	发	hce␣f␣	6	1.44	否	24183	397	
小舅	xnjq	2	2	小	x␣jqd␣	6	1.44	否	36319	318	小酒
我妹	womw	1	1	我	w␣mws␣	6	1.44	否	47023	59	
举人	jurf	2	2	人	juy␣r␣	6	1.44	否	48967	497	巨人
狼人	lhrf	1	2	人	lho␣r␣	6	1.44	否	52987	1271	浪人
歹人	ddrf	3	3	人	ddr␣r␣	6	1.44	否	58940	271	待人、带人
重发	isfa	1	1	发	vsc␣f␣	6	1.44	否	59193	310	
才艺	cdyi	2	2	才	c␣yim␣	6	1.44	否	59503	415	猜疑
人堆	rfdv	1	1	人	r␣dvq␣	6	1.44	否	66554	506	
这件	vejm	1	2	这	v␣jmk␣	6	1.44	否	70025	6062	这间
闪人	ujrf	1	1	人	ujn␣r␣	6	1.44	否	85887	55	
违和	wwhe	3	3	和	wwx␣h␣	6	1.44	否	89114	285	为何、威吓
文才	wfcd	2	2	才	wfe␣c␣	6	1.44	否	111921	300	文采
重拍	ispd	1	2	拍	vsc␣p␣	6	1.44	否	135313	438	重排
街拍	jppd	2	2	拍	jpk␣p␣	6	1.44	否	136006	210	节拍
发硬	fayk	1	1	发	f␣ykx␣	6	1.44	否	152080	59	
小酒	xnjq	1	2	小	x␣jqa␣	6	1.44	否	205405	0	小舅
吃酒	iijq	2	2	吃	i␣jqa␣	6	1.44	否	278347	408	持久
吵人	icrf	2	2	人	ict␣r␣	6	1.44	否	355060	198	超人
发句	faju	1	1	发	f␣jun␣	6	1.44	否	366947	59	
胎发	tdfa	1	1	发	tdz␣f␣	6	1.44	否	400060	208	
这间	vejm	2	2	这	v␣jmn␣	6	1.44	否	500638	1271	这件
起卦	qigx	1	1	起	q␣gxq␣	6	1.44	否	600362	303	
发威	faww	2	2	发	f␣wwv␣	6	1.44	否	606211	332	乏味
偏小	pmxn	1	1	小	pmk␣x␣	6	1.44	否	1003111	292	
咋不	zabu	1	1	不	zat␣b␣	6	1.44	否	1007920	65	
堆在	dvzd	1	1	在	dvq␣z␣	6	1.44	否	1009242	441	
尚在	uhzd	1	2	在	uhy␣z␣	6	1.44	否	1011458	688	上载
废了	fwle	1	3	了	fwc␣l␣	6	1.44	否	1012428	0	费了、飞了
抡起	lyqi	1	2	起	lyo␣q␣	6	1.44	否	1015229	66	论起
抹在	mozd	1	1	在	moo␣z␣	6	1.44	否	1015360	59	
拦在	ljzd	1	1	在	ljo␣z␣	6	1.44	否	1015655	59	
照在	vczd	1	1	在	vcb␣z␣	6	1.44	否	1021802	1057	
爽了	ulle	1	1	了	uly␣l␣	6	1.44	否	1022027	4518	
痛啊	tsaa	1	1	啊	tsc␣a␣	6	1.44	否	1023093	59	
盖起	gdqi	2	2	起	gdr␣q␣	6	1.44	否	1023323	65	改期
看罢	kjba	2	2	看	k␣baq␣	6	1.44	否	1023509	64	看吧
腾起	tgqi	1	1	起	tgz␣q␣	6	1.44	否	1026627	776	
苦了	kule	2	2	了	kum␣l␣	6	1.44	否	1027011	1248	哭了
跪了	gvle	2	2	了	gvs␣l␣	6	1.44	否	1029723	817	贵了
酬和	izhe	1	1	和	ize␣h␣	6	1.44	否	1031464	0	
飘在	pnzd	1	1	在	pne␣z␣	6	1.44	否	1033101	59	
真是	vfui	1	3	是	vf␣u␣	5	1.45	否	297	13462	真实、阵势
有关	yzgr	1	4	有	y␣gr␣	5	1.45	否	388	10015	攸关、油罐、油管
和平	hepk	1	1	和	h␣pk␣	5	1.45	否	634	3486	
算是	srui	1	2	是	sr␣u␣	5	1.45	否	849	8902	算式
小学	xnxt	1	3	小	x␣xt␣	5	1.45	否	1684	3055	小雪、小穴
特有	teyz	1	2	有	te␣y␣	5	1.45	否	6225	880	特优
应有	ykyz	2	2	有	yk␣y␣	5	1.45	否	6439	618	应由
从不	csbu	1	1	不	cs␣b␣	5	1.45	否	6909	4101	
小样	xnyh	1	1	小	x␣yh␣	5	1.45	否	7868	356	
真人	vfrf	1	1	人	vf␣r␣	5	1.45	否	8317	1551	
不曾	bucg	1	1	不	b␣cg␣	5	1.45	否	8918	4513	
常人	ihrf	1	2	人	ih␣r␣	5	1.45	否	9219	2087	常任
小菜	xncd	1	2	小	x␣cd␣	5	1.45	否	10210	540	小财
高人	gcrf	1	1	人	gc␣r␣	5	1.45	否	16300	2173	
看着	kjve	1	1	看	k␣ve␣	5	1.45	否	25224	31292	
浪人	lhrf	2	2	人	lh␣r␣	5	1.45	否	25581	382	狼人
发色	fase	1	1	发	f␣se␣	5	1.45	否	32821	67	
起头	qitz	1	2	起	q␣tz␣	5	1.45	否	36689	2730	齐头
增发	zgfa	1	1	发	zg␣f␣	5	1.45	否	42905	288	
这本	vebf	1	3	这	v␣bf␣	5	1.45	否	44454	1998	卓尔不凡、折本
他真	tavf	1	1	他	t␣vf␣	5	1.45	否	52817	1526	
人帅	rfuk	1	1	人	r␣uk␣	5	1.45	否	68138	303	
在学	zdxt	1	1	在	z␣xt␣	5	1.45	否	80124	2215	
不着	buve	2	2	不	b␣ve␣	5	1.45	否	101096	59	不杀之恩
归人	gvrf	2	2	人	gv␣r␣	5	1.45	否	114396	413	贵人
小忙	xnmh	1	1	小	x␣mh␣	5	1.45	否	136471	64	
发到	fadc	1	1	发	f␣dc␣	5	1.45	否	144731	813	
困人	kyrf	1	1	人	ky␣r␣	5	1.45	否	193953	304	
不疼	butg	1	1	不	b␣tg␣	5	1.45	否	236105	102	
没得	mwde	2	2	没	m␣de␣	5	1.45	否	241390	876	美德
他忙	tamh	1	1	他	t␣mh␣	5	1.45	否	438071	59	
没菜	mwcd	1	1	没	m␣cd␣	5	1.45	否	685927	59	
你被	nibw	1	1	你	n␣bw␣	5	1.45	否	884006	83	
常在	ihzd	1	1	在	ih␣z␣	5	1.45	否	919578	193	
没算	mwsr	1	1	没	m␣sr␣	5	1.45	否	948144	59	
没选	mwxr	1	1	没	m␣xr␣	5	1.45	否	948213	59	
而归	ergv	1	1	而	e␣gv␣	5	1.45	否	968732	727	
风起	fgqi	2	2	起	fg␣q␣	5	1.45	否	994637	113	风气
关起	grqi	2	2	起	gr␣q␣	5	1.45	否	1003883	80	官气
吃菜	iicd	1	2	吃	i␣cd␣	5	1.45	否	1007376	373	愁肠寸断
困在	kyzd	1	3	在	ky␣z␣	5	1.45	否	1008834	1232	稛载、稇载
怎是	zfui	1	1	是	zf␣u␣	5	1.45	否	1013612	61	
所列	solp	1	1	所	s␣lp␣	5	1.45	否	1014508	602	
拍到	pddc	1	3	拍	p␣dc␣	5	1.45	否	1015533	641	排到、派到
挂在	gxzd	1	2	在	gx␣z␣	5	1.45	否	1015813	2606	挂载
本就	bfjq	1	1	就	bf␣j␣	5	1.45	否	1018814	4837	
算在	srzd	1	1	在	sr␣z␣	5	1.45	否	1024894	59	
给我	gwwo	1	1	我	gw␣w␣	5	1.45	否	1025474	17440	
落在	lazd	1	1	在	lo␣z␣	5	1.45	否	1027252	6112	
落在	lozd	1	1	在	lo␣z␣	5	1.45	否	1027252	6112	
连在	lmzd	2	2	在	lm␣z␣	5	1.45	否	1030619	641	连载
原有	yryz	1	2	有	yrc␣y␣	6	1.46	否	6391	1120	缘由
吃苦	iiku	1	1	吃	i␣kum␣	6	1.46	否	10066	1416	
文人	wfrf	1	2	人	wfe␣r␣	6	1.46	否	13086	1027	闻人
和善	heuj	1	2	和	h␣uju␣	6	1.46	否	13735	941	河山
飞人	fwrf	2	3	人	fwb␣r␣	6	1.46	否	16578	266	废人、非人
英才	ykcd	1	2	才	ykm␣c␣	6	1.46	否	18523	450	硬菜
重在	vszd	1	1	在	vsc␣z␣	6	1.46	否	23082	666	
专有	vryz	2	2	有	vrp␣y␣	6	1.46	否	25248	430	转悠
哇哦	waoo	1	1	哦	wat␣o␣	6	1.46	否	27059	382	
不悦	buyt	1	4	不	b␣ytv␣	6	1.46	否	29968	1087	不是冤家不聚头、不约、不善言谈
小件	xnjm	3	3	小	x␣jmk␣	6	1.46	否	31376	265	削减、消减
发酸	fasr	1	1	发	f␣sre␣	6	1.46	否	32017	460	
才俊	cdjy	3	3	才	c␣jyk␣	6	1.46	否	34297	355	裁军、惨淡经营
发文	fawf	2	3	发	f␣wfe␣	6	1.46	否	38259	757	发问、〖发文〗: 剪贴板文章-----第1段
小苗	xnmn	1	1	小	x␣mnm␣	6	1.46	否	38396	251	
人妖	rfyc	1	1	人	r␣ycs␣	6	1.46	否	50499	362	
哦耶	ooye	2	2	哦	o␣yex␣	6	1.46	否	65506	61	噢耶
发轫	farf	2	2	发	f␣rfe␣	6	1.46	否	69045	210	法人
吃荤	iihy	1	2	吃	i␣hym␣	6	1.46	否	82236	217	常常会有
不醉	buzv	1	3	不	b␣zve␣	6	1.46	否	101111	59	表示尊重、背水作战
雄起	xsqi	2	2	起	xsc␣q␣	6	1.46	否	139134	221	凶器
发苦	faku	1	1	发	f␣kum␣	6	1.46	否	154134	59	
骚人	scrf	1	1	人	scv␣r␣	6	1.46	否	159726	210	
这段	vedr	1	2	这	v␣drf␣	6	1.46	否	162207	3711	折断
尚有	uhyz	1	2	有	uhy␣y␣	6	1.46	否	167027	861	上游
咋个	zage	1	1	个	zat␣g␣	6	1.46	否	242138	208	
发油	fayz	1	1	发	f␣yza␣	6	1.46	否	283623	208	
发件	fajm	1	1	发	f␣jmk␣	6	1.46	否	289668	381	
舍我	uewo	1	1	我	uex␣w␣	6	1.46	否	299925	59	
咋的	zade	1	1	的	zat␣d␣	6	1.46	否	510322	59	
有责	yzze	1	1	有	y␣zer␣	6	1.46	否	549820	997	
咋没	zamw	1	1	没	zat␣m␣	6	1.46	否	800964	59	
发骚	fasc	1	1	发	f␣scv␣	6	1.46	否	1006876	193	
吃饱	iibc	1	1	吃	i␣bcw␣	6	1.46	否	1007389	1027	
撩人	lnrf	1	1	人	lno␣r␣	6	1.46	否	1016943	397	
焉有	yjyz	1	2	有	yjs␣y␣	6	1.46	否	1021764	255	研友
疯了	fgle	1	2	了	fgc␣l␣	6	1.46	否	1023057	2425	封了
瘸了	qtle	2	2	了	qtc␣l␣	6	1.46	否	1023131	53	缺了
短了	drle	2	3	了	drg␣l␣	6	1.46	否	1023810	59	断了、端了
缺了	qtle	1	2	了	qtv␣l␣	6	1.46	否	1025686	81	瘸了
踩在	cdzd	1	1	在	cds␣z␣	6	1.46	否	1029843	1082	
蹭吃	cgii	1	1	吃	cgs␣i␣	6	1.46	否	1029904	60	
拍呗	pdbd	1	1	拍	p␣bwt␣	6	1.46	否	0	0	
而我	erwo	1	2	而我	e␣w␣	4	1.467	否	313039	3715	耳蜗
头发	tzfa	1	1	发	tz␣f␣	5	1.475	否	309	6838	
军人	jyrf	1	1	人	jy␣r␣	5	1.475	否	3005	1901	
从没	csmw	1	1	没	cs␣m␣	5	1.475	否	3060	2130	
人选	rfxr	1	2	人	r␣xr␣	5	1.475	否	3862	1158	任选
有着	yzve	1	3	有	y␣ve␣	5	1.475	否	4039	18463	悠着、由着
从小	csxn	1	1	小	cs␣x␣	5	1.475	否	6222	2920	
我军	wojy	1	1	我	w␣jy␣	5	1.475	否	8552	838	
所得	sode	1	1	所	s␣de␣	5	1.475	否	9516	1840	
总和	zshe	2	2	和	zs␣h␣	5	1.475	否	10046	1037	综合
看头	kjtz	2	3	看	k␣tz␣	5	1.475	否	15877	1748	看透、砍头
选人	xrrf	1	2	人	xr␣r␣	5	1.475	否	16086	600	选任
和风	hefg	1	1	和	h␣fg␣	5	1.475	否	22862	1071	
我得	wodw	1	1	我	w␣de␣	5	1.475	否	32379	1450	
再有	zdyz	1	1	有	zd␣y␣	5	1.475	否	32397	349	
常有	ihyz	1	2	有	ih␣y␣	5	1.475	否	33610	2061	畅游
不外	buwd	1	1	不	b␣wd␣	5	1.475	否	33955	527	
这套	vetc	1	1	这	v␣tc␣	5	1.475	否	59879	1078	
我见	wojm	1	1	我	w␣jm␣	5	1.475	否	75662	1473	
人样	rfyh	2	2	人	r␣yh␣	5	1.475	否	82471	393	认养
秦人	qbrf	2	2	人	qb␣r␣	5	1.475	否	94358	57	亲人
小风	xnfg	1	2	小	x␣fg␣	5	1.475	否	98720	274	校风
所学	soxt	1	1	所	s␣xt␣	5	1.475	否	109598	850	
这头	vetz	1	1	这	v␣tz␣	5	1.475	否	147952	1117	
小本	xnbf	1	2	小	x␣bf␣	5	1.475	否	155369	457	校本
有风	yzfg	1	2	有	y␣fg␣	5	1.475	否	172144	1368	油封
而论	erly	1	2	而	e␣ly␣	5	1.475	否	242201	502	二轮
真我	vfwo	1	1	我	vf␣w␣	5	1.475	否	387226	435	
太有	tdyz	1	1	有	td␣y␣	5	1.475	否	408913	523	
发团	fatr	1	1	发	f␣tr␣	5	1.475	否	458910	59	
搜人	szrf	1	1	人	sz␣r␣	5	1.475	否	489807	367	
人到	rfdc	2	2	人	r␣dc␣	5	1.475	否	1002011	59	人道
仍在	rgzd	1	2	在	rg␣z␣	5	1.475	否	1002132	1691	扔在
仍是	rgui	1	1	是	rg␣u␣	5	1.475	否	1002145	2533	
列在	lpzd	1	1	在	lp␣z␣	5	1.475	否	1004968	70	
吃着	iive	1	1	吃	i␣ve␣	5	1.475	否	1007366	1466	
拍着	pdve	2	2	拍	p␣ve␣	5	1.475	否	1015548	1307	排着
挖人	warf	1	2	人	wa␣r␣	5	1.475	否	1015912	326	蛙人
曾是	cgui	1	1	是	cg␣u␣	5	1.475	否	1018428	1153	
真有	vfyz	1	1	有	vf␣y␣	5	1.475	否	1023578	2190	
砸在	zazd	1	1	在	za␣z␣	5	1.475	否	1023928	302	
而与	eryu	2	2	而	e␣yu␣	5	1.475	否	1025944	561	耳语
众人	vsrf	1	2	人	vsx␣r␣	6	1.48	否	2152	8961	重任
人间	rfjm	1	1	人	r␣jmn␣	6	1.48	否	2200	4817	
小妞	xnnq	1	2	小	x␣nqs␣	6	1.48	否	3776	573	小牛
而言	eryj	1	1	而	e␣yjf␣	6	1.48	否	4099	5486	
贱人	jmrf	2	3	人	jmj␣r␣	6	1.48	否	4695	846	坚韧、兼任
人文	rfwf	1	1	人	r␣wfe␣	6	1.48	否	6465	1090	
不轨	bugv	2	3	不	b␣gve␣	6	1.48	否	26938	412	不贵、备受关注
小泽	xnze	1	1	小	x␣zea␣	6	1.48	否	41331	205	
人伦	rfly	1	1	人	r␣lyk␣	6	1.48	否	42086	1453	
这层	vecg	1	1	这	v␣cgb␣	6	1.48	否	43473	562	
雄才	xscd	1	2	才	xsc␣c␣	6	1.48	否	47969	268	迅速采取行动
小众	xnvs	3	3	小	x␣vsx␣	6	1.48	否	52921	351	消肿、效忠
有违	yzww	3	3	有	y␣wwx␣	6	1.48	否	56218	625	尤为、有位
备有	bwyz	1	1	有	bwq␣y␣	6	1.48	否	86963	377	
有段	yzdr	2	2	有	y␣drf␣	6	1.48	否	106021	59	右端
小段	xndr	1	1	小	x␣drf␣	6	1.48	否	122210	478	
醉人	zvrf	2	2	人	zve␣r␣	6	1.48	否	148867	553	罪人
俊才	jycd	1	2	才	jyk␣c␣	6	1.48	否	153942	313	精于此道
不爽	buul	1	2	不	b␣uly␣	6	1.48	否	236134	1623	摆事实讲道理
这篇	vepm	2	2	这	v␣pmh␣	6	1.48	否	248200	1432	这片
这篇	vwpm	1	1	这	v␣pmh␣	6	1.48	否	248200	1432	
没醉	mwzv	1	2	没	m␣zve␣	6	1.48	否	520894	59	目无尊长
人耳	rfer	2	2	人	r␣erx␣	6	1.48	否	535911	583	人儿
著有	vuyz	2	2	有	vum␣y␣	6	1.48	否	701687	295	猪油
捡起	jmqi	1	2	起	jmo␣q␣	6	1.48	否	1016180	1476	剑气
爽啊	ulaa	1	1	啊	uly␣a␣	6	1.48	否	1022034	59	
爽的	ulde	1	1	的	uly␣d␣	6	1.48	否	1022052	367	
盖在	gdzd	1	2	在	gdr␣z␣	6	1.48	否	1023314	59	跪倒在地
退了	tvle	1	1	了	tvs␣l␣	6	1.48	否	1030732	2713	
逃了	tcle	1	1	了	tca␣l␣	6	1.48	否	1030849	510	
饶了	rcle	1	1	了	rcw␣l␣	6	1.48	否	1033201	553	
正在	vgzd	1	1	在	vg␣z␣	5	1.5	否	185	12486	
本人	bfrf	1	2	人	bf␣r␣	5	1.5	否	1473	3693	笨人
转发	vrfa	1	1	发	vr␣f␣	5	1.5	否	1954	730	
正是	vgui	3	3	是	vg␣u␣	5	1.5	否	2347	8792	正式、证实
发疯	fafg	1	1	发	f␣fgc␣	6	1.5	否	3419	1108	
短发	drfa	1	1	发	drg␣f␣	6	1.5	否	3686	911	
证人	vgrf	1	2	人	vgf␣r␣	6	1.5	否	4237	2972	整人
外人	wdrf	1	1	人	wd␣r␣	5	1.5	否	6289	2563	
小腿	xntv	1	2	小	x␣tvz␣	6	1.5	否	7069	962	消退
外在	wdzd	1	1	在	wd␣z␣	5	1.5	否	9559	1402	
不测	buce	1	1	不	b␣ce␣	5	1.5	否	20208	448	
废人	fwrf	1	3	人	fwc␣r␣	6	1.5	否	20396	587	飞人、非人
人烟	rfyj	1	2	人	r␣yjp␣	6	1.5	否	21851	588	人眼
在建	zdjm	2	3	在	z␣jmp␣	6	1.5	否	22146	763	再见、До свидания
短小	drxn	1	2	小	drg␣x␣	6	1.5	否	25648	408	短效
有轨	yzgv	2	3	有	y␣gve␣	6	1.5	否	31106	208	有鬼、有则改之
发证	favg	1	1	发	f␣vgf␣	6	1.5	否	35800	363	
人本	rfbf	1	1	人	r␣bf␣	5	1.5	否	36029	866	
小舟	xnvz	2	2	小	x␣vze␣	6	1.5	否	36936	107	小周
木有	muyz	1	1	有	mu␣y␣	5	1.5	否	42426	69	
在外	zdwd	1	2	在	z␣wd␣	5	1.5	否	51531	3933	最低温度
蛙人	warf	2	2	人	wag␣r␣	6	1.5	否	51714	0	挖人
