根	音节	字对	位置	首末同时	权重	字1分读音频次	字2分读音频次	字1整字频次排名	字2整字频次排名	字1待分配	字2待分配
里	li	醴—锂	末根	False	0	0	29	7553	3963	0	0
里	li	醴—鲤	末根	False	0	0	51	7553	3680	0	0
丽	li	丽—吏	首根	False	23	8674	23	605	4058	2330	0
丽	li	吏—鹂	首根	False	1	23	1	4058	5282	0	0
丽	li	吏—逦	首根	False	0	23	0	4058	7464	0	0
丽	li	吏—郦	首根	False	0	23	0	4058	7506	0	0
五	wu	五—武	首根	False	6442	11527	6442	540	859	719	74
五	wu	吾—武	首根	False	248	248	6442	2754	859	1	74
五	wu	五—鹉	首根	False	131	11527	131	540	3137	719	0
五	wu	吾—鹉	首根	False	131	248	131	2754	3137	1	0
五	wu	武—郚	首根	False	0	6442	0	859	7501	74	0
五	wu	郚—鹉	首根	False	0	0	131	7501	3137	0	0
五	yu	与—敔	首根	False	0	17257	0	407	5989	5	0
五	yu	敔—欤	首根	False	0	0	0	5989	6175	0	0
白	jie	借—皆	末根	False	549	5113	549	976	2313	0	0
白	yao	夭—邀	首根	False	138	138	3066	3093	1251	0	0
白	zhe	着—褶	末根	False	117	105737	117	70	3193	2833	0
白	zhe	者—褶	末根	False	117	42148	117	193	3193	97	0
白	jie	皆—藉	末根	False	61	549	61	2313	2685	0	127
白	xu	旭—蓿	末根	False	27	102	27	3246	3987	5	0
白	xu	绪—蓿	末根	False	27	2527	27	1351	3987	31	0
白	yi	熠—诣	末根	False	22	58	22	3583	4033	0	3
白	xi	惜—皙	末根	False	9	2384	9	1395	4459	0	0
白	xi	昔—皙	末根	False	9	273	9	2719	4459	0	0
白	gao	皋—睾	首根	False	6	6	277	4596	2678	0	11
白	zhe	褶—锗	末根	False	4	117	4	3193	4773	0	0
白	zhe	褶—赭	末根	False	2	117	2	3193	4851	0	1
白	ao	岙—翱	首根	False	0	0	58	5766	3587	0	0
白	jie	借—喈	末根	False	0	5113	0	976	5549	0	0
白	jie	借—楷	末根	False	0	5113	0	976	3701	0	1
白	jie	借—湝	末根	False	0	5113	0	976	6311	0	0
白	jie	喈—藉	末根	False	0	0	61	5549	2685	0	127
白	jie	楷—藉	末根	False	0	0	61	3701	2685	1	127
白	jie	湝—藉	末根	False	0	0	61	6311	2685	0	127
白	shi	嗜—奭	末根	False	0	309	0	2638	5684	0	0
白	shi	嗜—襫	末根	False	0	309	0	2638	7322	0	0
白	shi	奭—蓍	末根	False	0	0	2	5684	4966	0	0
白	shi	蓍—襫	末根	False	0	2	0	4966	7322	0	0
白	xi	嶍—惜	末根	False	0	0	2384	5822	1395	0	0
白	xi	嶍—昔	末根	False	0	0	273	5822	2719	0	0
白	xi	惜—鳛	末根	False	0	2384	0	1395	7828	0	0
白	xi	昔—鳛	末根	False	0	273	0	2719	7828	0	0
白	zhe	啫—褶	末根	False	0	0	117	4636	3193	5	0
白	zhe	晢—褶	末根	False	0	0	117	6032	3193	0	0
自	xi	息—系	首根	False	19104	19104	29193	367	268	2	131
自	zan	咱—暂	末根	False	2571	7352	2571	800	1348	0	1
自	bi	币—鼻	首根	False	1239	1239	2369	1818	1398	1	4
自	zan	咱—簪	末根	False	15	7352	15	800	4255	0	0
自	hou	后—齁	首根	True	0	109848	0	75	7899	67	0
自	hou	垕—齁	首根	False	0	0	0	5603	7899	0	0
自	hou	逅—齁	首根	False	0	70	0	3482	7899	0	0
自	hou	郈—齁	首根	False	0	0	0	7496	7899	0	0
自	ji	垍—稽	末根	False	0	0	533	5599	2307	0	23
自	ji	垍—籍	末根	False	0	0	357	5599	2562	0	0
自	ji	垍—耤	末根	False	0	0	0	5599	6977	0	0
自	ji	垍—藉	末根	False	0	0	98	5599	2685	0	127
自	ji	洎—稽	末根	False	0	0	533	6235	2307	0	23
自	ji	洎—籍	末根	False	0	0	357	6235	2562	0	0
自	ji	洎—耤	末根	False	0	0	0	6235	6977	0	0
自	ji	洎—藉	末根	False	0	0	98	6235	2685	0	127
自	zan	咱—昝	末根	False	0	7352	0	800	6016	0	0
自	zan	咱—糌	末根	False	0	7352	0	800	6883	0	0
臼	yan	延—鼹	首根	False	82	1811	82	1562	3390	10	0
臼	yu	禹—臾	首根	False	1	4	1	4740	5160	0	0
臼	yu	臾—舆	首根	False	1	1	75	5160	3433	0	0
臼	xi	系—舄	首根	False	0	29193	0	268	7029	131	0
臼	xi	系—鼷	首根	False	0	29193	0	268	7897	131	0
臼	yan	殷—鼹	首根	False	0	0	82	3439	3390	18	0
臼	yu	禹—舁	首根	False	0	4	0	4740	7027	0	0
臼	yu	臾—鄅	首根	False	0	1	0	5160	7516	0	0
臼	yu	舁—舆	首根	False	0	0	75	7027	3433	0	0
臼	yu	舁—鄅	首根	False	0	0	0	7027	7516	0	0
又	jin	仅—尽	末根	False	7927	7927	15456	751	448	0	6
又	shu	书—叔	末根	False	5415	13244	5415	503	945	116	4
又	shu	叔—术	末根	False	5415	5415	12677	945	522	4	167
又	huan	环—缓	末根	False	1147	4838	1147	1012	1866	10	3
又	han	寒—汉	末根	False	615	615	4298	2241	1006	5	576
又	bao	报—豹	末根	False	501	21778	501	332	2365	127	0
又	shu	书—淑	末根	False	404	13244	404	503	2479	116	14
又	shu	术—淑	末根	False	404	12677	404	522	2479	167	14
又	jin	尽—浸	末根	False	402	15456	402	448	2496	6	0
又	jin	仅—烬	末根	False	137	7927	137	751	3102	0	0
又	jin	浸—烬	末根	False	137	402	137	2496	3102	0	0
又	yu	於—驭	末根	False	127	258	127	2742	3155	0	0
又	yu	淤—驭	末根	False	127	198	127	2864	3155	0	0
又	yu	瘀—驭	末根	False	127	190	127	2895	3155	0	0
又	shu	叔—沭	末根	False	7	5415	7	945	4541	4	0
又	shu	沭—淑	末根	True	7	7	404	4541	2479	0	14
又	shu	叔—戍	末根	False	4	5415	4	945	4656	4	1
又	shu	戍—淑	末根	False	4	4	404	4656	2479	1	14
又	huan	环—锾	末根	False	1	4838	1	1012	5245	10	0
又	bao	报—趵	末根	False	0	21778	0	332	7405	127	0
又	chu	俶—怵	末根	False	0	0	5	5421	4654	0	0
又	chu	怵—琡	末根	False	0	5	0	4654	6561	0	0
又	fu	服—祓	末根	False	0	24247	0	308	6770	32	0
又	fu	服—绂	末根	False	0	24247	0	308	6903	32	0
又	fu	服—罘	末根	False	0	24247	0	308	6931	32	0
又	fu	服—芣	末根	False	0	24247	0	308	7065	32	0
又	fu	服—韨	末根	False	0	24247	0	308	7696	32	0
又	fu	服—黻	末根	False	0	24247	0	308	7884	32	0
又	fu	祓—菔	末根	False	0	0	0	6770	7132	0	0
又	fu	绂—菔	末根	False	0	0	0	6903	7132	0	0
又	fu	罘—菔	末根	False	0	0	0	6931	7132	0	0
又	fu	芣—菔	末根	True	0	0	0	7065	7132	0	0
又	fu	菔—韨	末根	False	0	0	0	7132	7696	0	0
又	fu	菔—黻	末根	False	0	0	0	7132	7884	0	0
又	huan	㬊—环	末根	False	0	0	4838	5311	1012	0	10
又	ji	伎—戢	末根	False	0	242	0	2767	5933	0	0
又	ji	伎—蕺	末根	False	0	242	0	2767	7201	0	0
又	ji	妓—戢	末根	False	0	1709	0	1609	5933	0	0
又	ji	妓—蕺	末根	False	0	1709	0	1609	7201	0	0
又	ji	寂—戢	末根	False	0	715	0	2144	5933	0	0
又	ji	寂—蕺	末根	False	0	715	0	2144	7201	0	0
又	ji	屐—戢	末根	False	0	31	0	3912	5933	0	0
又	ji	屐—蕺	末根	False	0	31	0	3912	7201	0	0
又	ji	戢—技	末根	False	0	0	5226	5933	966	0	7
又	ji	戢—芰	末根	False	0	0	0	5933	7070	0	0
又	ji	技—蕺	末根	False	0	5226	0	966	7201	7	0
又	ji	芰—蕺	末根	True	0	0	0	7070	7201	0	0
又	jin	仅—浕	末根	False	0	7927	0	751	6261	0	0
又	jin	仅—荩	末根	False	0	7927	0	751	7114	0	0
又	jin	仅—赆	末根	False	0	7927	0	751	7389	0	0
又	jin	尽—祲	末根	False	0	15456	0	448	6775	6	0
又	jin	浕—浸	末根	True	0	0	402	6261	2496	0	0
又	jin	浕—祲	末根	False	0	0	0	6261	6775	0	0
又	jin	浸—荩	末根	False	0	402	0	2496	7114	0	0
又	jin	浸—赆	末根	False	0	402	0	2496	7389	0	0
又	jin	烬—祲	末根	False	0	137	0	3102	6775	0	0
又	jin	祲—荩	末根	False	0	0	0	6775	7114	0	0
又	jin	祲—赆	末根	False	0	0	0	6775	7389	0	0
又	ju	娵—聚	末根	False	0	0	4526	5704	1033	0	59
又	jue	孓—攫	末根	False	0	0	30	5743	3938	0	0
又	jue	孓—玃	末根	False	0	0	0	5743	6505	0	0
又	jue	孓—矍	末根	False	0	0	1	5743	5127	0	0
又	shu	书—婌	末根	False	0	13244	0	503	4441	116	9
又	shu	书—菽	末根	False	0	13244	0	503	7139	116	0
又	shu	叔—秫	末根	False	0	5415	0	945	6787	4	0
又	shu	叔—𬬸	末根	False	0	5415	0	945	8058	4	0
又	shu	婌—戍	末根	False	0	0	4	4441	4656	9	1
又	shu	婌—术	末根	False	0	0	12677	4441	522	9	167
又	shu	婌—沭	末根	False	0	0	7	4441	4541	9	0
又	shu	婌—秫	末根	False	0	0	0	4441	6787	9	0
又	shu	婌—𬬸	末根	False	0	0	0	4441	8058	9	0
又	shu	戍—菽	末根	False	0	4	0	4656	7139	1	0
又	shu	术—菽	末根	False	0	12677	0	522	7139	167	0
又	shu	沭—菽	末根	False	0	7	0	4541	7139	0	0
又	shu	淑—秫	末根	False	0	404	0	2479	6787	14	0
又	shu	淑—𬬸	末根	False	0	404	0	2479	8058	14	0
又	shu	秫—菽	末根	False	0	0	0	6787	7139	0	0
又	shu	菽—𬬸	末根	False	0	0	0	7139	8058	0	0
又	xu	㳚—叙	末根	False	0	0	366	5320	2553	0	0
又	xu	㳚—溆	末根	True	0	0	0	5320	6317	0	0
又	yue	彟—约	末根	False	0	0	21393	5870	322	0	1374
又	zhuo	叕—汋	末根	False	0	0	0	5514	6206	0	0
又	zhuo	叕—灼	末根	False	0	0	164	5514	2998	0	0
又	zhuo	叕—酌	末根	False	0	0	58	5514	3590	0	0
攵	jiao	交—教	末根	False	19517	19517	21741	357	335	102	27
攵	xiao	效—校	末根	False	5724	5724	13011	913	514	44	31
攵	jiao	教—较	末根	False	4137	21741	4137	335	1081	27	0
攵	jiao	教—胶	末根	False	1505	21741	1505	335	1688	27	13
攵	jiao	教—狡	末根	False	481	21741	481	335	2382	27	3
攵	jiao	教—跤	末根	False	416	21741	416	335	2480	27	0
攵	jiao	教—绞	末根	False	364	21741	364	335	2519	27	26
攵	jiao	交—缴	末根	False	284	19517	284	357	2695	102	0
攵	jiao	狡—缴	末根	False	284	481	284	2382	2695	3	0
攵	jiao	绞—缴	末根	True	284	364	284	2519	2695	26	0
攵	jiao	缴—胶	末根	False	284	284	1505	2695	1688	0	13
攵	jiao	缴—跤	末根	False	284	284	416	2695	2480	0	0
攵	jiao	缴—较	末根	False	284	284	4137	2695	1081	0	0
攵	fu	敷—父	末根	False	245	245	22057	2759	330	0	8
攵	shu	数—枢	末根	False	116	14603	116	464	3196	151	0
攵	jiao	教—饺	末根	False	87	21741	87	335	3340	27	3
攵	jiao	缴—饺	末根	False	87	284	87	2695	3340	0	3
攵	jiao	佼—教	末根	False	86	86	21741	3357	335	0	27
攵	jiao	佼—缴	末根	False	86	86	284	3357	2695	0	0
攵	jiao	教—校	末根	False	80	21741	80	335	514	27	31
攵	jiao	校—缴	末根	False	80	80	284	514	2695	31	0
攵	jiao	教—铰	末根	False	18	21741	18	335	4178	27	0
攵	jiao	缴—铰	末根	False	18	284	18	2695	4178	0	0
攵	jiao	教—皎	末根	False	11	21741	11	335	4375	27	0
攵	jiao	皎—缴	末根	False	11	11	284	4375	2695	0	0
攵	jiao	教—鲛	末根	False	8	21741	8	335	4397	27	3
攵	jiao	缴—鲛	末根	False	8	284	8	2695	4397	0	3
攵	jiao	姣—教	末根	False	6	6	21741	4578	335	0	27
攵	jiao	姣—缴	末根	False	6	6	284	4578	2695	0	0
攵	sa	撒—飒	末根	False	6	6938	6	820	4622	157	0
攵	jiao	教—蛟	末根	False	5	21741	5	335	4683	27	0
攵	jiao	缴—蛟	末根	False	5	284	5	2695	4683	0	0
攵	xiao	校—筱	末根	False	4	13011	4	514	4254	31	11
攵	lian	奁—敛	末根	False	1	1	112	5048	3219	0	0
攵	fu	㕮—敷	末根	False	0	0	245	5294	2759	0	0
攵	fu	㳇—敷	末根	False	0	0	245	5318	2759	0	0
攵	jiao	交—徼	末根	False	0	19517	0	357	5876	102	0
攵	jiao	交—敫	末根	False	0	19517	0	357	5991	102	0
攵	jiao	交—漖	末根	False	0	19517	0	357	6352	102	0
攵	jiao	交—璬	末根	False	0	19517	0	357	6602	102	0
攵	jiao	交—皦	末根	False	0	19517	0	357	6671	102	0
攵	jiao	佼—徼	末根	False	0	86	0	3357	5876	0	0
攵	jiao	佼—敫	末根	False	0	86	0	3357	5991	0	0
攵	jiao	佼—漖	末根	False	0	86	0	3357	6352	0	0
攵	jiao	佼—璬	末根	False	0	86	0	3357	6602	0	0
攵	jiao	佼—皦	末根	False	0	86	0	3357	6671	0	0
攵	jiao	姣—徼	末根	False	0	6	0	4578	5876	0	0
攵	jiao	姣—敫	末根	False	0	6	0	4578	5991	0	0
攵	jiao	姣—漖	末根	False	0	6	0	4578	6352	0	0
攵	jiao	姣—璬	末根	False	0	6	0	4578	6602	0	0
攵	jiao	姣—皦	末根	False	0	6	0	4578	6671	0	0
攵	jiao	峧—徼	末根	False	0	0	0	5786	5876	0	0
攵	jiao	峧—教	末根	False	0	0	21741	5786	335	0	27
攵	jiao	峧—敫	末根	False	0	0	0	5786	5991	0	0
攵	jiao	峧—漖	末根	False	0	0	0	5786	6352	0	0
攵	jiao	峧—璬	末根	False	0	0	0	5786	6602	0	0
攵	jiao	峧—皦	末根	False	0	0	0	5786	6671	0	0
攵	jiao	峧—缴	末根	False	0	0	284	5786	2695	0	0
攵	jiao	徼—恔	末根	False	0	0	0	5876	5894	0	0
攵	jiao	徼—校	末根	False	0	0	80	5876	514	0	31
攵	jiao	徼—狡	末根	False	0	0	481	5876	2382	0	3
攵	jiao	徼—皎	末根	False	0	0	11	5876	4375	0	0
攵	jiao	徼—绞	末根	False	0	0	364	5876	2519	0	26
攵	jiao	徼—胶	末根	False	0	0	1505	5876	1688	0	13
攵	jiao	徼—茭	末根	False	0	0	0	5876	7097	0	0
攵	jiao	徼—蛟	末根	False	0	0	5	5876	4683	0	0
攵	jiao	徼—跤	末根	False	0	0	416	5876	2480	0	0
攵	jiao	徼—较	末根	False	0	0	4137	5876	1081	0	0
攵	jiao	徼—铰	末根	False	0	0	18	5876	4178	0	0
攵	jiao	徼—饺	末根	False	0	0	87	5876	3340	0	3
攵	jiao	徼—鲛	末根	False	0	0	8	5876	4397	0	3
攵	jiao	恔—教	末根	False	0	0	21741	5894	335	0	27
攵	jiao	恔—敫	末根	False	0	0	0	5894	5991	0	0
攵	jiao	恔—漖	末根	False	0	0	0	5894	6352	0	0
攵	jiao	恔—璬	末根	False	0	0	0	5894	6602	0	0
攵	jiao	恔—皦	末根	False	0	0	0	5894	6671	0	0
攵	jiao	恔—缴	末根	False	0	0	284	5894	2695	0	0
攵	jiao	教—茭	末根	False	0	21741	0	335	7097	27	0
攵	jiao	敫—校	末根	False	0	0	80	5991	514	0	31
攵	jiao	敫—狡	末根	False	0	0	481	5991	2382	0	3
攵	jiao	敫—皎	末根	True	0	0	11	5991	4375	0	0
攵	jiao	敫—绞	末根	False	0	0	364	5991	2519	0	26
攵	jiao	敫—胶	末根	False	0	0	1505	5991	1688	0	13
攵	jiao	敫—茭	末根	False	0	0	0	5991	7097	0	0
攵	jiao	敫—蛟	末根	False	0	0	5	5991	4683	0	0
攵	jiao	敫—跤	末根	False	0	0	416	5991	2480	0	0
攵	jiao	敫—较	末根	False	0	0	4137	5991	1081	0	0
攵	jiao	敫—铰	末根	False	0	0	18	5991	4178	0	0
攵	jiao	敫—饺	末根	False	0	0	87	5991	3340	0	3
攵	jiao	敫—鲛	末根	False	0	0	8	5991	4397	0	3
攵	jiao	校—漖	末根	False	0	80	0	514	6352	31	0
攵	jiao	校—璬	末根	False	0	80	0	514	6602	31	0
攵	jiao	校—皦	末根	False	0	80	0	514	6671	31	0
攵	jiao	漖—狡	末根	False	0	0	481	6352	2382	0	3
攵	jiao	漖—皎	末根	False	0	0	11	6352	4375	0	0
攵	jiao	漖—绞	末根	False	0	0	364	6352	2519	0	26
攵	jiao	漖—胶	末根	False	0	0	1505	6352	1688	0	13
攵	jiao	漖—茭	末根	False	0	0	0	6352	7097	0	0
攵	jiao	漖—蛟	末根	False	0	0	5	6352	4683	0	0
攵	jiao	漖—跤	末根	False	0	0	416	6352	2480	0	0
攵	jiao	漖—较	末根	False	0	0	4137	6352	1081	0	0
攵	jiao	漖—铰	末根	False	0	0	18	6352	4178	0	0
攵	jiao	漖—饺	末根	False	0	0	87	6352	3340	0	3
攵	jiao	漖—鲛	末根	False	0	0	8	6352	4397	0	3
攵	jiao	狡—璬	末根	False	0	481	0	2382	6602	3	0
攵	jiao	狡—皦	末根	False	0	481	0	2382	6671	3	0
攵	jiao	璬—皎	末根	False	0	0	11	6602	4375	0	0
攵	jiao	璬—绞	末根	False	0	0	364	6602	2519	0	26
攵	jiao	璬—胶	末根	False	0	0	1505	6602	1688	0	13
攵	jiao	璬—茭	末根	False	0	0	0	6602	7097	0	0
攵	jiao	璬—蛟	末根	False	0	0	5	6602	4683	0	0
攵	jiao	璬—跤	末根	False	0	0	416	6602	2480	0	0
攵	jiao	璬—较	末根	False	0	0	4137	6602	1081	0	0
攵	jiao	璬—铰	末根	False	0	0	18	6602	4178	0	0
攵	jiao	璬—饺	末根	False	0	0	87	6602	3340	0	3
攵	jiao	璬—鲛	末根	False	0	0	8	6602	4397	0	3
攵	jiao	皎—皦	末根	True	0	11	0	4375	6671	0	0
攵	jiao	皦—绞	末根	False	0	0	364	6671	2519	0	26
攵	jiao	皦—胶	末根	False	0	0	1505	6671	1688	0	13
攵	jiao	皦—茭	末根	False	0	0	0	6671	7097	0	0
攵	jiao	皦—蛟	末根	False	0	0	5	6671	4683	0	0
攵	jiao	皦—跤	末根	False	0	0	416	6671	2480	0	0
攵	jiao	皦—较	末根	False	0	0	4137	6671	1081	0	0
攵	jiao	皦—铰	末根	False	0	0	18	6671	4178	0	0
攵	jiao	皦—饺	末根	False	0	0	87	6671	3340	0	3
攵	jiao	皦—鲛	末根	False	0	0	8	6671	4397	0	3
攵	jiao	缴—茭	末根	False	0	284	0	2695	7097	0	0
攵	jing	儆—粳	末根	False	0	42	0	3764	6879	0	0
攵	jing	敬—粳	末根	False	0	3765	0	1114	6879	79	0
攵	jing	璥—粳	末根	False	0	0	0	6599	6879	0	0
攵	lian	奁—潋	末根	False	0	1	0	5048	6365	0	0
攵	lian	奁—蔹	末根	False	0	1	0	5048	7191	0	0
攵	sa	潵—飒	末根	False	0	0	6	4542	4622	7	0
攵	xiao	效—洨	末根	False	0	5724	0	913	6243	44	0
攵	xiao	敩—校	末根	False	0	0	13011	5990	514	0	31
攵	xiao	敩—洨	末根	False	0	0	0	5990	6243	0	0
攵	xiao	校—滧	末根	False	0	13011	0	514	6346	31	0
攵	xiao	洨—滧	末根	True	0	0	0	6243	6346	0	0
攵	xiao	洨—筱	末根	False	0	0	4	6243	4254	0	11
攵	yu	伛—敔	末根	False	0	1	0	5013	5989	0	0
攵	yu	妪—敔	末根	False	0	5	0	4646	5989	0	0
各	ka	咖—喀	末根	True	178	4863	178	964	2836	270	31
各	ge	各—蛤	末根	False	55	9445	55	659	2855	45	63
各	ge	咯—蛤	末根	False	55	154	55	1707	2855	1306	63
各	ge	搁—蛤	末根	False	55	377	55	2538	2855	0	63
各	ge	格—蛤	末根	False	55	17252	55	363	2855	2225	63
各	ge	胳—蛤	末根	False	55	918	55	1965	2855	38	63
各	ge	蛤—阁	末根	False	55	55	1661	2855	1630	63	11
各	ge	蛤—骼	末根	False	55	55	118	2855	3188	63	0
各	ge	蛤—铬	末根	False	27	55	27	2855	3992	63	0
各	qia	恰—髂	末根	False	16	1541	16	1672	4238	3	0
各	qia	洽—髂	末根	False	16	187	16	2898	4238	2	0
各	ka	咖—咯	末根	True	14	4863	14	964	1707	270	1306
各	ge	硌—蛤	末根	False	7	7	55	4549	2855	0	63
各	ge	各—合	末根	False	0	9445	0	659	285	45	277
各	ge	合—咯	末根	False	0	0	154	285	1707	277	1306
各	ge	合—搁	末根	False	0	0	377	285	2538	277	0
各	ge	合—格	末根	False	0	0	17252	285	363	277	2225
各	ge	合—硌	末根	False	0	0	7	285	4549	277	0
各	ge	合—胳	末根	False	0	0	918	285	1965	277	38
各	ge	合—袼	末根	False	0	0	0	285	7299	277	0
各	ge	合—铬	末根	False	0	0	27	285	3992	277	0
各	ge	合—阁	末根	False	0	0	1661	285	1630	277	11
各	ge	合—饹	末根	False	0	0	0	285	7721	277	0
各	ge	合—骼	末根	False	0	0	118	285	3188	277	0
各	ge	蛤—袼	末根	False	0	55	0	2855	7299	63	0
各	ge	蛤—饹	末根	False	0	55	0	2855	7721	63	0
各	hao	嚆—貉	末根	False	0	0	0	5565	4353	0	12
各	hao	浩—貉	末根	False	0	459	0	2324	4353	76	12
各	hao	皓—貉	末根	False	0	11	0	4143	4353	8	12
各	hao	蒿—貉	末根	False	0	0	0	4965	4353	2	12
各	he	合—垎	末根	False	0	27101	0	285	5600	277	0
各	he	合—貉	末根	False	0	27101	0	285	4353	277	12
各	he	和—垎	末根	False	0	154405	0	52	5600	635	0
各	he	和—貉	末根	False	0	154405	0	52	4353	635	12
各	he	垎—熇	末根	False	0	0	0	5600	6441	0	0
各	he	垎—翯	末根	False	0	0	0	5600	6963	0	0
各	he	垎—饸	末根	False	0	0	0	5600	7720	0	0
各	he	垎—𬌗	末根	False	0	0	0	5600	8019	0	0
各	he	熇—貉	末根	False	0	0	0	6441	4353	0	12
各	he	翯—貉	末根	False	0	0	0	6963	4353	0	12
各	he	貉—饸	末根	False	0	0	0	4353	7720	12	0
各	he	貉—𬌗	末根	False	0	0	0	4353	8019	12	0
各	ke	匼—客	末根	False	0	0	12727	5501	524	0	83
各	ke	匼—恪	末根	False	0	0	44	5501	3737	0	0
各	qia	袷—髂	末根	False	0	0	16	7298	4238	0	0
小	qi	其—戚	末根	False	507	36152	507	226	2337	133	17
小	qi	戚—旗	末根	False	507	507	1106	2337	1884	17	3
小	qi	戚—棋	末根	False	507	507	664	2337	2199	17	1
小	qi	戚—淇	末根	False	507	507	601	2337	2258	17	0
小	qi	戚—琪	末根	False	507	507	569	2337	2169	17	118
小	xiao	小—箫	末根	False	158	97919	158	82	3023	1549	0
小	xiao	小—萧	末根	False	158	97919	158	82	2996	1549	7
小	xiao	小—潇	末根	False	91	97919	91	82	3331	1549	0
小	xiao	啸—小	末根	False	76	76	97919	3426	82	0	1549
小	qi	戚—麒	末根	False	25	507	25	2337	4039	17	0
小	qi	戚—骐	末根	False	7	507	7	2337	4520	17	1
小	qi	戚—祺	末根	False	6	507	6	2337	4552	17	1
小	qi	其—嘁	末根	False	5	36152	5	226	4639	133	0
小	qi	嘁—旗	末根	False	5	5	1106	4639	1884	0	3
小	qi	嘁—棋	末根	False	5	5	664	4639	2199	0	1
小	qi	嘁—淇	末根	False	5	5	601	4639	2258	0	0
小	qi	嘁—琪	末根	False	5	5	569	4639	2169	0	118
小	qi	嘁—祺	末根	False	5	5	6	4639	4552	0	1
小	qi	嘁—骐	末根	False	5	5	7	4639	4520	0	1
小	qi	嘁—麒	末根	False	5	5	25	4639	4039	0	0
小	qi	其—槭	末根	False	4	36152	4	226	4723	133	0
小	qi	旗—槭	末根	False	4	1106	4	1884	4723	3	0
小	qi	棋—槭	末根	True	4	664	4	2199	4723	1	0
小	qi	槭—淇	末根	False	4	4	601	4723	2258	0	0
小	qi	槭—琪	末根	False	4	4	569	4723	2169	0	118
小	qi	槭—祺	末根	False	4	4	6	4723	4552	0	1
小	qi	槭—骐	末根	False	4	4	7	4723	4520	0	1
小	qi	槭—麒	末根	False	4	4	25	4723	4039	0	0
小	chen	嗔—称	末根	False	1	1	444	5039	882	0	78
小	qi	嘁—萁	末根	False	1	5	1	4639	5176	0	0
小	qi	戚—萁	末根	False	1	507	1	2337	5176	17	0
小	qi	槭—萁	末根	False	1	4	1	4723	5176	0	0
小	chen	嗔—榇	末根	False	0	1	0	5039	6144	0	0
小	chen	榇—瞋	末根	False	0	0	0	6144	6695	0	0
小	chen	瞋—称	末根	False	0	0	444	6695	882	0	78
小	mi	弥—蓂	末根	False	0	1183	0	1826	7175	35	0
小	mi	猕—蓂	末根	False	0	21	0	4104	7175	0	0
小	mi	祢—蓂	末根	False	0	2	0	4828	7175	1	0
小	qi	嘁—蜞	末根	False	0	5	0	4639	7253	0	0
小	qi	嘁—鲯	末根	False	0	5	0	4639	5009	0	2
小	qi	戚—蜞	末根	False	0	507	0	2337	7253	17	0
小	qi	戚—鲯	末根	False	0	507	0	2337	5009	17	2
小	qi	槭—蜞	末根	False	0	4	0	4723	7253	0	0
小	qi	槭—鲯	末根	False	0	4	0	4723	5009	0	2
小	qiao	乔—雀	首根	False	0	5611	0	847	2501	1041	66
小	xiao	小—蟏	末根	False	0	97919	0	82	7272	1549	0
八	ju	具—聚	末根	False	4526	8132	4526	734	1033	6	59
八	ju	俱—聚	末根	False	2656	2656	4526	1328	1033	0	59
八	ju	惧—聚	末根	False	2331	2331	4526	1411	1033	0	59
八	ba	八—拔	末根	False	1520	6028	1520	878	1682	194	9
八	xi	兮—系	首根	False	628	628	29193	2232	268	0	131
八	ba	叭—拔	末根	False	285	285	1520	2681	1682	2	9
八	ju	聚—飓	末根	False	267	4526	267	1033	2729	59	0
八	ba	八—跋	末根	False	91	6028	91	878	3334	194	0
八	ba	叭—跋	末根	False	91	285	91	2681	3334	2	0
八	yu	於—舆	末根	False	75	258	75	2742	3433	0	0
八	yu	欲—舆	首根	False	75	2515	75	1360	3433	0	0
八	yu	淤—舆	末根	False	75	198	75	2864	3433	0	0
八	yu	瘀—舆	末根	False	75	190	75	2895	3433	0	0
八	ba	扒—拔	末根	True	10	10	1520	2770	1682	172	9
八	ba	扒—跋	末根	False	10	10	91	2770	3334	172	0
八	yu	欲—禹	首根	False	4	2515	4	1360	4740	0	0
八	ba	八—妭	末根	False	0	6028	0	878	5692	194	0
八	ba	八—胈	末根	False	0	6028	0	878	6993	194	0
八	ba	八—菝	末根	False	0	6028	0	878	7135	194	0
八	ba	八—魃	末根	False	0	6028	0	878	7776	194	0
八	ba	八—鲅	末根	False	0	6028	0	878	7787	194	0
八	ba	叭—妭	末根	False	0	285	0	2681	5692	2	0
八	ba	叭—胈	末根	False	0	285	0	2681	6993	2	0
八	ba	叭—菝	末根	False	0	285	0	2681	7135	2	0
八	ba	叭—魃	末根	False	0	285	0	2681	7776	2	0
八	ba	叭—鲅	末根	False	0	285	0	2681	7787	2	0
八	ba	妭—扒	末根	False	0	0	10	5692	2770	0	172
八	ba	妭—朳	末根	False	0	0	0	5692	6053	0	0
八	ba	扒—胈	末根	False	0	10	0	2770	6993	172	0
八	ba	扒—菝	末根	False	0	10	0	2770	7135	172	0
八	ba	扒—魃	末根	False	0	10	0	2770	7776	172	0
八	ba	扒—鲅	末根	False	0	10	0	2770	7787	172	0
八	ba	拔—朳	末根	False	0	1520	0	1682	6053	9	0
八	ba	朳—胈	末根	False	0	0	0	6053	6993	0	0
八	ba	朳—菝	末根	False	0	0	0	6053	7135	0	0
八	ba	朳—跋	末根	False	0	0	91	6053	3334	0	0
八	ba	朳—魃	末根	False	0	0	0	6053	7776	0	0
