根	音节	字对	位置	首末同时	权重	字1分读音频次	字2分读音频次	字1整字频次排名	字2整字频次排名	字1待分配	字2待分配
未	mei	媒—昧	末根	False	362	1787	362	1575	2534	0	17
未	mei	昧—煤	末根	False	362	362	461	2534	2412	17	0
未	mei	媒—寐	末根	False	191	1787	191	1575	2889	0	0
未	mei	寐—煤	末根	False	191	191	461	2889	2412	0	0
未	chi	漦—豉	首根	False	0	0	5	6354	4690	0	0
未	li	吏—嫠	首根	False	0	23	0	4058	5731	0	0
末	ma	嘛—抹	末根	False	0	16515	0	420	2030	0	571
末	ma	抹—麻	末根	False	0	0	11957	2030	550	571	6
末	mo	万—末	首根	False	0	0	3773	381	1128	2904	0
耒	geng	更—耕	首根	False	115	35388	115	231	3203	9	0
耒	yun	云—耘	首根	True	20	1571	20	1653	4129	38	0
耒	yun	耘—运	首根	False	20	20	18860	4129	370	0	105
耒	ji	耤—髻	首根	False	0	0	11	6977	4395	0	0
耒	jiang	耩—豇	首根	False	0	0	0	6980	7376	0	0
耒	lou	剅—耧	首根	False	0	0	0	5476	6979	0	0
耒	mo	万—耱	首根	False	0	0	0	381	6983	2904	0
耒	si	耜—肆	首根	False	0	0	319	6974	2622	0	0
耒	zi	耔—髭	首根	False	0	0	4	6972	4783	0	0
女	wei	卫—威	末根	False	7092	7092	10053	802	596	240	1089
女	wei	卫—委	末根	False	5165	7092	5165	802	970	240	18
女	yin	姻—引	首根	False	2245	2245	9262	1441	669	0	35
女	na	娜—那	首根	True	1920	1920	364297	916	18	3830	727
女	shu	书—恕	首根	False	1274	13244	1274	503	1801	116	0
女	shu	恕—疏	首根	False	823	1274	823	1801	2059	0	0
女	jiang	僵—姜	末根	False	450	990	450	1950	2411	0	11
女	xian	嫌—弦	首根	False	354	3209	354	1225	2527	0	32
女	lan	兰—婪	末根	False	338	11366	338	532	2585	1106	1
女	lan	婪—拦	末根	False	338	338	1029	2585	1918	1	0
女	lan	婪—栏	末根	True	338	338	881	2585	2003	1	16
女	lan	婪—烂	末根	False	338	338	3934	2585	1105	1	0
女	tuo	唾—妥	末根	False	251	251	979	2750	1954	0	0
女	yi	乙—姨	首根	False	217	217	1249	2817	1812	1	0
女	fei	妃—飞	首根	False	214	214	15544	2827	439	0	173
女	shi	始—虱	首根	False	181	33675	181	242	2928	3	0
女	wei	卫—萎	末根	False	166	7092	166	802	2988	240	0
女	wei	卫—痿	末根	False	46	7092	46	802	3725	240	0
女	xian	娴—弦	首根	False	46	46	354	3629	2527	8	32
女	jiang	姜—缰	末根	False	43	450	43	2411	3757	11	0
女	jiang	姜—疆	末根	False	39	450	39	2411	3807	11	0
女	bi	婢—弼	首根	False	16	16	65	4209	3429	0	10
女	wei	卫—诿	末根	False	11	7092	11	802	4390	240	0
女	shu	书—姝	首根	False	3	13244	3	503	4799	116	0
女	shu	姝—疏	首根	False	3	3	823	4799	2059	0	0
女	suo	娑—蓑	末根	False	3	9	3	4440	4838	0	0
女	zhou	妯—粥	首根	False	2	2	152	4887	2965	0	19
女	bi	妣—弼	首根	False	0	0	65	5688	3429	0	10
女	chi	媸—弛	首根	False	0	0	64	5725	3522	0	0
女	du	厾—妒	首根	False	0	0	1424	5511	1733	0	0
女	hu	嫭—弧	首根	False	0	0	96	5735	3299	0	0
女	jiang	姜—礓	末根	False	0	450	0	2411	6759	11	0
女	jin	卺—妗	首根	False	0	0	0	5506	5686	0	0
女	lan	兰—漤	末根	False	0	11366	0	532	6353	1106	0
女	lan	拦—漤	末根	False	0	1029	0	1918	6353	0	0
女	lan	栏—漤	末根	False	0	881	0	2003	6353	16	0
女	lan	漤—烂	末根	False	0	0	3934	6353	1105	0	0
女	li	嫠—澧	末根	False	0	0	0	5731	6380	0	0
女	li	嫠—醴	末根	False	0	0	0	5731	7553	0	0
女	li	嫠—鳢	末根	False	0	0	3	5731	4869	0	0
女	qi	亟—凄	末根	False	0	0	121	4073	3170	2	0
女	qi	亟—妻	末根	False	0	0	8809	4073	698	2	0
女	qi	亟—萋	末根	False	0	0	0	4073	7141	2	0
女	qiang	嫱—强	首根	False	0	0	15394	5736	436	0	329
女	qu	娶—戌	末根	False	0	1112	0	1881	4901	0	2
女	ruo	婼—弱	首根	False	0	0	3499	5715	1174	0	0
女	shi	媞—虱	首根	False	0	0	181	4276	2928	14	0
女	shu	书—婌	首根	False	0	13244	0	503	4441	116	9
女	shu	婌—疏	首根	False	0	0	823	4441	2059	9	0
女	si	司—姒	首根	False	0	15708	0	435	5694	110	0
女	wei	卫—葳	末根	False	0	7092	0	802	7155	240	0
女	xian	孅—弦	首根	False	0	0	354	5742	2527	0	32
女	xu	媭—戌	末根	False	0	0	0	5722	4901	0	2
女	yan	偃—闫	末根	False	0	1	0	5020	7626	0	0
女	yan	堰—闫	末根	False	0	0	0	5649	7626	0	0
女	yan	宴—闫	末根	False	0	1463	0	1713	7626	0	0
女	yan	晏—闫	末根	False	0	2	0	4908	7626	0	0
女	yan	蝘—闫	末根	False	0	0	0	7257	7626	0	0
女	yan	闫—鼹	末根	False	0	0	82	7626	3390	0	0
女	yao	㙘—疟	末根	False	0	0	0	5297	3503	0	2
女	yao	崾—疟	末根	False	0	0	0	5805	3503	0	2
女	yao	疟—腰	末根	False	0	0	1198	3503	1835	2	0
女	yao	疟—要	末根	False	0	0	355699	3503	19	2	31
女	yi	乙—嫕	首根	False	0	217	0	2817	5728	1	0
女	yu	妤—鬻	首根	False	0	0	0	5689	7775	0	0
女	yu	妪—鬻	首根	False	0	5	0	4646	7775	0	0
女	yu	娱—鬻	首根	False	0	886	0	1987	7775	39	0
女	zhang	嫜—张	首根	False	0	0	18708	5730	375	0	51
女	zhou	婤—粥	首根	False	0	0	152	5709	2965	0	19
虫	zhuo	灼—镯	末根	False	164	164	200	2998	2858	0	0
虫	fei	废—蜚	末根	False	74	3729	74	1132	3440	26	0
虫	zhuo	酌—镯	末根	False	58	58	200	3590	2858	0	0
虫	zhuo	浊—灼	末根	False	38	38	164	3816	2998	0	0
虫	zhuo	浊—酌	末根	False	38	38	58	3816	3590	0	0
虫	shu	书—蜀	末根	False	29	13244	29	503	3961	116	0
虫	shu	术—蜀	末根	False	29	12677	29	522	3961	167	0
虫	zao	枣—蚤	末根	False	25	25	128	4027	3151	0	0
虫	shu	沭—蜀	末根	False	7	7	29	4541	3961	0	0
虫	chu	怵—触	末根	False	5	5	3269	4654	1208	0	5
虫	shu	戍—蜀	末根	False	4	4	29	4656	3961	1	0
虫	chai	虿—钗	末根	False	0	0	0	7232	7568	0	0
虫	chu	怵—斶	末根	False	0	5	0	4654	5996	0	0
虫	shu	秫—蜀	末根	False	0	0	29	6787	3961	0	0
虫	shu	蜀—𬬸	末根	False	0	29	0	3961	8058	0	0
虫	teng	疼—螣	末根	False	0	3529	0	1170	7266	0	0
虫	zhong	柊—螽	末根	False	0	0	0	6079	7271	0	0
虫	zhong	终—螽	末根	False	0	11114	0	598	7271	0	0
虫	zhu	术—烛	末根	False	0	0	666	522	2196	167	0
虫	zhu	术—蠋	末根	False	0	0	0	522	7279	167	0
虫	zhu	术—躅	末根	False	0	0	3	522	4854	167	0
虫	zhuo	汋—浊	末根	True	0	0	38	6206	3816	0	0
虫	zhuo	汋—镯	末根	False	0	0	200	6206	2858	0	0
𠀐	yi	咦—遗	首根	False	145	145	5932	3066	894	0	37
𠀐	yi	咿—遗	首根	False	33	33	5932	3880	894	0	37
𠀐	yi	遗—邑	首根	False	14	5932	14	894	4301	37	0
𠀐	yi	呓—遗	首根	False	11	11	5932	4362	894	0	37
𠀐	yi	噫—遗	首根	False	2	2	5932	4881	894	0	37
𠀐	yi	嗌—遗	首根	False	0	0	5932	5037	894	1	37
月	dan	丹—胆	首根	False	2484	4356	2484	1001	1370	534	3
月	ji	几—肌	首根	True	1322	28862	1322	269	1781	290	0
月	zhou	周—肘	首根	False	185	21084	185	348	2810	8	38
月	shan	删—膳	首根	False	63	531	63	2331	3530	0	0
月	yong	用—臃	首根	False	23	79086	23	99	4066	213	0
月	biao	脿—飑	首根	False	0	0	0	7010	7711	0	0
月	biao	膘—飑	首根	False	0	18	0	4176	7711	0	0
月	dan	丹—膻	首根	False	0	4356	0	1001	7021	534	0
月	ji	亟—期	末根	False	0	20	0	4073	385	2	95
月	ji	暨—期	末根	False	0	12	0	4343	385	0	95
月	ji	期—殛	末根	False	0	0	0	385	6182	95	0
月	ji	期—齑	末根	False	0	0	1	385	5289	95	0
月	ju	腒—飓	首根	False	0	0	267	7011	2729	0	0
月	qi	亟—期	末根	False	0	0	18048	4073	385	2	95
月	shan	删—膻	首根	False	0	531	0	2331	7021	0	0
月	suo	嗍—蓑	末根	False	0	0	3	5553	4838	0	0
月	yao	疟—钥	末根	False	0	0	3751	3503	1111	2	116
⺝	yu	与—育	末根	False	3175	17257	3175	407	1223	5	57
⺝	wei	卫—谓	末根	False	2864	7092	2864	802	1288	240	1
⺝	yu	域—育	末根	False	2003	2003	3175	1498	1223	0	57
⺝	wei	卫—胃	末根	False	1448	7092	1448	802	1721	240	0
⺝	xie	些—屑	末根	False	331	113078	331	72	2600	44	0
⺝	xie	写—屑	末根	False	331	16076	331	428	2600	7	0
⺝	xie	屑—泻	末根	False	142	331	142	2600	3083	0	0
⺝	yu	屿—育	末根	False	99	99	3175	3280	1223	0	57
⺝	tuo	唾—椭	末根	False	43	251	43	2750	3754	0	0
⺝	ji	亟—脊	末根	False	20	20	560	4073	2302	2	0
⺝	wei	卫—猬	末根	False	16	7092	16	802	4220	240	0
⺝	ji	亟—瘠	末根	False	13	20	13	4073	4325	2	0
⺝	ji	暨—瘠	末根	False	12	12	13	4343	4325	0	0
⺝	ji	暨—脊	末根	False	12	12	560	4343	2302	0	0
⺝	wei	卫—鲔	末根	False	11	7092	11	802	4396	240	0
⺝	shan	姗—潸	末根	False	8	97	8	3189	4499	20	0
⺝	shan	擅—潸	末根	False	8	1543	8	1673	4499	0	0
⺝	shan	潸—珊	末根	False	8	8	559	4499	2220	0	84
⺝	shan	潸—跚	末根	False	8	8	25	4499	4034	0	0
⺝	xie	屑—瀣	末根	False	8	331	8	2600	4500	0	0
⺝	ji	亟—嵴	末根	False	5	20	5	4073	4650	2	0
⺝	ji	嵴—暨	末根	False	5	5	12	4650	4343	0	0
⺝	zhou	昼—胄	末根	False	5	63	5	3528	4678	0	0
⺝	wei	卫—渭	末根	False	4	7092	4	802	4732	240	0
⺝	shan	嬗—潸	末根	False	3	3	8	4801	4499	0	0
⺝	ji	嵴—齑	末根	False	1	5	1	4650	5289	0	0
⺝	ji	瘠—齑	末根	False	1	13	1	4325	5289	0	0
⺝	ji	脊—齑	末根	False	1	560	1	2302	5289	0	0
⺝	yu	育—蜮	末根	False	1	3175	1	1223	5190	57	0
⺝	yu	育—阈	末根	False	1	3175	1	1223	5258	57	0
⺝	duo	埵—惰	末根	False	0	0	110	5635	3233	0	0
⺝	geng	暅—𬒔	末根	False	0	0	0	6036	8024	0	0
⺝	ji	亟—蹐	末根	False	0	20	0	4073	7430	2	0
⺝	ji	嵴—殛	末根	False	0	5	0	4650	6182	0	0
⺝	ji	暨—蹐	末根	False	0	12	0	4343	7430	0	0
⺝	ji	殛—瘠	末根	False	0	0	13	6182	4325	0	0
⺝	ji	殛—脊	末根	False	0	0	560	6182	2302	0	0
⺝	ji	殛—蹐	末根	False	0	0	0	6182	7430	0	0
⺝	ji	蹐—齑	末根	False	0	0	1	7430	5289	0	0
⺝	shan	栅—潸	末根	False	0	0	8	2711	4499	85	0
⺝	shan	潸—膻	末根	False	0	8	0	4499	7021	0	0
⺝	wei	卫—洧	末根	False	0	7092	0	802	6242	240	0
⺝	wei	卫—煟	末根	False	0	7092	0	802	6437	240	0
⺝	xie	些—榍	末根	False	0	113078	0	72	6145	44	0
⺝	xie	写—榍	末根	False	0	16076	0	428	6145	7	0
⺝	xie	屑—薤	末根	False	0	331	0	2600	7207	0	0
⺝	xie	榍—泻	末根	False	0	0	142	6145	3083	0	0
⺝	xie	榍—瀣	末根	False	0	0	8	6145	4500	0	0
⺝	xie	榍—薤	末根	False	0	0	0	6145	7207	0	0
⺝	xu	婿—戌	末根	False	0	125	0	3159	4901	0	2
⺝	xu	戌—湑	末根	False	0	0	0	4901	6306	2	0
⺝	xu	戌—糈	末根	False	0	0	0	4901	6882	2	0
⺝	xu	戌—胥	末根	False	0	0	6	4901	4604	2	0
⺝	xu	戌—谞	末根	False	0	0	0	4901	7365	2	0
⺝	xu	戌—醑	末根	False	0	0	0	4901	7548	2	0
⺝	xuan	咺—琄	末根	False	0	0	0	5528	6552	0	0
⺝	xuan	咺—𫓶	末根	False	0	0	0	5528	7969	0	0
⺝	xuan	喧—琄	末根	False	0	110	0	3230	6552	0	0
⺝	xuan	喧—𫓶	末根	False	0	110	0	3230	7969	0	0
⺝	xuan	宣—琄	末根	False	0	3917	0	1104	6552	17	0
⺝	xuan	宣—𫓶	末根	False	0	3917	0	1104	7969	17	0
⺝	xuan	愃—琄	末根	False	0	0	0	5913	6552	0	0
⺝	xuan	愃—𫓶	末根	False	0	0	0	5913	7969	0	0
⺝	xuan	晅—琄	末根	False	0	0	0	6027	6552	0	0
⺝	xuan	晅—𫓶	末根	False	0	0	0	6027	7969	0	0
⺝	xuan	暄—琄	末根	False	0	30	0	3939	6552	0	0
⺝	xuan	暄—𫓶	末根	False	0	30	0	3939	7969	0	0
⺝	xuan	楦—琄	末根	False	0	2	0	4915	6552	0	0
⺝	xuan	楦—𫓶	末根	False	0	2	0	4915	7969	0	0
⺝	xuan	渲—琄	末根	False	0	26	0	4009	6552	0	0
⺝	xuan	渲—𫓶	末根	False	0	26	0	4009	7969	0	0
⺝	xuan	烜—琄	末根	False	0	0	0	6416	6552	0	0
⺝	xuan	烜—𫓶	末根	False	0	0	0	6416	7969	0	0
⺝	xuan	煊—琄	末根	False	0	1	0	5110	6552	0	0
⺝	xuan	煊—𫓶	末根	False	0	1	0	5110	7969	0	0
⺝	xuan	琄—瑄	末根	True	0	0	0	6552	6575	0	0
⺝	xuan	琄—碹	末根	False	0	0	0	6552	6745	0	0
⺝	xuan	琄—萱	末根	False	0	0	0	6552	4962	0	2
⺝	xuan	瑄—𫓶	末根	False	0	0	0	6575	7969	0	0
⺝	xuan	碹—𫓶	末根	False	0	0	0	6745	7969	0	0
⺝	xuan	萱—𫓶	末根	False	0	0	0	4962	7969	2	0
⺝	yao	疟—肴	末根	False	0	0	45	3503	3734	2	0
⺝	yi	一—佾	末根	False	0	601443	0	9	5404	2613	0
⺝	yi	佾—壹	末根	False	0	0	14	5404	4275	0	0
⺝	yi	佾—殪	末根	False	0	0	0	5404	6184	0	0
⺝	you	侑—卣	末根	False	0	0	0	5408	5503	0	0
⺝	you	卣—囿	末根	False	0	0	0	5503	5569	0	0
⺝	you	卣—宥	末根	False	0	0	7	5503	4531	0	0
⺝	you	卣—有	末根	False	0	0	533518	5503	13	0	113
⺝	you	卣—铕	末根	False	0	0	1	5503	5232	0	0
⺝	yu	与—堉	末根	False	0	17257	0	407	5638	5	0
⺝	yu	与—淯	末根	False	0	17257	0	407	6296	5	0
⺝	yu	域—堉	末根	True	0	2003	0	1498	5638	0	0
⺝	yu	域—淯	末根	False	0	2003	0	1498	6296	0	0
⺝	yu	堉—屿	末根	False	0	0	99	5638	3280	0	0
⺝	yu	堉—棫	末根	False	0	0	0	5638	6119	0	0
⺝	yu	堉—玙	末根	False	0	0	0	5638	6511	0	0
⺝	yu	堉—蜮	末根	False	0	0	1	5638	5190	0	0
⺝	yu	堉—阈	末根	False	0	0	1	5638	5258	0	0
⺝	yu	屿—淯	末根	False	0	99	0	3280	6296	0	0
⺝	yu	棫—淯	末根	False	0	0	0	6119	6296	0	0
⺝	yu	棫—育	末根	False	0	0	3175	6119	1223	0	57
⺝	yu	淯—玙	末根	False	0	0	0	6296	6511	0	0
⺝	yu	淯—蜮	末根	False	0	0	1	6296	5190	0	0
⺝	yu	淯—阈	末根	False	0	0	1	6296	5258	0	0
⺝	yu	玙—育	末根	False	0	0	3175	6511	1223	0	57
⺝	yuan	垣—蜎	末根	False	0	23	0	3933	7251	7	0
口	yu	与—语	末根	False	10811	17257	10811	407	611	5	2
口	wen	吻—问	首根	False	4520	4520	64370	1039	131	1	5
口	wen	吻—闻	首根	False	4520	4520	7781	1039	766	1	5
口	shang	上—尚	末根	False	2563	236157	2563	30	1341	294	31
口	pi	匹—啤	首根	False	2240	2240	2484	1445	1372	0	0
口	yu	与—浴	末根	False	2223	17257	2223	407	1450	5	0
口	yu	域—浴	末根	False	2003	2003	2223	1498	1450	0	0
口	yu	域—语	末根	False	2003	2003	10811	1498	611	0	2
口	huo	或—豁	末根	False	1663	30931	1663	258	1635	0	0
口	shan	善—擅	末根	False	1543	5079	1543	979	1673	12	0
口	huo	和—或	末根	False	897	897	30931	52	258	635	0
口	bi	鄙—闭	首根	False	821	821	10059	2063	635	0	0
口	fei	匪—啡	首根	True	820	820	5090	2064	959	0	203
口	ou	呕—欧	首根	False	619	619	3372	2227	1146	16	306
口	ni	匿—呢	首根	False	615	615	711	2246	104	0	35
口	shan	善—珊	末根	False	559	5079	559	979	2220	12	84
口	yi	一—裔	末根	False	446	601443	446	9	2431	2613	2
口	ou	呕—殴	首根	False	391	619	391	2227	2515	16	0
口	shao	勺—哨	首根	False	342	342	531	2576	2332	2	0
口	yu	与—裕	末根	False	236	17257	236	407	2776	5	0
口	yu	域—裕	末根	False	236	2003	236	1498	2776	0	0
口	bi	哔—闭	首根	False	185	185	10059	2913	635	0	0
口	ge	嗝—阁	首根	False	174	174	1661	2947	1630	0	11
口	xiong	兄—匈	首根	False	159	14304	159	475	3014	69	0
口	ge	咯—阁	首根	True	154	154	1661	1707	1630	1306	11
口	yi	医—咦	首根	False	145	26629	145	290	3066	8	0
口	yan	咽—阉	首根	False	135	186	135	2582	3113	133	0
口	zha	喳—闸	首根	False	124	124	189	3110	2900	11	0
口	fei	匪—吠	首根	False	113	820	113	2064	3212	0	0
口	ou	呕—鸥	首根	False	107	619	107	2227	3252	16	0
口	pei	培—胚	末根	False	99	1179	99	1825	3282	39	0
口	pei	胚—赔	末根	False	99	99	1015	3282	1928	0	2
口	pei	胚—陪	末根	False	99	99	7005	3282	825	0	0
口	yu	屿—浴	末根	False	99	99	2223	3280	1450	0	0
口	yu	屿—裕	末根	False	99	99	236	3280	2776	0	0
口	yu	屿—语	末根	False	99	99	10811	3280	611	0	2
口	shan	善—姗	末根	False	97	5079	97	979	3189	12	20
口	diao	叼—调	末根	False	96	96	8596	3298	473	0	3218
口	diao	叼—貂	末根	False	96	96	110	3298	3221	0	2
口	pei	呸—培	末根	False	95	95	1179	3305	1825	0	39
口	pei	呸—赔	末根	False	95	95	1015	3305	1928	0	2
口	pei	呸—陪	末根	False	95	95	7005	3305	825	0	0
口	yi	一—怡	末根	False	85	601443	85	9	3274	2613	15
口	diao	刁—调	末根	False	77	77	8596	3415	473	0	3218
口	diao	刁—貂	末根	False	77	77	110	3415	3221	0	2
口	xia	匣—吓	首根	False	76	76	5641	3424	886	0	95
口	da	嗒—妲	末根	False	73	240	73	2768	3444	2	0
口	da	妲—搭	末根	False	73	73	4736	3444	1023	0	0
口	da	妲—瘩	末根	False	73	73	155	3444	3034	0	0
口	da	妲—答	末根	False	73	73	11907	3444	556	0	0
口	ju	句—咀	首根	False	72	6632	72	848	3364	8	13
口	ju	咀—巨	首根	False	72	72	3116	3364	1241	13	8
口	diao	凋—刁	末根	False	68	68	77	3487	3415	0	0
口	diao	凋—叼	末根	False	68	68	96	3487	3298	0	0
口	shan	姗—膳	末根	False	63	97	63	3189	3530	20	0
口	shan	擅—膳	末根	False	63	1543	63	1673	3530	0	0
口	shan	珊—膳	末根	False	63	559	63	2220	3530	84	0
口	zhou	周—昼	末根	False	63	21084	63	348	3528	8	0
口	diao	刁—碉	末根	False	62	77	62	3415	3541	0	0
口	diao	叼—碉	末根	False	62	96	62	3298	3541	0	0
口	he	吓—阂	首根	False	52	398	52	886	3661	95	0
口	he	呵—阂	首根	False	52	1650	52	1639	3661	0	0
口	he	喝—阂	首根	False	52	16744	52	415	3661	0	0
口	he	嗬—阂	首根	False	52	68	52	3488	3661	0	0
口	xun	勋—旬	首根	False	46	712	46	2131	3721	25	0
口	shan	姗—缮	末根	False	42	97	42	3189	3776	20	0
口	shan	擅—缮	末根	False	42	1543	42	1673	3776	0	0
口	shan	珊—缮	末根	False	42	559	42	2220	3776	84	0
口	pi	匹—噼	首根	False	39	2240	39	1445	3804	0	0
口	yan	唁—阉	首根	False	36	36	135	3835	3113	0	0
口	bi	吡—闭	首根	False	34	34	10059	3859	635	0	0
口	yi	医—咿	首根	False	33	26629	33	290	3880	8	0
口	yan	咽—阎	首根	False	31	186	31	2582	3906	133	1
口	yan	唁—阎	首根	False	31	36	31	3835	3906	0	1
口	pu	匍—噗	首根	False	30	30	99	3930	3279	0	0
口	fu	匐—咐	首根	False	28	28	350	3964	2571	0	0
口	da	嗒—靼	末根	False	25	240	25	2768	4038	2	0
口	da	搭—靼	末根	False	25	4736	25	1023	4038	0	0
口	da	瘩—靼	末根	False	25	155	25	3034	4038	0	0
口	da	答—靼	末根	False	25	11907	25	556	4038	0	0
口	pao	刨—咆	首根	False	25	25	134	3323	3115	67	0
口	shan	善—跚	末根	False	25	5079	25	979	4034	12	0
口	shan	缮—跚	末根	False	25	42	25	3776	4034	0	0
口	shan	膳—跚	末根	False	25	63	25	3530	4034	0	0
口	shang	上—绱	末根	False	21	236157	21	30	4109	294	0
口	ji	亟—吉	末根	False	20	20	7609	4073	695	2	1281
口	ji	亟—给	末根	False	20	20	3961	4073	67	2	321
口	za	匝—咂	首根	True	20	20	35	4118	3845	0	0
口	ye	冶—噎	末根	False	16	16	136	4162	3105	2	0
口	kuang	匡—哐	首根	True	15	56	15	3594	4241	1	0
口	yu	与—圄	末根	False	15	17257	15	407	4243	5	0
口	yu	圄—域	末根	False	15	15	2003	4243	1498	0	0
口	yu	圄—屿	末根	False	15	15	99	4243	3280	0	0
口	yi	医—邑	首根	False	14	26629	14	290	4301	8	0
口	yi	壹—怡	末根	False	14	14	85	4275	3274	0	15
口	yi	壹—裔	末根	False	14	14	446	4275	2431	0	2
口	pi	坯—痞	末根	False	13	13	108	4308	3242	0	0
口	ji	吉—暨	末根	False	12	7609	12	695	4343	1281	0
口	ji	暨—给	末根	False	12	12	3961	4343	67	0	321
口	ji	亟—髻	末根	False	11	20	11	4073	4395	2	0
口	ji	暨—髻	末根	False	11	12	11	4343	4395	0	0
口	xia	匣—呷	首根	True	11	76	11	3424	4363	0	0
口	yi	医—呓	首根	False	11	26629	11	290	4362	8	0
口	diao	刁—鲷	末根	False	9	77	9	3415	4478	0	0
口	diao	叼—鲷	末根	False	9	96	9	3298	4478	0	0
口	hong	哄—訇	首根	False	8	430	8	2457	4508	0	0
口	jiu	咎—韭	末根	False	8	184	8	2916	4519	0	0
口	ou	呕—瓯	首根	False	7	619	7	2227	4546	16	0
口	ti	体—倜	末根	True	7	26551	7	292	4526	40	0
口	tong	同—嗵	首根	False	7	42798	7	189	4530	197	0
口	yi	一—贻	末根	False	7	601443	7	9	4562	2613	0
口	yi	一—饴	末根	False	7	601443	7	9	4570	2613	0
口	yi	壹—贻	末根	False	7	14	7	4275	4562	0	0
口	yi	壹—饴	末根	False	7	14	7	4275	4570	0	0
口	he	吓—阖	首根	False	6	398	6	886	4618	95	0
口	he	呵—阖	首根	False	6	1650	6	1639	4618	0	0
口	he	喝—阖	首根	False	6	16744	6	415	4618	0	0
口	he	嗬—阖	首根	False	6	68	6	3488	4618	0	0
口	jiu	啾—阄	首根	False	6	10	6	4399	4617	0	0
口	da	妲—褡	末根	False	5	73	5	3444	4688	0	0
口	da	褡—靼	末根	False	5	5	25	4688	4038	0	0
口	shan	姗—鳝	末根	False	5	97	5	3189	4698	20	0
口	shan	擅—鳝	末根	False	5	1543	5	1673	4698	0	0
口	shan	珊—鳝	末根	False	5	559	5	2220	4698	84	0
口	shan	跚—鳝	末根	False	5	25	5	4034	4698	0	0
口	kui	匮—喹	首根	False	4	23	4	4056	4707	0	0
口	pi	丕—痞	末根	False	4	4	108	4524	3242	3	0
口	shan	姗—苫	末根	False	4	97	4	3189	4749	20	0
口	shan	擅—苫	末根	False	4	1543	4	1673	4749	0	0
口	shan	珊—苫	末根	False	4	559	4	2220	4749	84	0
口	shan	苫—跚	末根	False	4	4	25	4749	4034	0	0
口	yu	与—龉	末根	False	4	17257	4	407	4791	5	0
口	yu	域—龉	末根	False	4	2003	4	1498	4791	0	0
口	yu	屿—龉	末根	False	4	99	4	3280	4791	0	0
口	fu	匐—呋	首根	False	3	28	3	3964	4794	0	0
口	shan	善—嬗	末根	False	3	5079	3	979	4801	12	0
口	shan	嬗—缮	末根	False	3	3	42	4801	3776	0	0
口	shan	嬗—膳	末根	False	3	3	63	4801	3530	0	0
口	shan	嬗—苫	末根	False	3	3	4	4801	4749	0	0
口	shan	嬗—鳝	末根	False	3	3	5	4801	4698	0	0
口	yi	呓—翳	首根	False	3	11	3	4362	4834	0	0
口	yi	咦—翳	首根	False	3	145	3	3066	4834	0	0
口	yi	咿—翳	首根	False	3	33	3	3880	4834	0	0
口	yi	翳—邑	首根	False	3	3	14	4834	4301	0	0
口	zha	咋—闸	首根	False	3	3	189	2463	2900	421	0
口	pei	呸—辔	末根	False	2	95	2	3305	4982	0	0
口	pei	胚—辔	末根	False	2	99	2	3282	4982	0	0
口	xi	吸—阋	首根	False	2	11415	2	578	5000	5	0
口	xi	唏—阋	首根	False	2	24	2	4041	5000	0	0
口	xi	嘻—阋	首根	False	2	676	2	2183	5000	0	0
口	yi	医—噫	首根	False	2	26629	2	290	4881	8	0
口	yi	噫—翳	首根	False	2	2	3	4881	4834	0	0
口	chi	叱—蚩	首根	False	1	14	1	4273	5187	0	0
口	chi	吃—蚩	首根	False	1	33829	1	241	5187	2	0
口	chi	哧—蚩	首根	False	1	17	1	4136	5187	2	0
口	chi	嗤—蚩	首根	True	1	47	1	3715	5187	0	0
口	ji	吉—齑	末根	False	1	7609	1	695	5289	1281	0
口	ji	给—齑	末根	False	1	3961	1	67	5289	321	0
口	ji	髻—齑	末根	False	1	11	1	4395	5289	0	0
口	lv	吕—闾	首根	True	1	36	1	3803	5257	3	0
口	nao	呶—闹	首根	False	1	1	3033	5026	1253	0	25
口	pei	呸—锫	末根	False	1	95	1	3305	5244	0	0
口	pei	胚—锫	末根	False	1	99	1	3282	5244	0	0
口	wei	味—闱	首根	False	1	11800	1	560	5256	3	0
口	wei	唯—闱	首根	False	1	9446	1	663	5256	5	0
口	wei	喂—闱	首根	False	1	11416	1	579	5256	0	0
口	yu	吁—阈	首根	False	1	91	1	3050	5258	31	0
口	yu	喻—阈	首根	False	1	591	1	2272	5258	0	0
口	yu	圄—蜮	末根	False	1	15	1	4243	5190	0	0
口	yu	圄—阈	末根	False	1	15	1	4243	5258	0	0
口	yu	浴—蜮	末根	False	1	2223	1	1450	5190	0	0
口	yu	浴—阈	末根	False	1	2223	1	1450	5258	0	0
口	yu	蜮—裕	末根	False	1	1	236	5190	2776	0	0
口	yu	蜮—语	末根	False	1	1	10811	5190	611	0	2
口	yu	蜮—龉	末根	False	1	1	4	5190	4791	0	0
口	yu	裕—阈	末根	False	1	236	1	2776	5258	0	0
口	yu	语—阈	末根	False	1	10811	1	611	5258	2	0
口	yu	阈—龉	末根	False	1	1	4	5258	4791	0	0
口	zha	吒—闸	首根	False	1	1	189	5025	2900	0	0
口	zha	咤—闸	首根	False	1	1	189	5028	2900	0	0
口	bi	咇—闭	首根	False	0	0	10059	5523	635	0	0
口	bo	砵—踣	末根	False	0	0	0	6719	7420	0	0
