root	from	to	hard1500x10000	hard3500x2000	full1500	full3500	full6000	short1500	short3500	three1500	three3500
里	v	k	0	5	0	21	191	0	3	1339	2636
古	t	j	0	5	0	21	191	0	3	1339	2636
古	t	y	0	5	0	21	191	0	3	1339	2636
予	o	d	0	5	0	21	191	0	3	1339	2636
予	o	e	0	5	0	21	191	0	3	1339	2636
龙	t	a	0	5	0	21	191	0	3	1339	2636
龙	t	m	0	5	0	21	191	0	3	1339	2636
束	b	e	0	5	0	21	191	0	3	1339	2636
耳	b	j	0	5	0	21	191	0	3	1339	2636
专	n	q	0	5	0	21	192	0	3	1339	2636
母	l	g	0	5	0	21	192	0	3	1339	2636
母	l	h	0	5	0	21	192	0	3	1339	2636
母	l	i	0	5	0	21	192	0	3	1339	2636
利	i	h	0	5	0	21	192	0	3	1339	2636
利	i	j	0	5	0	21	192	0	3	1339	2636
利	i	k	0	5	0	21	192	0	3	1339	2636
利	i	x	0	5	0	21	192	0	3	1339	2636
臣	o	c	0	5	0	21	192	0	3	1339	2636
臣	o	d	0	5	0	21	192	0	3	1339	2636
臣	o	i	0	5	0	21	192	0	3	1339	2636
臣	o	u	0	5	0	21	192	0	3	1339	2636
臣	o	v	0	5	0	21	192	0	3	1339	2636
豕	d	u	0	5	0	21	192	0	3	1339	2636
象	k	h	0	5	0	21	192	0	3	1339	2636
象	k	j	0	5	0	21	192	0	3	1339	2636
象	k	n	0	5	0	21	192	0	3	1339	2636
象	k	r	0	5	0	21	192	0	3	1339	2636
兼	h	j	0	5	0	21	192	0	3	1339	2636
兼	h	q	0	5	0	21	192	0	3	1339	2636
兼	h	y	0	5	0	21	192	0	3	1339	2636
厉	a	d	0	5	0	21	192	0	3	1339	2636
厉	a	e	0	5	0	21	192	0	3	1339	2636
厉	a	g	0	5	0	21	192	0	3	1339	2636
厉	a	j	0	5	0	21	192	0	3	1339	2636
厉	a	k	0	5	0	21	192	0	3	1339	2636
厉	a	p	0	5	0	21	192	0	3	1339	2636
厉	a	u	0	5	0	21	192	0	3	1339	2636
厉	a	x	0	5	0	21	192	0	3	1339	2636
厉	a	z	0	5	0	21	192	0	3	1339	2636
行	b	a	0	5	0	21	192	0	3	1339	2636
行	b	j	0	5	0	21	192	0	3	1339	2636
行	b	l	0	5	0	21	192	0	3	1339	2636
行	b	u	0	5	0	21	192	0	3	1339	2636
音	z	u	0	5	0	21	192	0	3	1339	2636
勿	n	j	0	5	0	21	192	0	3	1339	2636
勿	n	m	0	5	0	21	192	0	3	1339	2636
勿	n	z	0	5	0	21	192	0	3	1339	2636
兔	a	c	0	5	0	21	192	0	3	1339	2636
兔	a	i	0	5	0	21	192	0	3	1339	2636
兔	a	o	0	5	0	21	192	0	3	1339	2636
兔	a	p	0	5	0	21	192	0	3	1339	2636
兔	a	s	0	5	0	21	192	0	3	1339	2636
兔	a	u	0	5	0	21	192	0	3	1339	2636
兔	a	v	0	5	0	21	192	0	3	1339	2636
兔	a	x	0	5	0	21	192	0	3	1339	2636
丽	o	x	0	5	0	21	192	0	3	1339	2636
五	o	m	0	5	0	21	192	0	3	1339	2636
五	o	z	0	5	0	21	192	0	3	1339	2636
爫	z	y	0	5	0	21	192	0	3	1339	2636
也	l	g	0	5	0	21	192	0	3	1339	2636
也	l	w	0	5	0	21	192	0	3	1339	2636
向	t	g	0	5	0	21	192	0	3	1339	2636
予	o	p	0	5	0	21	192	0	3	1339	2636
予	o	x	0	5	0	21	192	0	3	1339	2636
刍	g	k	0	5	0	21	192	0	3	1339	2636
弟	p	c	0	5	0	21	192	0	3	1339	2636
弟	p	z	0	5	0	21	192	0	3	1339	2636
付	j	q	0	5	0	21	192	0	3	1339	2636
付	j	r	0	5	0	21	192	0	3	1339	2636
俞	b	e	0	5	0	21	192	0	3	1339	2636
俞	b	f	0	5	0	21	192	0	3	1339	2636
俞	b	u	0	5	0	21	192	0	3	1339	2636
俞	b	z	0	5	0	21	192	0	3	1339	2636
弗	p	t	0	5	0	21	192	0	3	1339	2636
弗	p	x	0	5	0	21	192	0	3	1339	2636
卵	k	j	0	5	0	21	192	0	3	1339	2636
卵	k	x	0	5	0	21	192	0	3	1339	2636
无	v	m	0	5	0	21	192	0	3	1339	2636
无	v	q	0	5	0	21	192	0	3	1339	2636
龙	t	y	0	5	0	21	192	0	3	1339	2636
尧	k	a	0	5	0	21	192	0	3	1339	2636
尧	k	g	0	5	0	21	192	0	3	1339	2636
尧	k	m	0	5	0	21	192	0	3	1339	2636
尧	k	n	0	5	0	21	192	0	3	1339	2636
尧	k	p	0	5	0	21	192	0	3	1339	2636
尧	k	s	0	5	0	21	192	0	3	1339	2636
尧	k	u	0	5	0	21	192	0	3	1339	2636
居	o	a	0	5	0	21	192	0	3	1339	2636
居	o	f	0	5	0	21	192	0	3	1339	2636
居	o	h	0	5	0	21	192	0	3	1339	2636
居	o	j	0	5	0	21	192	0	3	1339	2636
居	o	p	0	5	0	21	192	0	3	1339	2636
居	o	s	0	5	0	21	192	0	3	1339	2636
居	o	w	0	5	0	21	192	0	3	1339	2636
乃	r	e	0	5	0	21	192	0	3	1339	2636
乃	r	g	0	5	0	21	192	0	3	1339	2636
乃	r	k	0	5	0	21	192	0	3	1339	2636
乃	r	o	0	5	0	21	192	0	3	1339	2636
乃	r	y	0	5	0	21	192	0	3	1339	2636
暴	p	l	0	5	0	21	192	0	3	1339	2636
暴	p	o	0	5	0	21	192	0	3	1339	2636
暴	p	t	0	5	0	21	192	0	3	1339	2636
黑	j	e	0	5	0	21	192	0	3	1339	2636
黑	j	g	0	5	0	21	192	0	3	1339	2636
黑	j	h	0	5	0	21	192	0	3	1339	2636
黑	j	m	0	5	0	21	192	0	3	1339	2636
黑	j	u	0	5	0	21	192	0	3	1339	2636
莫	b	f	0	5	0	21	192	0	3	1339	2636
莫	b	z	0	5	0	21	192	0	3	1339	2636
击	t	z	0	5	0	21	192	0	3	1339	2636
牙	d	j	0	5	0	21	192	0	3	1339	2636
牙	d	k	0	5	0	21	192	0	3	1339	2636
牙	d	n	0	5	0	21	192	0	3	1339	2636
牙	d	p	0	5	0	21	192	0	3	1339	2636
牙	d	v	0	5	0	21	192	0	3	1339	2636
牙	d	w	0	5	0	21	192	0	3	1339	2636
牙	d	z	0	5	0	21	192	0	3	1339	2636
民	n	k	0	5	0	21	192	0	3	1339	2636
至	n	d	0	5	0	21	192	0	3	1339	2636
瓦	g	b	0	5	0	21	192	0	3	1339	2636
瓦	g	n	0	5	0	21	192	0	3	1339	2636
瓦	g	x	0	5	0	21	192	0	3	1339	2636
鬲	y	o	0	5	0	21	192	0	3	1339	2636
鬲	y	r	0	5	0	21	192	0	3	1339	2636
鬲	y	s	0	5	0	21	192	0	3	1339	2636
丘	y	a	0	5	0	21	192	0	3	1339	2636
丘	y	e	0	5	0	21	192	0	3	1339	2636
丘	y	f	0	5	0	21	192	0	3	1339	2636
丘	y	k	0	5	0	21	192	0	3	1339	2636
丘	y	t	0	5	0	21	192	0	3	1339	2636
单	o	c	0	5	0	21	192	0	3	1339	2636
单	o	s	0	5	0	21	192	0	3	1339	2636
单	o	t	0	5	0	21	192	0	3	1339	2636
单	o	u	0	5	0	21	192	0	3	1339	2636
长	j	g	0	5	0	21	192	0	3	1339	2636
长	j	n	0	5	0	21	192	0	3	1339	2636
长	j	s	0	5	0	21	192	0	3	1339	2636
永	o	c	0	5	0	21	192	0	3	1339	2636
九	p	x	0	5	0	21	192	0	3	1339	2636
母	l	e	0	5	0	21	193	0	3	1339	2636
母	l	t	0	5	0	21	193	0	3	1339	2636
利	i	b	0	5	0	21	193	0	3	1339	2636
利	i	n	0	5	0	21	193	0	3	1339	2636
臣	o	n	0	5	0	21	193	0	3	1339	2636
臣	o	x	0	5	0	21	193	0	3	1339	2636
象	k	c	0	5	0	21	193	0	3	1339	2636
厉	a	b	0	5	0	21	193	0	3	1339	2636
厉	a	n	0	5	0	21	193	0	3	1339	2636
厉	a	s	0	5	0	21	193	0	3	1339	2636
夕	m	a	0	5	0	21	193	0	3	1339	2636
勿	n	h	0	5	0	21	193	0	3	1339	2636
勿	n	t	0	5	0	21	193	0	3	1339	2636
今	z	v	0	5	0	21	193	0	3	1339	2636
付	j	d	0	5	0	21	193	0	3	1339	2636
付	j	f	0	5	0	21	193	0	3	1339	2636
付	j	t	0	5	0	21	193	0	3	1339	2636
俞	b	a	0	5	0	21	193	0	3	1339	2636
弗	p	d	0	5	0	21	193	0	3	1339	2636
卵	k	d	0	5	0	21	193	0	3	1339	2636
卵	k	e	0	5	0	21	193	0	3	1339	2636
卵	k	i	0	5	0	21	193	0	3	1339	2636
龙	t	f	0	5	0	21	193	0	3	1339	2636
龙	t	w	0	5	0	21	193	0	3	1339	2636
束	b	w	0	5	0	21	193	0	3	1339	2636
乃	r	c	0	5	0	21	193	0	3	1339	2636
乃	r	s	0	5	0	21	193	0	3	1339	2636
乃	r	t	0	5	0	21	193	0	3	1339	2636
黑	j	z	0	5	0	21	193	0	3	1339	2636
毛	v	x	0	5	0	21	193	0	3	1339	2636
击	t	h	0	5	0	21	193	0	3	1339	2636
牙	d	b	0	5	0	21	193	0	3	1339	2636
鬲	y	d	0	5	0	21	193	0	3	1339	2636
鬲	y	w	0	5	0	21	193	0	3	1339	2636
骨	z	e	0	5	0	21	193	0	3	1339	2636
骨	z	o	0	5	0	21	193	0	3	1339	2636
骨	z	y	0	5	0	21	193	0	3	1339	2636
丘	y	s	0	5	0	21	193	0	3	1339	2636
丘	y	v	0	5	0	21	193	0	3	1339	2636
单	o	a	0	5	0	21	193	0	3	1339	2636
单	o	b	0	5	0	21	193	0	3	1339	2636
单	o	m	0	5	0	21	193	0	3	1339	2636
永	o	e	0	5	0	21	193	0	3	1339	2636
永	o	z	0	5	0	21	193	0	3	1339	2636
之	t	d	0	5	0	21	193	0	3	1339	2636
彳	u	s	0	5	0	21	194	0	3	1339	2636
利	i	r	0	5	0	21	194	0	3	1339	2636
豕	d	g	0	5	0	21	194	0	3	1339	2636
豕	d	z	0	5	0	21	194	0	3	1339	2636
且	y	x	0	5	0	21	194	0	3	1339	2636
来	k	r	0	5	0	21	194	0	3	1339	2636
弟	p	s	0	5	0	21	194	0	3	1339	2636
俞	b	w	0	5	0	21	194	0	3	1339	2636
卵	k	s	0	5	0	21	194	0	3	1339	2636
黑	j	o	0	5	0	21	194	0	3	1339	2636
毛	v	r	0	5	0	21	194	0	3	1339	2636
民	n	v	0	5	0	21	194	0	3	1339	2636
骨	z	p	0	5	0	21	194	0	3	1339	2636
单	o	n	0	5	0	21	194	0	3	1339	2636
单	o	p	0	5	0	21	194	0	3	1339	2636
豕	d	b	0	5	0	21	195	0	3	1339	2636
豕	d	l	0	5	0	21	195	0	3	1339	2636
豕	d	y	0	5	0	21	195	0	3	1339	2636
豕	d	p	0	5	0	21	196	0	3	1339	2636
豕	d	q	0	5	0	21	196	0	3	1339	2636
豕	d	r	0	5	0	21	196	0	3	1339	2636
虫	b	q	0	5	0	21	197	0	3	1339	2636
鬼	t	f	0	5	0	21	190	0	3	1339	2635
鬼	t	m	0	5	0	21	190	0	3	1339	2635
鬼	t	s	0	5	0	21	190	0	3	1339	2635
鬼	t	h	0	5	0	21	191	0	3	1339	2635
向	t	y	0	5	0	21	191	0	3	1339	2635
龙	t	u	0	5	0	21	191	0	3	1339	2635
龙	t	v	0	5	0	21	191	0	3	1339	2635
束	b	q	0	5	0	21	191	0	3	1339	2635
豕	d	j	0	5	0	21	192	0	3	1339	2635
兼	h	c	0	5	0	21	192	0	3	1339	2635
行	b	g	0	5	0	21	192	0	3	1339	2635
行	b	x	0	5	0	21	192	0	3	1339	2635
勿	n	b	0	5	0	21	192	0	3	1339	2635
勿	n	k	0	5	0	21	192	0	3	1339	2635
勿	n	q	0	5	0	21	192	0	3	1339	2635
角	p	y	0	5	0	21	192	0	3	1339	2635
今	z	p	0	5	0	21	192	0	3	1339	2635
刍	g	z	0	5	0	21	192	0	3	1339	2635
弟	p	e	0	5	0	21	192	0	3	1339	2635
弗	p	k	0	5	0	21	192	0	3	1339	2635
弗	p	r	0	5	0	21	192	0	3	1339	2635
卵	k	a	0	5	0	21	192	0	3	1339	2635
斤	t	r	0	5	0	21	192	0	3	1339	2635
束	b	n	0	5	0	21	192	0	3	1339	2635
尧	k	e	0	5	0	21	192	0	3	1339	2635
尧	k	i	0	5	0	21	192	0	3	1339	2635
尧	k	v	0	5	0	21	192	0	3	1339	2635
尧	k	z	0	5	0	21	192	0	3	1339	2635
丘	y	o	0	5	0	21	192	0	3	1339	2635
丘	y	p	0	5	0	21	192	0	3	1339	2635
丘	y	w	0	5	0	21	192	0	3	1339	2635
耳	b	d	0	5	0	21	192	0	3	1339	2635
母	l	m	0	5	0	21	193	0	3	1339	2635
母	l	z	0	5	0	21	193	0	3	1339	2635
彳	u	q	0	5	0	21	193	0	3	1339	2635
鹿	p	d	0	5	0	21	193	0	3	1339	2635
龙	t	g	0	5	0	21	193	0	3	1339	2635
龙	t	s	0	5	0	21	193	0	3	1339	2635
束	b	k	0	5	0	21	193	0	3	1339	2635
乃	r	b	0	5	0	21	193	0	3	1339	2635
乃	r	f	0	5	0	21	193	0	3	1339	2635
乃	r	v	0	5	0	21	193	0	3	1339	2635
黑	j	a	0	5	0	21	193	0	3	1339	2635
黑	j	k	0	5	0	21	193	0	3	1339	2635
黑	j	n	0	5	0	21	193	0	3	1339	2635
骨	z	x	0	5	0	21	193	0	3	1339	2635
韦	k	a	0	5	0	21	193	0	3	1339	2635
卵	k	p	0	5	0	21	194	0	3	1339	2635
气	m	b	0	5	0	21	194	0	3	1339	2635
豕	d	k	0	5	0	21	195	0	3	1339	2635
豕	d	t	0	5	0	21	195	0	3	1339	2635
夕	m	q	0	5	0	21	195	0	3	1339	2635
匕	o	t	0	5	0	21	195	0	3	1339	2635
工	z	n	0	5	0	21	195	0	3	1339	2635
骨	z	r	0	5	0	21	195	0	3	1339	2635
豕	d	s	0	5	0	21	197	0	3	1339	2635
龙	t	z	0	5	0	21	191	0	3	1339	2634
行	b	t	0	5	0	21	192	0	3	1339	2634
向	t	n	0	5	0	21	192	0	3	1339	2634
刍	g	h	0	5	0	21	192	0	3	1339	2634
卵	k	c	0	5	0	21	192	0	3	1339	2634
气	m	y	0	5	0	21	192	0	3	1339	2634
丘	y	h	0	5	0	21	192	0	3	1339	2634
夕	m	t	0	5	0	21	193	0	3	1339	2634
刍	g	i	0	5	0	21	193	0	3	1339	2634
卵	k	f	0	5	0	21	193	0	3	1339	2634
鹿	p	l	0	5	0	21	193	0	3	1339	2634
黑	j	r	0	5	0	21	193	0	3	1339	2634
气	m	u	0	5	0	21	194	0	3	1339	2634
鹿	p	k	0	5	0	21	194	0	3	1339	2634
气	m	a	0	5	0	21	193	0	3	1339	2633
西	d	l	0	5	0	21	193	0	3	1339	2633
牛	u	f	0	5	0	21	195	0	3	1339	2633
气	m	v	0	5	0	21	193	0	3	1339	2632
犭	j	o	0	5	0	21	198	0	3	1339	2632
衣	q	g	0	5	0	21	193	0	3	1338	2640
耂	i	v	0	5	0	21	193	0	3	1338	2640
文	e	a	0	5	0	21	192	0	3	1338	2639
耂	i	j	0	5	0	21	192	0	3	1338	2639
刀	l	y	0	5	0	21	193	0	3	1338	2639
耂	i	g	0	5	0	21	193	0	3	1338	2639
文	e	n	0	5	0	21	194	0	3	1338	2639
耂	i	a	0	5	0	21	194	0	3	1338	2639
刀	l	j	0	5	0	21	196	0	3	1338	2639
白	n	t	0	5	0	21	190	0	3	1338	2638
囗	l	s	0	5	0	21	192	0	3	1338	2638
文	e	d	0	5	0	21	192	0	3	1338	2638
止	s	o	0	5	0	21	194	0	3	1338	2638
衣	q	a	0	5	0	21	195	0	3	1338	2638
鸟	s	a	0	5	0	21	189	0	3	1338	2637
方	t	d	0	5	0	21	191	0	3	1338	2637
里	v	q	0	5	0	21	191	0	3	1338	2637
氏	s	i	0	5	0	21	191	0	3	1338	2637
氏	s	j	0	5	0	21	191	0	3	1338	2637
韦	k	u	0	5	0	21	191	0	3	1338	2637
佥	a	k	0	5	0	21	192	0	3	1338	2637
马	h	m	0	5	0	21	192	0	3	1338	2637
以	t	g	0	5	0	21	192	0	3	1338	2637
以	t	i	0	5	0	21	192	0	3	1338	2637
以	t	j	0	5	0	21	192	0	3	1338	2637
以	t	z	0	5	0	21	192	0	3	1338	2637
丽	o	c	0	5	0	21	192	0	3	1338	2637
丽	o	p	0	5	0	21	192	0	3	1338	2637
丽	o	u	0	5	0	21	192	0	3	1338	2637
子	l	d	0	5	0	21	192	0	3	1338	2637
井	b	c	0	5	0	21	192	0	3	1338	2637
井	b	e	0	5	0	21	192	0	3	1338	2637
井	b	k	0	5	0	21	192	0	3	1338	2637
井	b	m	0	5	0	21	192	0	3	1338	2637
井	b	o	0	5	0	21	192	0	3	1338	2637
井	b	q	0	5	0	21	192	0	3	1338	2637
今	z	o	0	5	0	21	192	0	3	1338	2637
片	o	u	0	5	0	21	192	0	3	1338	2637
及	m	p	0	5	0	21	192	0	3	1338	2637
及	m	q	0	5	0	21	192	0	3	1338	2637
艮	f	y	0	5	0	21	192	0	3	1338	2637
毛	v	j	0	5	0	21	192	0	3	1338	2637
至	n	o	0	5	0	21	192	0	3	1338	2637
囗	l	d	0	5	0	21	193	0	3	1338	2637
佥	a	t	0	5	0	21	193	0	3	1338	2637
以	t	a	0	5	0	21	193	0	3	1338	2637
习	j	y	0	5	0	21	193	0	3	1338	2637
里	v	u	0	5	0	21	193	0	3	1338	2637
丽	o	e	0	5	0	21	193	0	3	1338	2637
丽	o	g	0	5	0	21	193	0	3	1338	2637
丽	o	s	0	5	0	21	193	0	3	1338	2637
及	m	a	0	5	0	21	193	0	3	1338	2637
艮	f	b	0	5	0	21	193	0	3	1338	2637
艮	f	o	0	5	0	21	193	0	3	1338	2637
氏	s	e	0	5	0	21	193	0	3	1338	2637
氏	s	t	0	5	0	21	193	0	3	1338	2637
氏	s	x	0	5	0	21	193	0	3	1338	2637
氏	s	z	0	5	0	21	193	0	3	1338	2637
耂	i	q	0	5	0	21	193	0	3	1338	2637
佥	a	r	0	5	0	21	194	0	3	1338	2637
以	t	f	0	5	0	21	194	0	3	1338	2637
以	t	p	0	5	0	21	194	0	3	1338	2637
习	j	a	0	5	0	21	194	0	3	1338	2637
及	m	c	0	5	0	21	194	0	3	1338	2637
艮	f	r	0	5	0	21	194	0	3	1338	2637
耂	i	n	0	5	0	21	195	0	3	1338	2637
白	n	g	0	5	0	21	184	0	3	1338	2636
斤	t	e	0	5	0	21	189	0	3	1338	2636
隹	l	e	0	5	0	21	189	0	3	1338	2636
隹	l	j	0	5	0	21	189	0	3	1338	2636
亠	z	d	0	5	0	21	190	0	3	1338	2636
方	t	y	0	5	0	21	191	0	3	1338	2636
音	z	a	0	5	0	21	191	0	3	1338	2636
音	z	d	0	5	0	21	191	0	3	1338	2636
音	z	h	0	5	0	21	191	0	3	1338	2636
古	t	o	0	5	0	21	191	0	3	1338	2636
古	t	q	0	5	0	21	191	0	3	1338	2636
示	p	e	0	5	0	21	191	0	3	1338	2636
示	p	i	0	5	0	21	191	0	3	1338	2636
示	p	n	0	5	0	21	191	0	3	1338	2636
予	o	i	0	5	0	21	191	0	3	1338	2636
氏	s	h	0	5	0	21	191	0	3	1338	2636
专	n	t	0	5	0	21	192	0	3	1338	2636
利	i	g	0	5	0	21	192	0	3	1338	2636
利	i	p	0	5	0	21	192	0	3	1338	2636
象	k	a	0	5	0	21	192	0	3	1338	2636
象	k	b	0	5	0	21	192	0	3	1338	2636
象	k	m	0	5	0	21	192	0	3	1338	2636
象	k	u	0	5	0	21	192	0	3	1338	2636
象	k	z	0	5	0	21	192	0	3	1338	2636
兼	h	o	0	5	0	21	192	0	3	1338	2636
厶	n	o	0	5	0	21	192	0	3	1338	2636
辛	s	e	0	5	0	21	192	0	3	1338	2636
五	o	a	0	5	0	21	192	0	3	1338	2636
五	o	b	0	5	0	21	192	0	3	1338	2636
五	o	c	0	5	0	21	192	0	3	1338	2636
五	o	h	0	5	0	21	192	0	3	1338	2636
也	l	q	0	5	0	21	192	0	3	1338	2636
也	l	r	0	5	0	21	192	0	3	1338	2636
也	l	v	0	5	0	21	192	0	3	1338	2636
也	l	x	0	5	0	21	192	0	3	1338	2636
商	o	i	0	5	0	21	192	0	3	1338	2636
向	t	s	0	5	0	21	192	0	3	1338	2636
示	p	q	0	5	0	21	192	0	3	1338	2636
今	z	c	0	5	0	21	192	0	3	1338	2636
刍	g	t	0	5	0	21	192	0	3	1338	2636
付	j	u	0	5	0	21	192	0	3	1338	2636
弗	p	a	0	5	0	21	192	0	3	1338	2636
弗	p	e	0	5	0	21	192	0	3	1338	2636
弗	p	h	0	5	0	21	192	0	3	1338	2636
弗	p	l	0	5	0	21	192	0	3	1338	2636
弗	p	o	0	5	0	21	192	0	3	1338	2636
无	v	a	0	5	0	21	192	0	3	1338	2636
无	v	e	0	5	0	21	192	0	3	1338	2636
无	v	h	0	5	0	21	192	0	3	1338	2636
居	o	b	0	5	0	21	192	0	3	1338	2636
居	o	c	0	5	0	21	192	0	3	1338	2636
暴	p	e	0	5	0	21	192	0	3	1338	2636
暴	p	k	0	5	0	21	192	0	3	1338	2636
暴	p	m	0	5	0	21	192	0	3	1338	2636
暴	p	q	0	5	0	21	192	0	3	1338	2636
黑	j	s	0	5	0	21	192	0	3	1338	2636
黑	j	w	0	5	0	21	192	0	3	1338	2636
莫	b	j	0	5	0	21	192	0	3	1338	2636
莫	b	l	0	5	0	21	192	0	3	1338	2636
击	t	a	0	5	0	21	192	0	3	1338	2636
击	t	j	0	5	0	21	192	0	3	1338	2636
民	n	e	0	5	0	21	192	0	3	1338	2636
瓦	g	q	0	5	0	21	192	0	3	1338	2636
鬲	y	i	0	5	0	21	192	0	3	1338	2636
丘	y	m	0	5	0	21	192	0	3	1338	2636
单	o	e	0	5	0	21	192	0	3	1338	2636
长	j	x	0	5	0	21	192	0	3	1338	2636
长	j	z	0	5	0	21	192	0	3	1338	2636
永	o	d	0	5	0	21	192	0	3	1338	2636
九	p	g	0	5	0	21	192	0	3	1338	2636
耂	i	d	0	5	0	21	192	0	3	1338	2636
之	t	b	0	5	0	21	192	0	3	1338	2636
之	t	e	0	5	0	21	192	0	3	1338	2636
之	t	h	0	5	0	21	192	0	3	1338	2636
之	t	k	0	5	0	21	192	0	3	1338	2636
之	t	p	0	5	0	21	192	0	3	1338	2636
之	t	r	0	5	0	21	192	0	3	1338	2636
鸟	s	c	0	5	0	21	192	0	3	1338	2636
彳	u	m	0	5	0	21	193	0	3	1338	2636
未	t	o	0	5	0	21	193	0	3	1338	2636
利	i	c	0	5	0	21	193	0	3	1338	2636
利	i	e	0	5	0	21	193	0	3	1338	2636
利	i	z	0	5	0	21	193	0	3	1338	2636
习	j	q	0	5	0	21	193	0	3	1338	2636
丽	o	d	0	5	0	21	193	0	3	1338	2636
古	t	a	0	5	0	21	193	0	3	1338	2636
刍	g	a	0	5	0	21	193	0	3	1338	2636
付	j	a	0	5	0	21	193	0	3	1338	2636
付	j	h	0	5	0	21	193	0	3	1338	2636
付	j	w	0	5	0	21	193	0	3	1338	2636
无	v	c	0	5	0	21	193	0	3	1338	2636
文	e	g	0	5	0	21	193	0	3	1338	2636
居	o	y	0	5	0	21	193	0	3	1338	2636
乃	r	m	0	5	0	21	193	0	3	1338	2636
莫	b	c	0	5	0	21	193	0	3	1338	2636
骨	z	l	0	5	0	21	193	0	3	1338	2636
单	o	y	0	5	0	21	193	0	3	1338	2636
永	o	n	0	5	0	21	193	0	3	1338	2636
之	t	a	0	5	0	21	193	0	3	1338	2636
之	t	o	0	5	0	21	193	0	3	1338	2636
丽	o	r	0	5	0	21	194	0	3	1338	2636
角	p	z	0	5	0	21	194	0	3	1338	2636
予	o	z	0	5	0	21	194	0	3	1338	2636
巾	a	l	0	5	0	21	194	0	3	1338	2636
骨	z	c	0	5	0	21	194	0	3	1338	2636
犭	j	y	0	5	0	21	194	0	3	1338	2636
未	t	h	0	5	0	21	195	0	3	1338	2636
付	j	l	0	5	0	21	196	0	3	1338	2636
鱼	t	z	0	5	0	21	196	0	3	1338	2636
里	v	b	0	5	0	21	191	0	3	1338	2635
向	t	j	0	5	0	21	191	0	3	1338	2635
束	b	g	0	5	0	21	191	0	3	1338	2635
至	n	r	0	5	0	21	191	0	3	1338	2635
兼	h	e	0	5	0	21	192	0	3	1338	2635
兼	h	g	0	5	0	21	192	0	3	1338	2635
兼	h	k	0	5	0	21	192	0	3	1338	2635
兼	h	r	0	5	0	21	192	0	3	1338	2635
行	b	c	0	5	0	21	192	0	3	1338	2635
里	v	r	0	5	0	21	192	0	3	1338	2635
古	t	p	0	5	0	21	192	0	3	1338	2635
向	t	m	0	5	0	21	192	0	3	1338	2635
予	o	a	0	5	0	21	192	0	3	1338	2635
刍	g	d	0	5	0	21	192	0	3	1338	2635
刍	g	f	0	5	0	21	192	0	3	1338	2635
刍	g	o	0	5	0	21	192	0	3	1338	2635
刍	g	p	0	5	0	21	192	0	3	1338	2635
刍	g	s	0	5	0	21	192	0	3	1338	2635
弗	p	c	0	5	0	21	192	0	3	1338	2635
弗	p	f	0	5	0	21	192	0	3	1338	2635
弗	p	n	0	5	0	21	192	0	3	1338	2635
击	t	p	0	5	0	21	192	0	3	1338	2635
牙	d	c	0	5	0	21	192	0	3	1338	2635
丘	y	c	0	5	0	21	192	0	3	1338	2635
丘	y	r	0	5	0	21	192	0	3	1338	2635
单	o	d	0	5	0	21	192	0	3	1338	2635
长	j	i	0	5	0	21	192	0	3	1338	2635
牛	u	y	0	5	0	21	192	0	3	1338	2635
鬼	t	z	0	5	0	21	193	0	3	1338	2635
行	b	o	0	5	0	21	193	0	3	1338	2635
几	d	g	0	5	0	21	193	0	3	1338	2635
角	p	a	0	5	0	21	193	0	3	1338	2635
刍	g	w	0	5	0	21	193	0	3	1338	2635
卵	k	n	0	5	0	21	193	0	3	1338	2635
乃	r	z	0	5	0	21	193	0	3	1338	2635
黑	j	b	0	5	0	21	193	0	3	1338	2635
黑	j	c	0	5	0	21	193	0	3	1338	2635
击	t	g	0	5	0	21	193	0	3	1338	2635
单	o	q	0	5	0	21	193	0	3	1338	2635
兼	h	b	0	5	0	21	194	0	3	1338	2635
工	z	s	0	5	0	21	194	0	3	1338	2635
击	t	n	0	5	0	21	194	0	3	1338	2635
击	t	o	0	5	0	21	194	0	3	1338	2635
单	o	r	0	5	0	21	194	0	3	1338	2635
牛	u	g	0	5	0	21	194	0	3	1338	2635
工	z	p	0	5	0	21	195	0	3	1338	2635
夕	m	p	0	5	0	21	198	0	3	1338	2635
白	n	p	0	5	0	21	190	0	3	1338	2634
向	t	z	0	5	0	21	191	0	3	1338	2634
雨	m	p	0	5	0	21	191	0	3	1338	2634
行	b	k	0	5	0	21	192	0	3	1338	2634
夕	m	b	0	5	0	21	192	0	3	1338	2634
角	p	h	0	5	0	21	192	0	3	1338	2634
向	t	e	0	5	0	21	192	0	3	1338	2634
刍	g	e	0	5	0	21	192	0	3	1338	2634
刍	g	r	0	5	0	21	192	0	3	1338	2634
卵	k	m	0	5	0	21	192	0	3	1338	2634
行	b	v	0	5	0	21	193	0	3	1338	2634
角	p	c	0	5	0	21	193	0	3	1338	2634
角	p	e	0	5	0	21	193	0	3	1338	2634
向	t	p	0	5	0	21	194	0	3	1338	2634
丰	x	o	0	5	0	21	188	0	3	1338	2633
且	y	i	0	5	0	21	190	0	3	1338	2633
行	b	h	0	5	0	21	192	0	3	1338	2633
音	z	p	0	5	0	21	192	0	3	1338	2633
鹿	p	q	0	5	0	21	192	0	3	1338	2633
丘	y	g	0	5	0	21	192	0	3	1338	2633
牛	u	k	0	5	0	21	192	0	3	1338	2633
