root	from	to	contribution	hard	full1500	full3500	full6000	short1500	short3500	three1500	three3500	soft	pinky	left	peak	peak_key
乙	v	n	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
乙	v	o	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
乙	v	p	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
乙	v	q	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
乙	v	r	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
乙	v	s	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
乙	v	t	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
乙	v	u	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
乙	v	w	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
乙	v	x	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
乙	v	y	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
乙	v	z	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
来	k	m	0.48834023588883585	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
来	k	o	0.48834023588883585	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	a	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	b	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	c	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	d	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	e	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	f	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	g	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	h	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	i	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	j	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	k	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	l	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	m	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	n	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	p	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	q	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	r	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	s	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	t	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	u	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	v	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	w	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	x	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	y	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
秉	o	z	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	a	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	b	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	c	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	d	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	e	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	f	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	g	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	h	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	i	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	j	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	k	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	l	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	m	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	n	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	o	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	p	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	q	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	r	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	s	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	t	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	u	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	w	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	x	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	y	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
皮	v	z	0.0	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
乐	y	m	0.03598587280730144	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
乐	y	n	0.03598587280730144	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.098482622851263	l
专	n	p	0.07592367232932232	0	0	21	192	0	3	1339	2637	70.16500000000029	10.536146356813779	54.38948424916521	8.098482622851263	l
来	k	p	0.48834023588883585	0	0	21	192	0	3	1339	2637	70.16500000000029	10.948562920373293	54.38948424916521	8.098482622851263	l
鬲	y	e	0.015112710730867316	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.40459695989607	8.098482622851263	l
鬲	y	a	0.015112710730867316	0	0	21	192	0	3	1339	2637	70.16500000000029	10.475335395215325	54.40459695989607	8.098482622851263	l
鬲	y	q	0.015112710730867316	0	0	21	192	0	3	1339	2637	70.16500000000029	10.475335395215325	54.40459695989607	8.098482622851263	l
暴	p	b	0.018047533186580644	0	0	21	192	0	3	1339	2637	70.16500000000029	10.442175151297876	54.40753178235178	8.098482622851263	l
暴	p	r	0.018047533186580644	0	0	21	192	0	3	1339	2637	70.16500000000029	10.442175151297876	54.40753178235178	8.098482622851263	l
永	o	a	0.022675817577901713	0	0	21	192	0	3	1339	2637	70.16500000000029	10.482898502062358	54.412160066743105	8.098482622851263	l
乐	y	d	0.03598587280730144	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.4254701219725	8.098482622851263	l
乐	y	g	0.03598587280730144	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.42547012197251	8.098482622851263	l
乐	y	v	0.03598587280730144	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.42547012197251	8.098482622851263	l
乐	y	w	0.03598587280730144	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.42547012197251	8.098482622851263	l
乐	y	q	0.03598587280730144	0	0	21	192	0	3	1339	2637	70.16500000000029	10.496208557291759	54.42547012197251	8.098482622851263	l
象	k	g	0.07319918678057127	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.46268343594578	8.098482622851263	l
专	n	f	0.07592367232932232	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.465407921494524	8.098482622851263	l
专	n	v	0.07592367232932232	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.465407921494524	8.098482622851263	l
专	n	a	0.07592367232932232	0	0	21	192	0	3	1339	2637	70.16500000000029	10.53614635681378	54.465407921494524	8.098482622851263	l
来	k	g	0.48834023588883585	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.87782448505404	8.098482622851263	l
来	k	s	0.48834023588883585	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.87782448505404	8.098482622851263	l
来	k	w	0.48834023588883585	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.87782448505404	8.098482622851263	l
来	k	a	0.48834023588883585	0	0	21	192	0	3	1339	2637	70.16500000000029	10.948562920373293	54.87782448505404	8.098482622851263	l
来	k	q	0.48834023588883585	0	0	21	192	0	3	1339	2637	70.16500000000029	10.948562920373293	54.87782448505404	8.098482622851263	l
专	n	l	0.07592367232932232	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.174406295180585	l
来	k	l	0.48834023588883585	0	0	21	192	0	3	1339	2637	70.16500000000029	10.460222684484457	54.38948424916521	8.5868228587401	l
永	o	h	0.022675817577901713	0	0	21	192	0	3	1339	2637	70.1750000000003	10.460222684484457	54.38948424916521	8.098482622851263	l
