root	from	to	contribution	hard	full1500	full3500	full6000	short1500	short3500	three1500	three3500	soft	pinky	left	peak	peak_key
里	v	w	0.44329205058447957	0	0	21	192	0	3	1339	2636	70.70000000000033	11.324063393775088	55.253324958455835	8.098482622851263	l
束	b	i	0.06773895329966469	0	0	21	192	0	3	1339	2636	70.81250000000034	11.324063393775088	55.18558600515617	8.098482622851263	l
片	o	d	0.5144330566260246	0	0	21	192	0	3	1339	2636	71.35000000000042	11.324063393775088	55.76775801508186	8.098482622851263	l
莫	b	g	0.05458694817258361	0	0	21	193	0	3	1339	2636	69.93500000000022	11.324063393775088	55.253324958455835	8.098482622851263	l
也	l	p	1.4588985117384918	0	0	21	193	0	3	1339	2636	69.96000000000022	12.782961905513579	55.253324958455835	6.837837075526247	k
禸	n	e	0.04549606332608182	0	0	21	193	0	3	1339	2636	69.96000000000024	11.324063393775088	55.29882102178192	8.098482622851263	l
也	l	a	1.4588985117384918	0	0	21	193	0	3	1339	2636	69.97000000000021	12.782961905513579	56.712223470194324	6.837837075526247	k
居	o	z	0.06751840490070718	0	0	21	193	0	3	1339	2636	69.97000000000021	11.391581798675796	55.320843363356545	8.098482622851263	l
示	p	b	0.10561323831305398	0	0	21	193	0	3	1339	2636	69.98500000000021	11.218450155462033	55.35893819676889	8.098482622851263	l
民	n	a	0.04465562779266337	0	0	21	193	0	3	1339	2636	69.98500000000023	11.36871902156775	55.2979805862485	8.098482622851263	l
民	n	z	0.04465562779266337	0	0	21	193	0	3	1339	2636	69.98500000000023	11.36871902156775	55.2979805862485	8.098482622851263	l
卵	k	g	0.03445541800896151	0	0	21	193	0	3	1339	2636	69.99000000000022	11.324063393775088	55.287780376464795	8.098482622851263	l
长	b	j	0.23029601162222446	0	0	21	193	0	3	1339	2636	69.99500000000023	11.324063393775088	55.02302894683361	8.098482622851263	l
禸	n	q	0.04549606332608182	0	0	21	193	0	3	1339	2636	70.00000000000023	11.36955945710117	55.29882102178192	8.098482622851263	l
以	t	o	0.41899637312589505	0	0	21	193	0	3	1339	2636	70.01000000000022	11.324063393775088	54.83432858532994	8.098482622851263	l
之	t	y	0.24764648655425583	0	0	21	193	0	3	1339	2636	70.01000000000022	11.324063393775088	55.00567847190158	8.098482622851263	l
井	b	p	0.086089975993972	0	0	21	193	0	3	1339	2636	70.01000000000022	11.410153369769061	55.16723498246186	8.098482622851263	l
瓦	g	p	0.032557131389254944	0	0	21	193	0	3	1339	2636	70.01000000000022	11.356620525164344	55.22076782706658	8.098482622851263	l
暴	p	n	0.018047533186580644	0	0	21	193	0	3	1339	2636	70.01000000000022	11.306015860588507	55.253324958455835	8.098482622851263	l
夷	e	r	0.003385377276311344	0	0	21	193	0	3	1339	2636	70.01000000000022	11.324063393775088	55.253324958455835	8.098482622851263	l
乙	v	a	0.0	0	0	21	193	0	3	1339	2636	70.01000000000022	11.324063393775088	55.253324958455835	8.098482622851263	l
乙	v	b	0.0	0	0	21	193	0	3	1339	2636	70.01000000000022	11.324063393775088	55.253324958455835	8.098482622851263	l
乙	v	c	0.0	0	0	21	193	0	3	1339	2636	70.01000000000022	11.324063393775088	55.253324958455835	8.098482622851263	l
乙	v	d	0.0	0	0	21	193	0	3	1339	2636	70.01000000000022	11.324063393775088	55.253324958455835	8.098482622851263	l
乙	v	e	0.0	0	0	21	193	0	3	1339	2636	70.01000000000022	11.324063393775088	55.253324958455835	8.098482622851263	l
