root	from	to	hard1500x10000	hard3500x2000	full1500	full3500	full6000	short1500	short3500	three1500	three3500
子	l	v	0	4	0	27	199	0	3	1339	2633
足	l	i	0	4	0	27	201	0	3	1339	2633
王	g	a	0	4	0	27	202	0	3	1339	2628
西	d	k	0	4	0	27	199	0	3	1339	2625
干	c	n	0	4	0	27	201	0	3	1336	2632
龙	t	p	0	4	0	27	197	0	4	1339	2633
虫	b	n	0	4	0	27	217	0	4	1339	2630
隹	l	t	0	4	0	27	196	0	4	1338	2635
马	h	q	0	4	0	27	202	0	4	1338	2632
饣	m	s	0	4	0	27	200	0	4	1338	2631
车	z	i	0	4	0	27	202	0	4	1338	2628
犭	j	e	0	4	0	27	204	0	4	1337	2624
车	z	s	0	4	0	27	206	0	4	1336	2628
尸	c	h	0	4	0	27	194	0	4	1335	2626
尸	c	e	0	4	0	27	198	0	4	1328	2622
土	r	v	0	4	0	27	190	0	5	1343	2651
厶	n	q	0	4	0	27	195	0	5	1339	2635
未	t	v	0	4	0	27	201	0	5	1339	2635
虫	b	a	0	4	0	27	201	0	5	1339	2635
鱼	t	w	0	4	0	27	206	0	5	1339	2633
马	h	k	0	4	0	27	197	0	5	1338	2632
西	d	s	0	4	0	27	198	0	5	1338	2623
车	z	b	0	4	0	27	202	0	5	1335	2630
宀	i	e	0	4	0	27	205	0	5	1325	2610
虫	b	s	0	4	0	27	206	0	6	1339	2635
马	h	o	0	4	0	27	199	0	6	1337	2630
匚	k	v	0	4	0	27	201	0	6	1337	2620
鱼	t	p	0	4	0	28	203	0	3	1339	2630
犭	j	n	0	4	0	28	209	0	3	1339	2625
足	l	f	0	4	0	28	206	0	4	1339	2631
火	w	c	0	4	0	28	205	0	4	1339	2629
卜	e	r	0	4	0	28	197	0	4	1339	2626
石	y	o	0	4	0	28	207	0	4	1339	2621
山	i	o	0	4	0	28	206	0	4	1338	2628
女	n	f	0	4	0	28	198	0	4	1337	2628
米	k	r	0	4	0	28	199	0	4	1337	2623
石	y	e	0	4	0	28	206	0	4	1337	2617
寸	c	b	0	4	0	28	203	0	5	1338	2634
夕	m	n	0	4	0	28	204	0	5	1338	2628
王	g	f	0	4	0	28	226	0	5	1338	2621
刀	l	b	0	4	0	28	203	0	5	1337	2634
女	n	q	0	4	0	28	193	0	5	1337	2632
雨	m	e	0	4	0	28	201	0	5	1337	2624
犭	j	r	0	4	0	28	210	0	5	1337	2624
女	n	b	0	4	0	28	195	0	7	1336	2637
王	g	w	0	4	0	29	215	0	4	1341	2619
大	z	s	0	4	0	29	206	0	4	1340	2631
廿	j	q	0	4	0	29	202	0	4	1336	2623
匚	k	s	0	4	0	29	200	0	4	1335	2623
竹	b	f	0	4	0	29	213	0	6	1338	2631
竹	b	n	0	4	0	29	209	0	7	1338	2628
山	i	r	0	4	0	30	217	0	6	1336	2625
宀	i	w	0	4	0	31	209	0	6	1337	2620
纟	o	f	0	4	0	33	220	0	6	1336	2625
王	g	r	0	4	0	36	241	0	10	1337	2607
巾	q	a	0	5	0	21	192	0	3	1339	2637
巾	q	l	0	5	0	21	194	0	3	1338	2636
辛	s	i	0	5	0	23	194	0	3	1339	2637
辛	s	m	0	5	0	23	194	0	3	1339	2637
鸟	s	j	0	5	0	23	193	0	3	1339	2636
臣	o	m	0	5	0	23	194	0	3	1339	2636
夷	e	l	0	5	0	23	194	0	3	1339	2636
夷	e	m	0	5	0	23	194	0	3	1339	2636
甫	g	a	0	5	0	23	194	0	3	1339	2636
专	n	i	0	5	0	23	194	0	3	1339	2635
利	i	w	0	5	0	23	194	0	3	1339	2635
兼	h	v	0	5	0	23	194	0	3	1339	2635
厉	a	l	0	5	0	23	194	0	3	1339	2635
夷	e	j	0	5	0	23	194	0	3	1339	2635
夷	e	u	0	5	0	23	194	0	3	1339	2635
兔	a	l	0	5	0	23	194	0	3	1339	2635
及	m	z	0	5	0	23	194	0	3	1339	2635
弟	p	w	0	5	0	23	194	0	3	1339	2635
弟	p	x	0	5	0	23	194	0	3	1339	2635
甫	g	q	0	5	0	23	194	0	3	1339	2635
甫	g	u	0	5	0	23	194	0	3	1339	2635
暴	p	a	0	5	0	23	194	0	3	1339	2635
暴	p	s	0	5	0	23	194	0	3	1339	2635
丘	y	i	0	5	0	23	194	0	3	1339	2635
利	i	y	0	5	0	23	195	0	3	1339	2635
禸	n	y	0	5	0	23	195	0	3	1339	2635
厉	a	m	0	5	0	23	195	0	3	1339	2635
夷	e	d	0	5	0	23	195	0	3	1339	2635
殳	w	h	0	5	0	23	195	0	3	1339	2635
甫	g	k	0	5	0	23	195	0	3	1339	2635
暴	p	h	0	5	0	23	195	0	3	1339	2635
瓦	g	e	0	5	0	23	195	0	3	1339	2635
瓦	g	v	0	5	0	23	195	0	3	1339	2635
殳	w	g	0	5	0	23	196	0	3	1339	2635
夷	e	p	0	5	0	23	197	0	3	1339	2635
母	l	a	0	5	0	23	194	0	3	1339	2634
母	l	c	0	5	0	23	194	0	3	1339	2634
臣	o	g	0	5	0	23	194	0	3	1339	2634
辛	s	z	0	5	0	23	194	0	3	1339	2634
向	t	h	0	5	0	23	194	0	3	1339	2634
弟	p	f	0	5	0	23	194	0	3	1339	2634
弟	p	i	0	5	0	23	194	0	3	1339	2634
尧	k	d	0	5	0	23	194	0	3	1339	2634
单	o	g	0	5	0	23	194	0	3	1339	2634
长	j	o	0	5	0	23	194	0	3	1339	2634
弗	p	b	0	5	0	23	195	0	3	1339	2634
尧	k	x	0	5	0	23	195	0	3	1339	2634
母	l	q	0	5	0	23	196	0	3	1339	2634
彳	u	w	0	5	0	23	198	0	3	1339	2634
今	z	y	0	5	0	23	193	0	3	1339	2633
龙	t	i	0	5	0	23	193	0	3	1339	2633
母	l	u	0	5	0	23	194	0	3	1339	2633
弟	p	q	0	5	0	23	194	0	3	1339	2633
尧	k	q	0	5	0	23	194	0	3	1339	2633
斤	t	s	0	5	0	23	195	0	3	1339	2633
犭	j	w	0	5	0	23	201	0	3	1339	2633
击	t	k	0	5	0	23	195	0	3	1339	2632
子	l	a	0	5	0	23	193	0	3	1338	2635
里	v	p	0	5	0	23	194	0	3	1338	2635
及	m	j	0	5	0	23	194	0	3	1338	2635
氏	s	q	0	5	0	23	196	0	3	1338	2635
工	z	k	0	5	0	23	194	0	3	1338	2634
弗	p	u	0	5	0	23	194	0	3	1338	2634
无	v	b	0	5	0	23	194	0	3	1338	2634
击	t	q	0	5	0	23	194	0	3	1338	2634
且	y	k	0	5	0	23	195	0	3	1338	2633
耳	b	y	0	5	0	23	197	0	3	1338	2633
车	z	d	0	5	0	23	196	0	3	1338	2632
犭	j	d	0	5	0	23	196	0	3	1338	2630
白	n	d	0	5	0	23	189	0	3	1337	2635
文	e	k	0	5	0	23	195	0	3	1337	2635
隹	l	p	0	5	0	23	193	0	3	1337	2634
文	e	z	0	5	0	23	194	0	3	1337	2634
音	z	j	0	5	0	23	194	0	3	1337	2633
干	c	e	0	5	0	23	196	0	3	1337	2632
石	y	j	0	5	0	23	198	0	3	1337	2626
马	h	j	0	5	0	23	195	0	3	1336	2634
亠	z	f	0	5	0	23	194	0	4	1337	2633
爫	z	j	0	5	0	23	194	0	4	1337	2630
交	f	y	0	5	0	24	194	0	3	1339	2635
甫	g	j	0	5	0	24	195	0	3	1339	2635
母	l	w	0	5	0	24	196	0	3	1339	2635
子	l	t	0	5	0	24	196	0	3	1339	2635
示	p	o	0	5	0	24	196	0	3	1339	2635
甫	g	e	0	5	0	24	196	0	3	1339	2635
艮	f	h	0	5	0	24	197	0	3	1339	2635
毛	v	a	0	5	0	24	197	0	3	1339	2635
虫	b	w	0	5	0	24	214	0	3	1339	2635
专	n	e	0	5	0	24	195	0	3	1339	2634
勿	n	l	0	5	0	24	197	0	3	1339	2634
立	t	b	0	5	0	24	192	0	3	1339	2630
尸	c	y	0	5	0	24	193	0	3	1338	2636
鱼	t	y	0	5	0	24	196	0	3	1338	2635
已	y	z	0	5	0	24	195	0	3	1338	2634
匕	o	h	0	5	0	24	196	0	3	1338	2634
子	l	x	0	5	0	24	196	0	3	1338	2633
皿	h	f	0	5	0	24	199	0	3	1338	2633
龙	t	n	0	5	0	24	194	0	3	1338	2632
夕	m	j	0	5	0	24	195	0	3	1338	2632
卵	k	v	0	5	0	24	197	0	3	1338	2632
足	l	h	0	5	0	24	196	0	3	1338	2630
立	t	h	0	5	0	24	193	0	3	1337	2633
习	j	f	0	5	0	24	197	0	3	1337	2633
足	l	v	0	5	0	24	196	0	3	1337	2631
西	d	h	0	5	0	24	196	0	3	1337	2625
十	k	l	0	5	0	24	199	0	4	1340	2636
暴	p	g	0	5	0	24	195	0	4	1339	2635
兔	a	r	0	5	0	24	195	0	4	1339	2634
俞	b	k	0	5	0	24	196	0	4	1339	2634
山	i	v	0	5	0	24	200	0	4	1338	2636
力	f	p	0	5	0	24	194	0	4	1338	2635
爫	z	s	0	5	0	24	197	0	4	1338	2632
隹	l	f	0	5	0	24	194	0	4	1337	2634
彳	u	t	0	5	0	24	195	0	4	1337	2632
西	d	q	0	5	0	25	196	0	3	1339	2627
车	z	u	0	5	0	25	195	0	3	1337	2633
已	y	p	0	5	0	25	202	0	3	1337	2632
辶	l	d	0	5	0	25	199	0	4	1339	2635
西	d	y	0	5	0	25	196	0	4	1339	2634
爫	z	n	0	5	0	25	200	0	4	1339	2630
石	y	l	0	5	0	25	201	0	4	1339	2625
佥	a	l	0	5	0	25	197	0	4	1338	2635
隹	l	n	0	5	0	25	196	0	4	1338	2633
皿	h	b	0	5	0	25	200	0	4	1338	2633
韦	k	c	0	5	0	25	195	0	5	1338	2635
儿	r	y	0	5	0	26	200	0	3	1339	2636
毛	v	c	0	5	0	26	197	0	3	1339	2634
毛	v	n	0	5	0	26	202	0	3	1339	2634
气	m	g	0	5	0	26	197	0	3	1339	2631
夕	m	l	0	5	0	26	200	0	3	1339	2631
犭	j	v	0	5	0	26	204	0	3	1338	2626
礻	u	x	0	5	0	26	208	0	3	1338	2621
虫	b	m	0	5	0	26	197	0	4	1339	2635
白	n	v	0	5	0	26	194	0	4	1339	2630
习	j	k	0	5	0	26	199	0	4	1338	2634
几	d	b	0	5	0	26	201	0	4	1338	2631
西	d	b	0	5	0	26	200	0	4	1335	2624
女	n	w	0	5	0	27	189	0	3	1339	2639
虫	b	g	0	5	0	27	204	0	4	1339	2633
见	t	x	0	5	0	27	202	0	4	1337	2630
虫	b	v	0	5	0	27	201	0	5	1339	2634
山	i	s	0	5	0	27	207	0	5	1338	2628
忄	p	h	0	5	0	27	201	0	6	1337	2632
米	k	t	0	5	0	28	199	0	3	1338	2629
山	i	h	0	5	0	28	202	0	3	1337	2633
宀	i	z	0	5	0	28	203	0	5	1330	2618
夕	m	x	0	5	0	29	205	0	4	1339	2632
八	g	v	0	5	0	29	204	0	6	1338	2630
钅	n	s	0	5	0	31	211	0	6	1337	2622
立	t	w	0	6	0	23	194	0	3	1339	2636
豕	d	f	0	6	0	23	195	0	3	1339	2632
尸	c	d	0	6	0	23	192	0	3	1338	2632
力	f	n	0	6	0	23	196	0	4	1338	2634
车	z	y	0	6	0	24	195	0	3	1340	2633
夷	e	x	0	6	0	24	195	0	3	1339	2635
夷	e	w	0	6	0	24	196	0	3	1339	2635
予	o	k	0	6	0	24	196	0	4	1338	2632
夕	m	d	0	6	0	25	197	0	3	1339	2633
匚	k	y	0	6	0	25	194	0	3	1337	2630
日	v	e	0	6	0	32	214	0	7	1332	2614
日	v	t	0	6	0	37	223	0	7	1333	2623
立	t	d	0	7	0	23	191	0	3	1340	2633
纟	o	j	0	7	0	23	197	0	3	1339	2636
几	d	o	0	7	0	24	196	0	3	1336	2630
卩	n	i	0	8	0	23	186	0	5	1337	2636
