汉字	最终规范拆分	编码首根	编码末根
鯺	鱼省 ＋ 灬 ＋ 耂 ＋ 日	鱼	日
鱁	鱼省 ＋ 灬 ＋ 豕 ＋ 辶	鱼	辶
欘	木 ＋ 尸 ＋ 丨 ＋ 冫 ＋ 撇 ＋ 点 ＋ 罒 ＋ 勹 ＋ 虫	木	虫
櫧	木 ＋ 言 ＋ 耂 ＋ 日	木	日
豬	豕 ＋ 耂 ＋ 日	豕	日
䝒	豕 ＋ 耳 ＋ 又 ＋ 撇 ＋ 丨 ＋ 撇 ＋ 撇 ＋ 撇 ＋ 丶	豕	点
櫫	豕 ＋ 耂 ＋ 日 ＋ 木	豕	木
樦	木 ＋ 竹头 ＋ 亠 ＋ 土	木	土
坾	土 ＋ 宀 ＋ 丁	土	寸
壴	士 ＋ 口 ＋ 丷 ＋ 一	土	横
墸	土 ＋ 艹 ＋ 耂 ＋ 日	土	日
㗓	口 ＋ 追字心 ＋ 辶	口	辶
諈	言 ＋ 千 ＋ 龷 ＋ 一	讠	横
畷	田 ＋ 又 ＋ 又 ＋ 又 ＋ 又	田	又
甀	千 ＋ 龷 ＋ 一 ＋ 瓦	干	瓦
餟	全字头 ＋ 丶 ＋ 即字旁 ＋ 又 ＋ 又 ＋ 又 ＋ 又	人	又
䢡	廿 ＋ 折 ＋ 木 ＋ 辶	廿	辶
䶆	臼 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 隹	白	隹
錐	全字头 ＋ 金字底 ＋ 隹	人	隹
鑆	全字头 ＋ 金字底 ＋ 业 ＋ 美字头 ＋ 寸	人	寸
墜	阝 ＋ 丷 ＋ 豕 ＋ 土	卩	土
騅	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 隹	横	隹
轛	一 ＋ 日 ＋ 十 ＋ 业 ＋ 美字头 ＋ 寸	横	寸
醊	酉 ＋ 又 ＋ 又 ＋ 又 ＋ 又	西	又
沝	水 ＋ 水	氵	氵
縋	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 追字心 ＋ 辶	纟	辶
醀	酉 ＋ 隹	西	隹
礈	石 ＋ 丷 ＋ 豕 ＋ 辶	石	辶
䳡	隹 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	隹	火
㚝	大 ＋ 亻 ＋ 土 ＋ 土	大	土
䨨	雨头 ＋ 追字心 ＋ 辶	雨	辶
桘	木 ＋ 追字心	木	追字心
㮅	木 ＋ 隹	木	隹
贅	龶 ＋ 折 ＋ 丿 ＋ 攵 ＋ 目 ＋ 八	丰	八
鵻	丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬 ＋ 隹	撇	隹
膇	月 ＋ 追字心 ＋ 辶	月	辶
撾	扌 ＋ 见二 ＋ 折 ＋ 冂 ＋ 口 ＋ 辶	扌	辶
檛	木 ＋ 见二 ＋ 折 ＋ 冂 ＋ 口 ＋ 辶	木	辶
膼	月 ＋ 见二 ＋ 折 ＋ 冂 ＋ 口 ＋ 辶	月	辶
諄	言 ＋ 享字头 ＋ 子	讠	子
㡒	巾 ＋ 反字框 ＋ 十 ＋ 目	巾	日
訰	言 ＋ 一 ＋ 凵 ＋ 折	讠	折
稕	禾 ＋ 享字头 ＋ 子	禾	子
宒	宀 ＋ 毛	宀	毛
迍	一 ＋ 凵 ＋ 折 ＋ 辶	横	辶
綧	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 享字头 ＋ 子	纟	子
凖	冫 ＋ 隹 ＋ 十	氵	十
呪	口 ＋ 口 ＋ 儿	口	儿
喌	口 ＋ 口 ＋ 州	口	州
詋	言 ＋ 口 ＋ 儿	讠	儿
諏	言 ＋ 耳 ＋ 又	讠	又
䛆	言 ＋ 由	讠	田
㼙	巾 ＋ 瓦	巾	瓦
诪	讠 ＋ 三 ＋ 丿 ＋ 寸	讠	寸
㛩	女 ＋ 亠 ＋ 厶 ＋ 青字底	女	月
烐	火 ＋ 舟	火	舟
炿	火 ＋ 丿 ＋ 周字框 ＋ 亠	火	亠
粙	米 ＋ 由	米	田
䎇	舟 ＋ 习 ＋ 习	舟	习
䑼	舟 ＋ 勹 ＋ 凵 ＋ 丿 ＋ 勹 ＋ 凵 ＋ 丿	舟	撇
箒	竹头 ＋ 彐 ＋ 冖 ＋ 巾	竹	巾
矪	矢 ＋ 舟	矢	舟
籒	竹头 ＋ 扌 ＋ 一 ＋ 丨 ＋ 丨 ＋ 匚 ＋ 折 ＋ 一 ＋ 田	竹	田
籕	竹头 ＋ 木 ＋ 留字头 ＋ 田	竹	田
䈙	竹头 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 寸	竹	寸
菷	艹 ＋ 彐 ＋ 冖 ＋ 巾	艹	巾
葤	艹 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 寸	艹	寸
郮	周字框 ＋ 土 ＋ 口 ＋ 阝	几	卩
甃	禾 ＋ 火 ＋ 瓦	禾	瓦
週	周字框 ＋ 土 ＋ 口 ＋ 辶	几	辶
㾭	疒 ＋ 禾 ＋ 火	广	火
疛	疒 ＋ 寸	广	寸
䖞	虫 ＋ 寸	虫	寸
䩜	革 ＋ 由	廿	田
鈾	全字头 ＋ 金字底 ＋ 由	人	田
銂	全字头 ＋ 金字底 ＋ 州	人	州
䶇	臼 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 由 ＋ 青字底	白	月
䧓	阝 ＋ 周字框 ＋ 土 ＋ 口	卩	口
睭	目 ＋ 周字框 ＋ 土 ＋ 口	日	口
賙	目 ＋ 八 ＋ 周字框 ＋ 土 ＋ 口	日	口
䎻	耳 ＋ 周字框 ＋ 土 ＋ 口	耳	口
輖	一 ＋ 日 ＋ 十 ＋ 周字框 ＋ 土 ＋ 口	横	口
輈	一 ＋ 日 ＋ 十 ＋ 舟	横	舟
駎	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 由	横	田
駲	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 州	横	州
驟	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 耳 ＋ 又 ＋ 撇 ＋ 丨 ＋ 撇 ＋ 撇 ＋ 撇 ＋ 丶	横	点
徟	彳 ＋ 周字框 ＋ 土 ＋ 口	彳	口
䋓	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 刍	纟	刍
晝	折 ＋ 丰 ＋ 一 ＋ 日 ＋ 一	折	横
紂	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 寸	纟	寸
晭	日 ＋ 周字框 ＋ 土 ＋ 口	日	口
㫶	日 ＋ 彐 ＋ 冖 ＋ 巾	日	巾
冑	由 ＋ 冂 ＋ 二	田	二
侜	亻 ＋ 舟	亻	舟
伷	亻 ＋ 由	亻	田
僽	亻 ＋ 禾 ＋ 火 ＋ 心	亻	忄
霌	雨头 ＋ 周字框 ＋ 土 ＋ 口	雨	口
鯞	鱼省 ＋ 灬 ＋ 彐 ＋ 冖 ＋ 巾	鱼	巾
皺	勹 ＋ 凵 ＋ 丿 ＋ 勹 ＋ 凵 ＋ 丿 ＋ 皮	匚	皮
珘	王 ＋ 舟	王	舟
䯉	骨 ＋ ⺈ ＋ 人	骨	人
咓	口 ＋ 瓦	口	瓦
啘	口 ＋ 宀 ＋ 夕 ＋ 㔾	口	已
嗢	口 ＋ 日 ＋ 皿	口	皿
媧	女 ＋ 见二 ＋ 折 ＋ 冂 ＋ 口	女	口
䚴	言 ＋ 月	讠	月
襪	衤 ＋ 艹 ＋ 罒 ＋ 厂 ＋ 丶 ＋ 折 ＋ 撇 ＋ 丶	礻	点
溛	氵 ＋ 宀 ＋ 八 ＋ 瓜	氵	爫
汙	氵 ＋ 于	氵	干
漥	氵 ＋ 宀 ＋ 八 ＋ 土 ＋ 土	氵	土
穵	宀 ＋ 八 ＋ 乙	宀	乙
窪	宀 ＋ 八 ＋ 氵 ＋ 土 ＋ 土	宀	土
韈	革 ＋ 艹 ＋ 罒 ＋ 厂 ＋ 丶 ＋ 折 ＋ 撇 ＋ 丶	廿	点
㼘	山 ＋ 瓦	山	瓦
邷	瓦 ＋ 阝	瓦	卩
瓲	瓦 ＋ 一 ＋ 凵 ＋ 折	瓦	折
㧚	扌 ＋ 瓦	扌	瓦
搲	扌 ＋ 宀 ＋ 八 ＋ 瓜	扌	爫
攨	扌 ＋ 宀 ＋ 八 ＋ 瓜 ＋ 瓜 ＋ 瓜	扌	爫
䎳	耳 ＋ 月	耳	月
䍪	差字头 ＋ 末	美字头	未
韤	折 ＋ 丨 ＋ 一 ＋ 口 ＋ 降下角 ＋ 艹 ＋ 罒 ＋ 厂 ＋ 丶 ＋ 折 ＋ 撇 ＋ 丶	折	点
徍	彳 ＋ 土 ＋ 土	彳	土
砙	石 ＋ 瓦	石	瓦
黳	匚 ＋ 矢 ＋ 殳 ＋ 黑	匚	黑
䠚	足旁 ＋ 宀 ＋ 八 ＋ 瓜	足	爫
䨟	雨头 ＋ 氵 ＋ 土 ＋ 土	雨	土
屲	丿 ＋ 山	撇	山
膃	月 ＋ 囗 ＋ 人 ＋ 皿	月	皿
劸	土 ＋ 土 ＋ 力	土	力
䵷	土 ＋ 土 ＋ 见二 ＋ 一 ＋ 一 ＋ 丨 ＋ 折 ＋ 一 ＋ 卢字头 ＋ 一 ＋ 彐	土	争字底
鼃	土 ＋ 土 ＋ 见二 ＋ 一 ＋ 一 ＋ 丨 ＋ 折 ＋ 一 ＋ 卢字头 ＋ 一 ＋ 彐	土	争字底
喎	口 ＋ 见二 ＋ 折 ＋ 冂 ＋ 口	口	口
㗏	口 ＋ 一 ＋ 亻 ＋ 点 ＋ 一 ＋ 止	口	止
㖞	口 ＋ 口 ＋ 冂 ＋ 人	口	人
䴜	卢字头 ＋ 囗 ＋ 㐅 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 鬼	卜	鬼
夞	夕 ＋ 卜 ＋ 口 ＋ 匕	夕	匕
呚	口 ＋ 攵	口	又
妏	女 ＋ 文	女	文
褞	衤 ＋ 日 ＋ 皿	礻	皿
溫	氵 ＋ 囗 ＋ 人 ＋ 皿	氵	皿
藴	艹 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 日 ＋ 皿	艹	皿
穏	禾 ＋ 爫 ＋ 彐 ＋ 心	禾	忄
穩	禾 ＋ 爫 ＋ 工 ＋ 彐 ＋ 心	禾	忄
瘒	疒 ＋ 冖 ＋ 一 ＋ 日 ＋ 十	广	十
㝧	宀 ＋ 女 ＋ 人 ＋ 人 ＋ 土	宀	土
䘇	文 ＋ 虫 ＋ 虫 ＋ 虫	文	虫
蚉	文 ＋ 虫	文	虫
螡	文 ＋ 虫 ＋ 虫	文	虫
鼤	臼 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 文	白	文
彣	文 ＋ 彡	文	彡
鳼	文 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	文	火
鴍	文 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	文	火
鎾	全字头 ＋ 金字底 ＋ 日 ＋ 皿	人	皿
鞰	革 ＋ 日 ＋ 皿	廿	皿
饂	全字头 ＋ 丶 ＋ 即字旁 ＋ 日 ＋ 皿	人	皿
䰚	鬲 ＋ 文	鬲	文
抆	扌 ＋ 文	扌	文
馼	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 文	横	文
駇	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 攵	横	又
䎽	耳 ＋ 氏 ＋ 日	耳	日
揾	扌 ＋ 日 ＋ 皿	扌	皿
搵	扌 ＋ 囗 ＋ 人 ＋ 皿	扌	皿
輼	一 ＋ 日 ＋ 十 ＋ 日 ＋ 皿	横	皿
轀	一 ＋ 日 ＋ 十 ＋ 囗 ＋ 人 ＋ 皿	横	皿
蟁	民 ＋ 虫 ＋ 虫	民	虫
紋	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 文	纟	文
䎹	釆 ＋ 耳	爫	耳
緼	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 日 ＋ 皿	纟	皿
韞	折 ＋ 丨 ＋ 一 ＋ 口 ＋ 降下角 ＋ 日 ＋ 皿	折	皿
問	见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 口	匚	口
閺	见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 日 ＋ 文	匚	文
閿	见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 爫 ＋ 冖 ＋ 又	匚	又
闅	见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 目 ＋ 卢字头 ＋ 又	匚	又
闦	见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 由 ＋ 丨 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	匚	横
㼔	日 ＋ 皿 ＋ 瓜	日	爫
㬈	日 ＋ 日 ＋ 皿	日	皿
昷	日 ＋ 皿	日	皿
聞	见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 耳	匚	耳
忟	忄 ＋ 文	忄	文
殟	歹 ＋ 日 ＋ 皿	夕	皿
㒚	亻 ＋ 爫 ＋ 工 ＋ 彐 ＋ 心	亻	忄
魰	鱼省 ＋ 灬 ＋ 文	鱼	文
鰛	鱼省 ＋ 灬 ＋ 日 ＋ 皿	鱼	皿
鰮	鱼省 ＋ 灬 ＋ 囗 ＋ 人 ＋ 皿	鱼	皿
㮧	木 ＋ 丿 ＋ 见二 ＋ 二 ＋ 折 ＋ 灬	木	火
榲	木 ＋ 囗 ＋ 人 ＋ 皿	木	皿
豱	豕 ＋ 日 ＋ 皿	豕	皿
桽	木 ＋ 人 ＋ 人 ＋ 土	木	土
匁	勹 ＋ 丿 ＋ 点	匚	点
脗	月 ＋ 勿 ＋ 口	月	口
肳	月 ＋ 勿	月	勿
脕	月 ＋ 免	月	兔
珳	王 ＋ 文 ＋ 彡	王	彡
塭	土 ＋ 日 ＋ 皿	土	皿
瑥	王 ＋ 日 ＋ 皿	王	皿
勜	八 ＋ 厶 ＋ 习 ＋ 习 ＋ 力	八	力
㜲	女 ＋ 亠 ＋ 折 ＋ 口 ＋ 月 ＋ 女 ＋ 凡	女	几
鶲	八 ＋ 厶 ＋ 习 ＋ 习 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	八	火
䈵	竹头 ＋ 八 ＋ 厶 ＋ 习 ＋ 习	竹	习
㺋	犭 ＋ 八 ＋ 厶 ＋ 习 ＋ 习	犭	习
螉	虫 ＋ 八 ＋ 厶 ＋ 习 ＋ 习	虫	习
㹙	牜 ＋ 火 ＋ 火 ＋ 冖 ＋ 目	牛	日
罋	亠 ＋ 乡 ＋ 隹 ＋ 缶	亠	击
甕	亠 ＋ 乡 ＋ 隹 ＋ 瓦	亠	瓦
䩺	革 ＋ 八 ＋ 厶 ＋ 习 ＋ 习	廿	习
鎓	全字头 ＋ 金字底 ＋ 八 ＋ 厶 ＋ 习 ＋ 习	人	习
瞈	目 ＋ 八 ＋ 厶 ＋ 习 ＋ 习	日	习
齆	自 ＋ 田 ＋ 丌 ＋ 巛 ＋ 口 ＋ 巴	白	已
嵡	山 ＋ 八 ＋ 厶 ＋ 习 ＋ 习	山	习
攚	扌 ＋ 火 ＋ 火 ＋ 冖 ＋ 口 ＋ 口	扌	口
聬	耳 ＋ 八 ＋ 厶 ＋ 习 ＋ 习	耳	习
奣	天 ＋ 日 ＋ 月	大	月
暡	日 ＋ 八 ＋ 厶 ＋ 习 ＋ 习	日	习
䱵	鱼省 ＋ 灬 ＋ 八 ＋ 厶 ＋ 习 ＋ 习	鱼	习
㮬	木 ＋ 八 ＋ 厶 ＋ 习 ＋ 习	木	习
㘢	囗 ＋ 尚字头 ＋ 兀	囗	儿
䐥	月 ＋ 八 ＋ 厶 ＋ 习 ＋ 习	月	习
塕	土 ＋ 八 ＋ 厶 ＋ 习 ＋ 习	土	习
䰣	鬼 ＋ 冂 ＋ 㐅 ＋ 㐅	鬼	交
誷	言 ＋ 冂 ＋ 丷 ＋ 一 ＋ 亠 ＋ 折	讠	折
尣	八 ＋ 儿	八	儿
尩	八 ＋ 儿 ＋ 王	八	王
㲿	氵 ＋ 广	氵	广
瀇	氵 ＋ 广 ＋ 龷 ＋ 由 ＋ 八	氵	八
㳹	氵 ＋ 木 ＋ 王	氵	王
㴏	氵 ＋ 宀 ＋ 八 ＋ 王	氵	王
菵	艹 ＋ 冂 ＋ 丷 ＋ 一 ＋ 亠 ＋ 折	艹	折
䒽	艹 ＋ 冂 ＋ 㐅 ＋ 㐅	艹	交
莣	艹 ＋ 亠 ＋ 折 ＋ 心	艹	忄
㓁	冖 ＋ 八	宀	八
蝄	虫 ＋ 冂 ＋ 丷 ＋ 一 ＋ 亠 ＋ 折	虫	折
蛧	虫 ＋ 冂 ＋ 㐅 ＋ 㐅	虫	交
蚟	虫 ＋ 王	虫	王
亾	人 ＋ 折	人	折
輞	一 ＋ 日 ＋ 十 ＋ 冂 ＋ 丷 ＋ 一 ＋ 亠 ＋ 折	横	折
尫	兀 ＋ 王	儿	王
網	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 冂 ＋ 丷 ＋ 一 ＋ 亠 ＋ 折	纟	折
罒	罒	皿	皿
䋄	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 冂 ＋ 㐅	纟	交
䋞	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 冂 ＋ 㐅 ＋ 㐅	纟	交
䤑	酉 ＋ 龷 ＋ 由 ＋ 八	西	八
徃	彳 ＋ 丿 ＋ 龶	彳	丰
彺	彳 ＋ 王	彳	王
暀	日 ＋ 彳 ＋ 亠 ＋ 土	日	土
仼	亻 ＋ 王	亻	王
朢	臣 ＋ 月 ＋ 王	臣	王
棢	木 ＋ 冂 ＋ 丷 ＋ 一 ＋ 亠 ＋ 折	木	折
兦	入 ＋ 折	人	折
骫	骨 ＋ 丸	骨	九
䯛	骨 ＋ 宀 ＋ 夕 ＋ 㔾	骨	已
䯈	骨 ＋ 一 ＋ 兀	骨	儿
唍	口 ＋ 宀 ＋ 一 ＋ 兀	口	儿
㸘	八 ＋ 㐅 ＋ 罒 ＋ 丁	八	寸
彎	言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 弓	讠	折
㜶	女 ＋ ⺈ ＋ 口 ＋ 比字旁 ＋ 匕 ＋ 兔	女	兔
䛷	言 ＋ 宀 ＋ 夕 ＋ 㔾	讠	已
帵	巾 ＋ 宀 ＋ 夕 ＋ 㔾	巾	已
䛃	言 ＋ 一 ＋ 兀	讠	儿
䑱	舟 ＋ 宀 ＋ 夕 ＋ 㔾	舟	已
笂	竹头 ＋ 丸	竹	九
䘼	衤 ＋ 宀 ＋ 夕 ＋ 㔾	礻	已
潫	氵 ＋ 龹 ＋ 糸	氵	纟
灣	氵 ＋ 言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 弓	氵	折
萬	艹 ＋ 日 ＋ 禺字底	艹	禸
莧	艹 ＋ 目 ＋ 儿	艹	儿
萖	艹 ＋ 臼 ＋ 儿	艹	儿
䅋	禾 ＋ 免	禾	兔
䗕	宀 ＋ 夕 ＋ 㔾 ＋ 虫	宀	虫
惌	宀 ＋ 夕 ＋ 㔾 ＋ 心	宀	忄
蟃	虫 ＋ 日 ＋ 罒 ＋ 又	虫	又
䘎	虫 ＋ 言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 弓	虫	折
蚖	虫 ＋ 一 ＋ 兀	虫	儿
㹉	牜 ＋ 厂 ＋ 白 ＋ 小	牛	小
䥑	全字头 ＋ 金字底 ＋ 十 ＋ 人 ＋ 人 ＋ 丿 ＋ 丶 ＋ 夂	人	又
鎫	全字头 ＋ 金字底 ＋ 向字框 ＋ 㐅 ＋ 八 ＋ 夂	人	又
鋄	全字头 ＋ 金字底 ＋ 一 ＋ 火 ＋ 又	人	又
鋺	全字头 ＋ 金字底 ＋ 宀 ＋ 夕 ＋ 㔾	人	已
鋔	全字头 ＋ 金字底 ＋ 免	人	兔
贎	目 ＋ 八 ＋ 艹 ＋ 日 ＋ 禺字底	日	禸
瞣	目 ＋ 口 ＋ 口 ＋ 丨 ＋ 心	日	忄
贃	目 ＋ 八 ＋ 口 ＋ 口 ＋ 丨 ＋ 心	日	忄
䝹	目 ＋ 八 ＋ 宀 ＋ 夕 ＋ 㔾	日	已
睕	目 ＋ 宀 ＋ 夕 ＋ 㔾	日	已
貦	目 ＋ 八 ＋ 一 ＋ 兀	日	儿
岏	山 ＋ 一 ＋ 兀	山	儿
䩊	面 ＋ 宀 ＋ 夕 ＋ 㔾	雨	已
捥	扌 ＋ 宀 ＋ 夕 ＋ 㔾	扌	已
抏	扌 ＋ 一 ＋ 兀	扌	儿
輐	一 ＋ 日 ＋ 十 ＋ 宀 ＋ 一 ＋ 兀	横	儿
輓	一 ＋ 日 ＋ 十 ＋ 免	横	兔
卐	折 ＋ 一 ＋ 丨 ＋ 一	折	横
綰	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 宀 ＋ 官字底	纟	追字心
卍	折 ＋ 丨 ＋ 一 ＋ 丨	折	竖
紈	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 丸	纟	九
綩	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 宀 ＋ 夕 ＋ 㔾	纟	已
晼	日 ＋ 宀 ＋ 夕 ＋ 㔾	日	已
晥	日 ＋ 宀 ＋ 一 ＋ 兀	日	儿
晩	日 ＋ ⺈ ＋ 囗 ＋ 丨 ＋ 儿	日	儿
㽜	夕 ＋ 㔾 ＋ 田	夕	田
䖤	夕 ＋ 㔾 ＋ 虫	夕	虫
夗	夕 ＋ 㔾	夕	已
忨	忄 ＋ 一 ＋ 兀	忄	儿
盌	夕 ＋ 㔾 ＋ 皿	夕	皿
倇	亻 ＋ 宀 ＋ 夕 ＋ 㔾	亻	已
踠	足旁 ＋ 宀 ＋ 夕 ＋ 㔾	足	已
翫	习 ＋ 习 ＋ 白 ＋ 一 ＋ 兀	习	儿
魭	鱼省 ＋ 灬 ＋ 一 ＋ 兀	鱼	儿
㘤	囗 ＋ 氵 ＋ 乔字底 ＋ 丨 ＋ 一 ＋ 折 ＋ 一 ＋ 折 ＋ 一 ＋ 丨	囗	竖
杤	木 ＋ 横 ＋ 撇 ＋ 折	木	折
梚	木 ＋ 免	木	兔
䳃	丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬 ＋ 夕 ＋ 㔾	撇	已
刓	一 ＋ 兀 ＋ 刂	横	刀
㝴	一 ＋ 兀 ＋ 寸	横	寸
壪	土 ＋ 言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 弓	土	折
埦	土 ＋ 宀 ＋ 夕 ＋ 㔾	土	已
琓	王 ＋ 宀 ＋ 一 ＋ 兀	王	儿
唩	口 ＋ 禾 ＋ 女	口	女
婐	女 ＋ 日 ＋ 木	女	木
媉	女 ＋ 尸 ＋ 至	女	至
涹	氵 ＋ 禾 ＋ 女	氵	女
濣	氵 ＋ 十 ＋ 日 ＋ 十 ＋ 全字头 ＋ 冬字底 ＋ 十	氵	十
萵	艹 ＋ 见二 ＋ 折 ＋ 冂 ＋ 口	艹	口
猧	犭 ＋ 见二 ＋ 折 ＋ 冂 ＋ 口	犭	口
㹻	犭 ＋ 禾 ＋ 女	犭	女
齷	止 ＋ 人 ＋ 人 ＋ 一 ＋ 人 ＋ 人 ＋ 凵 ＋ 尸 ＋ 至	止	至
雘	周字框 ＋ 亠 ＋ 艹 ＋ 隹 ＋ 又	几	又
窩	宀 ＋ 八 ＋ 见二 ＋ 折 ＋ 冂 ＋ 口	宀	口
䁊	目 ＋ 又 ＋ 丶 ＋ 目	日	日
瞃	目 ＋ 反字框 ＋ 十 ＋ 目	日	日
䀑	目 ＋ 又 ＋ 丶	日	点
㠛	山 ＋ 艹 ＋ 隹 ＋ 又	山	又
䰀	一 ＋ 卢字头 ＋ 二 ＋ 厶 ＋ 彡 ＋ 禾 ＋ 女	横	女
捾	扌 ＋ 宀 ＋ 官字底	扌	追字心
㦱	一 ＋ 戈 ＋ 土	横	土
䮸	撇 ＋ 卢字头 ＋ 一 ＋ 㐅 ＋ 㐅 ＋ 折 ＋ 二 ＋ 冖 ＋ 一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬	撇	火
㱧	歹 ＋ 宀 ＋ 夕 ＋ 㔾	夕	已
臥	臣 ＋ 人	臣	人
仴	亻 ＋ 月	亻	月
䠎	足旁 ＋ 尸 ＋ 至	足	至
枂	木 ＋ 月	木	月
楃	木 ＋ 尸 ＋ 至	木	至
臒	月 ＋ 艹 ＋ 隹 ＋ 又	月	又
腛	月 ＋ 尸 ＋ 至	月	至
瓁	王 ＋ 艹 ＋ 隹 ＋ 又	王	又
呉	口 ＋ 折 ＋ 一 ＋ 八	口	八
吳	口 ＋ 折 ＋ 大	口	大
嗚	口 ＋ 丿 ＋ 见二 ＋ 二 ＋ 折 ＋ 灬	口	火
娪	女 ＋ 五 ＋ 口	女	口
娬	女 ＋ 一 ＋ 弋 ＋ 止	女	止
誣	言 ＋ 工 ＋ 人 ＋ 人	讠	人
䜑	言 ＋ 一 ＋ 丨 ＋ 一 ＋ 折 ＋ 折 ＋ 一 ＋ 丨 ＋ 一 ＋ 心	讠	忄
誤	言 ＋ 口 ＋ 天	讠	大
嫵	女 ＋ 卧人 ＋ 卌 ＋ 一 ＋ 灬	女	火
誈	言 ＋ 至	讠	至
粅	米 ＋ 勿	米	勿
䒉	舟 ＋ 卧人 ＋ 卌 ＋ 一 ＋ 夕 ＋ 降下角	舟	降下角
忢	五 ＋ 心	五	忄
㷻	火 ＋ 卧人 ＋ 卌 ＋ 一 ＋ 灬	火	火
熓	火 ＋ 丿 ＋ 见二 ＋ 二 ＋ 折 ＋ 灬	火	火
逜	五 ＋ 口 ＋ 辶	五	辶
啎	卧人 ＋ 十 ＋ 五 ＋ 口	卧人	口
甒	卧人 ＋ 卌 ＋ 一 ＋ 灬 ＋ 瓦	卧人	瓦
䉑	竹头 ＋ 卧人 ＋ 卌 ＋ 一 ＋ 灬	竹	火
橆	卧人 ＋ 卌 ＋ 一 ＋ 木 ＋ 木	卧人	木
鷡	卧人 ＋ 卌 ＋ 一 ＋ 灬 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	卧人	火
箼	竹头 ＋ 尸 ＋ 至	竹	至
汚	氵 ＋ 二 ＋ 折	氵	折
㵲	氵 ＋ 卧人 ＋ 卌 ＋ 一 ＋ 夕 ＋ 降下角	氵	降下角
洖	氵 ＋ 口 ＋ 天	氵	大
溩	氵 ＋ 丿 ＋ 见二 ＋ 二 ＋ 折 ＋ 灬	氵	火
潕	氵 ＋ 卧人 ＋ 卌 ＋ 一 ＋ 灬	氵	火
盓	氵 ＋ 于 ＋ 皿	氵	皿
䓊	艹 ＋ 五 ＋ 口	艹	口
莁	艹 ＋ 工 ＋ 人 ＋ 人	艹	人
茣	艹 ＋ 口 ＋ 天	艹	大
蕪	艹 ＋ 卧人 ＋ 卌 ＋ 一 ＋ 灬	艹	火
㹳	犭 ＋ 五 ＋ 口	犭	口
