word	code	score	groups	written	dialogue	subtitle	simple	tiger	ice
水花	uvhx	1.9627601229317317	6	0.21268778865246174	0.1526056624735641	0.08395955025626489	1	1	1
二流	erlq	1.962720470914344	6	0.17585314399725938	0.1353838061424174	0.13515211548653094	1	1	1
亡灵	whlk	1.962670665362472	6	0.19531053332033466	0.10615559258050722	0.14638135001800867	1	1	1
玩物	wjwu	1.9626600447730693	6	0.1893158966159273	0.14178591040767619	0.11627637331075213	1	1	1
公办	gsbj	1.962653038296708	6	0.2787236808855932	0.13479138029582682	0.04073525142263179	1	1	1
续航	xuhh	1.962623363562626	5	0.20548551101821555	0.243108269492898	0	1	1	1
库存	kucy	1.9626039979947376	5	0.3245303472391555	0	0.13320583177519307	1	1	1
分隔	ffge	1.962603996546643	6	0.2307175660065327	0.10852581465417888	0.11127642945259353	1	1	1
矫健	jnjm	1.9625919618959462	6	0.2206263843706986	0.16085617538581054	0.068251748191965	1	1	1
周全	vzqr	1.9625384178797352	6	0.20855847031973174	0.11306098357463912	0.12714536526848197	1	1	1
纺织	fhvi	1.962530122493206	5	0.3704417494533696	0	0.09076924857627877	1	1	1
翻腾	fjtg	1.9625244974248726	6	0.23471750702674132	0.134449779034306	0.08159905865245021	1	1	1
三级	sjji	1.9624898691323813	5	0.34455328207271396	0	0.11463533126548064	1	1	1
静默	jkmo	1.9624654447761274	6	0.25279015882706224	0.1124661141596699	0.08685485059698628	1	1	1
鸭梨	yali	1.9624476881194273	5	0.20820069268251906	0.24046681300031103	0	1	1	1
拨开	bokd	1.9623928217145634	6	0.22067903575905878	0.14098759650332204	0.08791854103798036	1	1	1
施肥	uifw	1.9623726495890046	6	0.3344088993067451	0.07514553170588578	0.0487636763101994	1	1	1
星系	xkxi	1.962355872017992	5	0.20838071408380554	0	0.24023001162878888	1	1	1
暗语	anyu	1.9623138937143523	6	0.16725953368481272	0.11958488296264846	0.15857085033933382	1	1	1
酬劳	izlc	1.9622986988353746	6	0.17225269983656533	0.11177992875031251	0.1617550397354538	1	1	1
动容	dsrs	1.9622051855505527	6	0.2186898939886852	0.1389311936509655	0.09166673924451962	1	1	1
变故	bmgu	1.9622004776980662	6	0.2146947036640937	0.130630952870612	0.10365122659181392	1	1	1
咿呀	yiya	1.9621822787795065	6	0.1612045292856531	0.21423552778327415	0.06940819809112797	1	1	1
机缘	jiyr	1.962174263305712	6	0.20614276939766074	0.16413019050208744	0.07802591721215801	1	1	1
摩登	modg	1.962140853412754	6	0.19392530554121523	0.15440854088705236	0.09899952585394445	1	1	1
抽象	izxl	1.9621283309294268	5	0.32517645296165776	0	0.13224352875033674	1	1	1
迈步	mdbu	1.9621115751245455	6	0.22303129077195227	0.1394622036988019	0.08705627799212345	1	1	1
开怀	kdhk	1.9621074628521558	6	0.18493207706052228	0.14385935594979393	0.11782446741907471	1	1	1
老妹	lcmw	1.9620934588069505	5	0.2014781900190633	0.2463997159877499	0	1	1	1
秃顶	tudk	1.9620886852704849	6	0.18883774394595687	0.11265510182612959	0.14540904627797557	1	1	1
使然	uirj	1.9620675520853812	6	0.20598228557477305	0.16324819239223398	0.07897396868134587	1	1	1
残局	cjju	1.9620527757802102	6	0.17350370615736588	0.10123536365161367	0.1709556581879026	1	1	1
家底	jxdi	1.9620440975824405	6	0.27206465208461017	0.1362496016731538	0.044955409927544876	1	1	1
哽咽	ggyj	1.9619463547047888	6	0.23726211165591082	0.16783140322921652	0.04542384347670336	1	1	1
栽赃	zdzh	1.9619385953379718	6	0.16204770173387273	0.12283969167113395	0.15983827237296178	1	1	1
底座	dizo	1.961906503516961	6	0.22275706756826397	0.13363957715187913	0.0929742862596935	1	1	1
男主	njvu	1.9618965211410782	5	0.18479863651220563	0.26164473640494745	0	1	1	1
婚期	hyqi	1.9618521096795245	6	0.1816893438702043	0.16977139043941814	0.0947092995877199	1	1	1
小农	xnns	1.9618495603384831	5	0.2299883001890476	0.21989507700894317	0	1	1	1
固化	guhx	1.9618404049977989	6	0.2752654264346601	0.12419686989553225	0.053896894163088294	1	1	1
机枪	jiql	1.9618215975077682	5	0.285353124828833	0	0.168767575163976	1	1	1
难倒	njdc	1.9617692914211062	6	0.1684539927835076	0.16398655634936432	0.11264767448209512	1	1	1
御寒	yuhj	1.9617492294456533	6	0.21343417791313835	0.1817974562007676	0.05330117145299207	1	1	1
订制	dkvi	1.9617324054315879	6	0.19410586676078345	0.16771898652198414	0.08520821756928332	1	1	1
扶梯	futi	1.9617201747656696	6	0.1949998043862965	0.15926697374922882	0.09282564894470513	1	1	1
教课	jnke	1.9617185681738243	6	0.188414536391585	0.14608551929398894	0.11208457647825898	1	1	1
利落	lilo	1.961703272646084	6	0.18892205454899702	0.14070326530624888	0.11698658637628023	1	1	1
好恶	hcee	1.961700300234329	6	0.2010001392417502	0.14729185270558542	0.09924671125151374	1	1	1
悠然	yzrj	1.9616342228949	6	0.22941551754776468	0.16702893445996325	0.05322922079971548	1	1	1
交锋	jnfg	1.9615796465578916	6	0.2761895151931364	0.06446732452735204	0.1125728511081312	1	1	1
老少	lcuc	1.9615769837623334	6	0.2252252409558666	0.16179579181046022	0.06228628097053479	1	1	1
台州	tdvz	1.9615767194045088	5	0.22754575312642467	0.22193985819446116	0	1	1	1
杠铃	ghlk	1.961560634421617	6	0.1865682772331675	0.1937181827353569	0.06603466475834774	1	1	1
夭折	ycve	1.9615140769917212	6	0.21098075234232028	0.14729679071733748	0.08988565096030632	1	1	1
二万	erwj	1.9615128375847797	6	0.28941466696932205	0.09010568731166801	0.07467526439724992	1	1	1
踊跃	ysyt	1.961508751788473	6	0.3299098167510509	0.10795785105796751	0.019439819470657205	1	1	1
勤俭	qbjm	1.9614730353859877	6	0.3203176236672549	0.10933042542058691	0.026894103029630134	1	1	1
