word	code	source	thuocl_df	xinhua	keep_reason	corpus_source_count	corpus_total_count	idiom_dual	ime_dual
工人阶级	grjj	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	91448	0	1
另一方面	lyfm	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	90349	0	1
阶级斗争	jjdv	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	88082	0	1
巴基斯坦	bjst	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	85554	0	1
知识分子	vufz	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	84948	0	1
科学技术	kxju	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	83466	0	1
巴勒斯坦	blst	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	80223	0	1
经济效益	jjxy	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	67753	0	1
发达国家	fdgj	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	62426	0	1
不好意思	bhys	简单鹤		1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	60630	0	1
澳大利亚	adly	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	60253	0	1
与此同时	yctu	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	59565	0	1
对外开放	dwkf	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	53804	0	1
坚定不移	jdby	简单鹤	54113	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	53385	1	1
艰苦奋斗	jkfd	简单鹤	15564	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	51717	1	1
实事求是	uuqu	简单鹤	31565	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	49115	1	1
组成部分	zibf	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	49051	0	1
罗马尼亚	lmny	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	48242	0	1
爱国主义	agvy	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	45878	0	1
人工智能	rgvn	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	45230	0	1
平方公里	pfgl	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	42370	0	1
绝大多数	jddu	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	42192	0	1
自力更生	zlgu	简单鹤	6590	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	40127	1	1
长期以来	iqyl	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	39302	0	1
千方百计	qfbj	简单鹤	27561	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	38689	1	1
统一战线	tyvx	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	37281	0	1
因地制宜	ydvy	简单鹤	27805	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	36874	1	1
马来西亚	mlxy	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	35250	0	1
全心全意	qxqy	简单鹤	15503	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	33621	1	1
国家机关	gjjg	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	33455	0	1
解放思想	jfsx	简单鹤	21847	0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	31797	0	1
和平共处	hpgi	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	30525	0	1
高速公路	gsgl	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	30509	0	1
前所未有	qswy	简单鹤	13620	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	29818	1	1
丝绸之路	sivl	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	29224	0	1
劳动模范	ldmf	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	28967	0	1
高等教育	gdjy	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	28864	0	1
积极分子	jjfz	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	28468	0	1
第三世界	dsuj	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	26838	0	1
实实在在	uuzz	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	26693	0	1
世界大战	ujdv	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	26110	0	1
也就是说	yjuu	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	25011	0	1
自我批评	zwpp	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	24852	0	1
保加利亚	bjly	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	24544	0	1
绝大部分	jdbf	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	24062	0	1
奥林匹克	alpk	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	24044	0	1
少年儿童	unet	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	23495	0	1
社会科学	uhkx	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	23317	0	1
自然资源	zrzy	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	22670	0	1
三分之一	sfvy	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	21861	0	1
至关重要	vgvy	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	21511	0	1
委内瑞拉	wnrl	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	21504	0	1
无论如何	wlrh	简单鹤		1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	21453	0	1
坦桑尼亚	tsny	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	20822	0	1
丰富多彩	ffdc	简单鹤	34727	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	20601	1	1
坚持不懈	jibx	简单鹤	19818	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	20010	1	1
各种各样	gvgy	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	19940	0	1
人道主义	rdvy	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	19810	0	1
军事基地	jujd	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	19223	0	1
不可避免	bkbm	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	18556	0	1
哥伦比亚	glby	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	16878	0	1
各行各业	ghgy	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	16782	0	1
成千上万	iquw	简单鹤	16698	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	16547	1	1
斯里兰卡	sllk	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	16478	0	1
深入人心	urrx	简单鹤	22071	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	16283	1	1
毫无疑问	hwyw	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	16104	0	1
一如既往	yrjw	简单鹤	30338	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	16064	1	1
现实主义	xuvy	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	15882	0	1
引人注目	yrvm	简单鹤	24076	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	15841	1	1
莫名其妙	mmqm	简单鹤	11999	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	15450	1	1
布鲁塞尔	blse	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	15395	0	1
四面八方	smbf	简单鹤	9346	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	14927	1	1
职业道德	vydd	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	14707	0	1
全力以赴	qlyf	简单鹤	36156	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	14444	1	1
不知不觉	bvbj	简单鹤	14263	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	14255	1	1
轰轰烈烈	hhll	简单鹤	8398	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	13822	1	1
自然科学	zrkx	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	13681	0	1
主要矛盾	vymd	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	13665	0	1
体育运动	tyyd	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	13262	0	1
经济作物	jjzw	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	13158	0	1
由此可见	yckj	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	12996	0	1
好不容易	hbry	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	12504	0	1
这样一来	vyyl	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	12206	0	1
千千万万	qqww	简单鹤	6187	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	12092	1	1
大马士革	dmug	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex	5	12049	0	0
不可思议	bksy	简单鹤	18980	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	12018	1	1
来之不易	lvby	简单鹤	20180	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	11835	1	1
当务之急	dwvj	简单鹤	22965	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	11666	1	1
千家万户	qjwh	简单鹤	14142	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	11637	1	1
源源不断	yybd	简单鹤	19395	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	11603	1	1
个人主义	grvy	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	11505	0	1
不懈努力	bxnl	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex	5	11433	0	0
一模一样	ymyy	简单鹤	11401	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	11425	1	1
下定决心	xdjx	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	11175	0	1
迄今为止	qjwv	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	11172	0	1
上层建筑	ucjv	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	11039	0	1
新生事物	xuuw	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	10967	0	1
无私奉献	wsfx	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	10915	0	1
脱颖而出	tyei	简单鹤	31974	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	10813	1	1
许许多多	xxdd	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	10806	0	1
想方设法	xfuf	简单鹤		1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	10792	0	1
长治久安	ivja	简单鹤	18732	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	10727	1	1
重中之重	vvvv	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	10676	0	1
长篇小说	ipxu	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	10658	0	1
三分之二	sfve	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex	5	10640	0	0
不仅如此	bjrc	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	10603	0	1
方方面面	ffmm	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	10515	0	1
战无不胜	vwbu	简单鹤	664	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	10454	1	1
尽管如此	jgrc	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	10424	0	1
四分之一	sfvy	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	10351	0	1
再接再厉	zjzl	简单鹤	11218	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	10300	1	1
众所周知	vsvv	简单鹤	29469	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	10219	1	1
卓有成效	vyix	简单鹤	11730	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	10215	1	1
多种多样	dvdy	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	10213	0	1
必不可少	bbku	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	10189	0	1
喜闻乐见	xwlj	简单鹤	12230	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	10173	1	1
耶路撒冷	ylsl	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	10154	0	1
小心翼翼	xxyy	简单鹤	18841	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	10098	1	1
知名人士	vmru	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	9880	0	1
中东地区	vddq	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex	5	9832	0	0
种族歧视	vzqu	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	9743	0	1
时有发生	uyfu	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	9694	0	1
脚踏实地	jtud	简单鹤	13433	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	9646	1	1
欢欣鼓舞	hxgw	简单鹤	3239	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	9601	1	1
假冒伪劣	jmwl	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	9594	0	1
理所当然	lsdr	简单鹤	11591	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	9593	1	1
牢不可破	lbkp	简单鹤	1545	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	9586	1	1
除此之外	icvw	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	9579	0	1
公共场所	ggis	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	9539	0	1
清清楚楚	qqii	简单鹤	7218	0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	9446	0	1
老老实实	lluu	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	9436	0	1
后顾之忧	hgvy	简单鹤	18005	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	9384	1	1
业内人士	ynru	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	9306	0	1
迫不及待	pbjd	简单鹤	13603	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	9286	1	1
旗帜鲜明	qvxm	简单鹤	10236	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	9162	1	1
不可或缺	bkhq	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	9150	0	1
安居乐业	ajly	简单鹤	16133	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	9123	1	1
朝气蓬勃	vqpb	简单鹤	4223	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	9090	1	1
一路顺风	yluf	简单鹤	650	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	9078	1	1
以身作则	yuzz	简单鹤	10717	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	9044	1	1
自然环境	zrhj	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	9013	0	1
塞尔维亚	sewy	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	9005	0	1
齐心协力	qxxl	简单鹤	15972	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	8894	1	1
层出不穷	cibq	简单鹤	25301	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	8881	1	1
百分之百	bfvb	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	8787	0	1
无可奈何	wknh	简单鹤	6862	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	8704	1	1
力所能及	lsnj	简单鹤	17518	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	8689	1	1
乱七八糟	lqbz	简单鹤	4404	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	8614	1	1
错综复杂	czfz	简单鹤	13132	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	8590	1	1
名副其实	mfqu	简单鹤	20015	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	8547	1	1
毫不犹豫	hbyy	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	8547	0	1
家家户户	jjhh	简单鹤	1268	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	8491	1	1
一心一意	yxyy	简单鹤	5847	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	8419	1	1
突如其来	trql	简单鹤		1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	8379	0	1
布达佩斯	bdpo	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	8356	0	1
情不自禁	qbzj	简单鹤	5405	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	8327	1	1
不法分子	bffz	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	8314	0	1
见义勇为	jyyw	简单鹤	21157	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	8313	1	1
更进一步	gjyb	简单鹤		0	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;输入法双源	5	8306	0	1
不折不扣	bvbk	简单鹤	18574	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	8271	1	1
持之以恒	ivyh	简单鹤	16953	1	真实语料:dialogue_word_freq,literature_word_freq,multi_domain_total_word_freq,news_total_word_freq,subtlex;成语双源;输入法双源	5	8216	1	1
