类别	根	展示名	宿主	核心用字数	扩展用字数	核心用字	扩展用字
主根	横	横	横	57	106	万 上 下 事 使 俄 俶 凄 劢 叔 吏 吓 哦 嘁 奭 妻 娥 婌 寂 峨 年 忐 忑 戌 我 戚 曦 椒 榱 槭 涐 淑 爔 琡 疠 督 硪 缞 羲 莪 菽 萋 蓑 虾 虿 蛾 衰 襫 让 趸 蹙 迈 郪 锇 饿 鹅 𬇕	閇 墄 䙯 㗤 顣 縬 踧 䠞 啛 䃀 圵 蔋 裻 錖 誐 䕏 皒 鋨 餓 睋 峩 㧴 騀 䖸 鵝 鵞 䄉 䳗 䳘 珴 㫔 颪 芐 㼮 兏 仧 仩 諔 䙘 㾥 敊 埱 漃 蟻 茮 㠪 裃 垰 㤦 栃 摵 雫 㩘 惄 䦊 挊 褄 淒 䗩 鏚 慼 捿 鶈 緀 悽 慽 磩 傶 霋 棲 㰗 鞐 峠 㹬 䭄 掓 尗 㑐 鮛 䱙 杤 㕒 燨 犠 義 疜 乤 梺 圷 嬟 議 艤 䉝 䧧 㠖 嶬 轙 䣡 䴊 礒 儀 䲑 檥 鸃 剚 倳
